internal_row_id,canonical_name,city,sector_label,verification_classification,website_verification_status,careers_source_type,careers_page_url,ats_provider_detected,linkedin_company_url,linkedin_usable,researcher_notes,official_website_url,normalized_domain,google_maps_url,verification_date
uae-pilot-0324,Next Architects Engineering Consultancy,Abu Dhabi,Architecture,needs_more_evidence,confirmed_official_weak_domain,none_found_general_contact_only,,none,,not_confirmed,"Real firm claiming operation since 2010 (Abu Dhabi + Dubai), but hosted on a personal Vercel subdomain (next-architects.vercel.app) rather than a custom domain - a real domain-quality red flag for an allegedly 14-year-old firm, downgraded accordingly. No careers page.",https://next-architects.vercel.app/,next-architects.vercel.app,https://www.google.com/maps/search/?api=1&query=Next%20Architects%20Engineering%20Consultancy&query_place_id=ChIJD4oCVo5HXj4RrSA_lxBi8CM,2026-09-07
uae-pilot-0341,OPD Architectural Consultant,Dubai,Architecture,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,https://linkedin.com/company/opd-architectural-consultant/,company_page_exists_but_no_careers_evidence,"Independent architecture/interior design firm, two Dubai offices. Has a company LinkedIn page but no careers page or hiring email found.",https://opd.ae/,opd.ae,https://www.google.com/maps/search/?api=1&query=OPD%20Architectural%20Consultant&query_place_id=ChIJRYKQSdNpXz4RmGt3SMN-odY,2026-09-07
uae-pilot-0137,Chawla Architectural & Consulting Engineers,Dubai,Architecture,new_verified,confirmed_official,dedicated_careers_page,"https://www.chawladxb.ae/careers (nav link observed, sub-page not independently rendered)",unknown,"company LinkedIn referenced in nav (URL pattern only, not independently confirmed)",not_confirmed,"Independent firm founded 1976 (48+ yrs), Dubai, unlimited license, 2800+ projects claimed. ""Careers"" link directly observed in site navigation.",http://www.chawladxb.ae/,chawladxb.ae,https://www.google.com/maps/search/?api=1&query=Chawla%20Architectural%20%26%20Consulting%20Engineers&query_place_id=ChIJzcs9AvlCXz4RU3eIiqMTnd8,2026-09-07
uae-pilot-0231,HAOarchitects,Dubai,Architecture,needs_more_evidence,weak_evidence,none_found_general_contact_only,,none,,not_confirmed,"Minimal verifiable content - no team info, credentials, or careers/LinkedIn found. Real UAE presence not strongly confirmed beyond marketing copy.",http://www.hao.ae/,hao.ae,https://www.google.com/maps/search/?api=1&query=HAOarchitects&query_place_id=ChIJwZmIDBNDXz4RrM6N4grO4J4,2026-09-07
uae-pilot-0235,HDR Architectural and Consulting Engineers L.L.C,Dubai,Architecture,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,[personal LinkedIn profile URL - redacted, not used as evidence per policy],personal_profile_not_usable,"Real but young independent firm (founded 2023), Dubai, led by a named civil engineer. No careers page; only the founder's personal LinkedIn profile found (not usable per policy).",http://www.hdr.ae/,hdr.ae,https://www.google.com/maps/search/?api=1&query=HDR%20Architectural%20and%20Consulting%20Engineers%20L.L.C&query_place_id=ChIJ9eVIBO1DXz4R9nc0XyTnLjg,2026-09-07
uae-pilot-0091,Arkiplan Consulting Architects and Engineers,Dubai,Architecture,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,https://linkedin.com/company/arkiplandubai/,company_page_exists_but_no_careers_evidence,"Independent firm founded 2005, Dubai, 217+ projects/75+ staff claimed. Has company LinkedIn but no careers page found.",http://www.arkiplan-me.com/,arkiplan-me.com,https://www.google.com/maps/search/?api=1&query=Arkiplan%20Consulting%20Architects%20and%20Engineers&query_place_id=ChIJJ9vaQPNcXz4RQlnG4Uuegjs,2026-09-07
uae-pilot-0152,Core cutting dubai,Dubai,Architecture,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,HTTP 401 Unauthorized on fetch - could not verify content or confirm whether this is an architecture firm or a specialty demolition/core-cutting contractor (name suggests the latter). Needs a manual browser check.,http://www.corecuttingdubaiuae.com/,corecuttingdubaiuae.com,https://www.google.com/maps/search/?api=1&query=Core%20cutting%20dubai&query_place_id=ChIJ8Y5QwBxDXz4Rj3weljfI8ek,2026-09-07
uae-pilot-0352,Pivot Engineering & General Contracting Co,Abu Dhabi,Construction,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,"Two fetch attempts (homepage empty content, /about 404d) - could not verify. Needs a manual browser check.",https://www.pivot.ae/,pivot.ae,https://www.google.com/maps/search/?api=1&query=Pivot%20Engineering%20%26%20General%20Contracting%20Co&query_place_id=ChIJvVV6FvzcDhQRnRNFQ38T5jA,2026-09-07
uae-pilot-0141,Civilco Civil Engineering & Contracting Company WLL,Abu Dhabi,Construction,new_verified,confirmed_official,dedicated_careers_page,careers/vacancies section (exact URL path not itemized in fetched excerpt),unknown,none found this pass,not_confirmed,"Independent civil engineering/contracting firm founded 1974, Abu Dhabi, 4,000+ staff claimed - one of the largest candidates in this pass. Dedicated ""VACANCIES"" and ""APPLY FORM"" pages directly confirmed.",http://www.civilco.ae/,civilco.ae,https://www.google.com/maps/search/?api=1&query=Civilco%20Civil%20Engineering%20%26%20Contracting%20Company%20WLL&query_place_id=ChIJAQAAAJVmXj4RndsyMxmtC-c,2026-09-07
uae-pilot-0396,Silver Coast Construction & Boring LLC,Abu Dhabi,Construction,new_verified,confirmed_official,dedicated_careers_page,https://silvercoast.ae/join-us/,unknown,"company LinkedIn referenced (""Connect with us"" link, URL not directly captured)",not_confirmed,"Independent multi-disciplinary contractor est. 1997, Abu Dhabi + Dubai + Saudi Arabia offices, ~2,550 employees claimed. Careers page directly confirmed.",http://www.silvercoast.ae/,silvercoast.ae,https://www.google.com/maps/search/?api=1&query=Silver%20Coast%20Construction%20%26%20Boring%20LLC&query_place_id=ChIJd2quwxRmXj4RIBsIZWXAjQs,2026-09-07
uae-pilot-0385,Scan Construction,Abu Dhabi,Construction,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,https://linkedin.com/company/scanconstruction,company_page_exists_but_no_careers_evidence,"Independent firm est. 1991, Abu Dhabi, ISO-certified, 200+ projects claimed. Has company LinkedIn but no careers page found.",https://www.scanco.ae/,scanco.ae,https://www.google.com/maps/search/?api=1&query=Scan%20Construction&query_place_id=ChIJg6SOY2RmXj4RuOHuBjsmLOI,2026-09-07
uae-pilot-0027,Aims General Contracting Company,Abu Dhabi,Construction,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real independent EPCM contracting firm, Abu Dhabi. No careers page or LinkedIn found.",http://www.aimsauh.ae/,aimsauh.ae,https://www.google.com/maps/search/?api=1&query=Aims%20General%20Contracting%20Company&query_place_id=ChIJ1esU6npmXj4RqRJx1VbUJBY,2026-09-07
uae-pilot-0162,Design Hub Building Contracting LLC,Dubai,Construction,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Independent firm est. 2003 (20+ yrs), Dubai, active project portfolio (Arjan, Dubai Hills, Jumeirah Park). No careers page or LinkedIn found.",https://design-hub.ae/,design-hub.ae,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs,2026-09-07
uae-pilot-0362,Qeyas Contracting L.L.C.,Dubai,Construction,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,Connection reset on fetch - could not verify. Needs a manual browser check.,http://www.qeyascontracting.ae/,qeyascontracting.ae,https://www.google.com/maps/search/?api=1&query=Qeyas%20Contracting%20L.L.C.&query_place_id=ChIJv2kGbQFDXz4ReS2z7nyiB2A,2026-09-07
uae-pilot-0008,A&T Group Interiors,Dubai,Construction,new_verified,confirmed_official,dedicated_careers_page,https://www.atginteriors.com/careers,unknown,linkedin.com/company/a&t-group-interiors,company_page_usable,"Independent interior fit-out firm operating since 2009, Dubai + Riyadh, named major clients (Emaar, Nakheel, Talabat), 350+ projects, 30,000 sq.ft. facility. Careers page directly confirmed.",https://www.atginteriors.com/,atginteriors.com,https://www.google.com/maps/search/?api=1&query=A%26T%20Group%20Interiors&query_place_id=ChIJi6xSCyZDXz4RNx1rEaIlqaE,2026-09-07
uae-pilot-0201,Exceptional Interior Decoration LLC,Dubai,Construction,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,https://www.linkedin.com/company/exceptional-interior-decoration-llc/,company_page_exists_but_no_careers_evidence,"Independent family-owned firm, 25+ yrs, Dubai. Has company LinkedIn but no careers page found.",http://exceptional.ae/,exceptional.ae,https://www.google.com/maps/search/?api=1&query=Exceptional%20Interior%20Decoration%20LLC&query_place_id=ChIJaTTjwe1CXz4Rw2okiZy2soo,2026-09-07
uae-pilot-0251,IDX INTERIOR DECORATION LLC,Dubai,Construction,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,linkedin.com/company/interior-design-xperts,company_page_exists_but_no_careers_evidence,"Independent firm est. 2018, Dubai, services span commercial/hospitality/healthcare/education/retail sectors. Has company LinkedIn but no careers page found.",http://www.idxperts.com/,idxperts.com,https://www.google.com/maps/search/?api=1&query=IDX%20INTERIOR%20DECORATION%20LLC&query_place_id=ChIJ8e4gPtcTXz4RSoFfjOM0T1A,2026-09-07
uae-pilot-0395,Shine Square Building Contracting LLC,Dubai,Construction,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,HTTP 500 Internal Server Error on fetch - could not verify. Needs a manual browser check.,http://www.shinesquarebuilders.com/,shinesquarebuilders.com,https://www.google.com/maps/search/?api=1&query=Shine%20Square%20Building%20Contracting%20LLC&query_place_id=ChIJ5wt1G6NpXz4RxVdQId_Mck8,2026-09-07
uae-pilot-0398,Smart Buildings Consultancy Engineering,Abu Dhabi,Engineering,needs_more_evidence,confirmed_official_weak_evidence,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Named major clients (ADNOC, FAB, Aldar) but the fetched content itself reads as placeholder/generic text (""may be under development""), a real caution flag. No careers page. Abu Dhabi + Dubai offices claimed.",https://www.sbc-uae.ae/,sbc-uae.ae,https://www.google.com/maps/search/?api=1&query=Smart%20Buildings%20Consultancy%20Engineering&query_place_id=ChIJmfPl_bo4Xj4RaRHuaH2b7yI,2026-09-07
uae-pilot-0011,ABACUS ENGINEERING CONSULTANCY,Abu Dhabi,Engineering,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real but young independent firm (founded 2021), Abu Dhabi, named principals. No careers page or LinkedIn found.",http://www.abacusarchitects.ae/,abacusarchitects.ae,https://www.google.com/maps/search/?api=1&query=ABACUS%20ENGINEERING%20CONSULTANCY&query_place_id=ChIJmYQoH_lnXj4RpmHYow0_mls,2026-09-07
uae-pilot-0170,Double Square Engineering Consultancy,Abu Dhabi,Engineering,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,TLS certificate expired at fetch time - could not verify. Needs a manual browser check.,http://www.doublesquare.ae/,doublesquare.ae,https://www.google.com/maps/search/?api=1&query=Double%20Square%20Engineering%20Consultancy&query_place_id=ChIJuZ6fBVpHXj4RWq4_Xx4X_Ms,2026-09-07
uae-pilot-0200,Ever Win Architectural Engineering Consultancy LLC,Abu Dhabi,Engineering,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real independent firm, Abu Dhabi, named authority liaisons (Municipality, Civil Defense, Urban Planning Council). No careers page or LinkedIn found. Content professionally maintained but no formal registration/license number visible.",http://everwinec.ae/,everwinec.ae,https://www.google.com/maps/search/?api=1&query=Ever%20Win%20Architectural%20Engineering%20Consultancy%20LLC&query_place_id=ChIJ_zqd-KY4Xj4RvrBS9eofxxU,2026-09-07
uae-pilot-0314,Mwazinoon Engineering Consultancy LLC شركة موازنون للاستشارات الهندسية,Abu Dhabi,Engineering,new_verified,confirmed_official,dedicated_careers_page,https://www.mwazinoon.ae/recruitment/,unknown,none found this pass,not_confirmed,"Independent firm founded by 3 Emirati engineers, Abu Dhabi. Dedicated ""Recruitment"" nav link directly confirmed (sub-page content not independently rendered this pass). Note: site explicitly disclaims relation to some portfolio images shown - a minor transparency flag, not disqualifying.",http://www.mwazinoon.ae/,mwazinoon.ae,https://www.google.com/maps/search/?api=1&query=Mwazinoon%20Engineering%20Consultancy%20LLC%20%D8%B4%D8%B1%D9%83%D8%A9%20%D9%85%D9%88%D8%A7%D8%B2%D9%86%D9%88%D9%86%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJtR-N6ro4Xj4R3L9G0PxpwTQ,2026-09-07
uae-pilot-0047,Al Khawaja Engineering Consultants [KWEC],Dubai,Engineering,needs_more_evidence,confirmed_official_content_quality_flag,none_found_general_contact_only,,none,"referenced in footer, not independently confirmed",not_confirmed,"Independent firm (Al Khawaja/KWEC), Dubai, named real project portfolio (Luxor Tower, SAAS Hills). CAUTION: fetched content also contained unrelated casino/gambling affiliate content mixed in with the page - a real legitimacy/compromised-site concern, flagged explicitly rather than ignored. No careers page confirmed.",https://kwec.ae/,kwec.ae,https://www.google.com/maps/search/?api=1&query=Al%20Khawaja%20Engineering%20Consultants%20%5BKWEC%5D&query_place_id=ChIJNUO4mcxcXz4RkIFqB0V4_hU,2026-09-07
uae-pilot-0064,Al Turath Engineering Consultant LLC,Dubai,Engineering,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real firm (Al Turath/TEC), Dubai, but the site itself displays an ""under construction"" notice, limiting available evidence. No careers page.",http://www.tec.ae/,tec.ae,https://www.google.com/maps/search/?api=1&query=Al%20Turath%20Engineering%20Consultant%20LLC&query_place_id=ChIJ6WpTyTpDXz4RnU2K9tknlO0,2026-09-07
uae-pilot-0157,Datum Engineering Consultants,Dubai,Engineering,new_verified,confirmed_official,dedicated_careers_page,"careers (""Career"" nav link observed, sub-page not independently rendered)",unknown,company presence referenced on Facebook/Instagram/LinkedIn (URL not directly captured),not_confirmed,"Independent firm, Dubai. ""Career"" link directly observed in site navigation; footer credits a third-party web developer (MaximaGroup, unrelated to Datum itself).",http://www.datum.ae/,datum.ae,https://www.google.com/maps/search/?api=1&query=Datum%20Engineering%20Consultants&query_place_id=ChIJeYHpth5dXz4RKW5Tne66_5A,2026-09-07
uae-pilot-0315,Nakashi Lighting - Luxury Lighting Design & Consultancy,Dubai,Engineering,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,https://www.linkedin.com/company/nakashi,company_page_usable_but_no_careers_evidence,"Independent lighting-design consultancy, Dubai + GCC, explicitly states no brand/distributor affiliations (genuinely independent). Has company LinkedIn but no careers page found.",http://nakashi.ae/?utm_source=gmb&utm_medium=organic,nakashi.ae,https://www.google.com/maps/search/?api=1&query=Nakashi%20Lighting%20-%20Luxury%20Lighting%20Design%20%26%20Consultancy&query_place_id=ChIJF4u8aD9DXz4RPHWEoQ2t4iM,2026-09-07
uae-pilot-0351,Pioneer Engineering Consultants,Dubai,Engineering,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,TLS hostname mismatch (cert only valid for the non-www variant) - could not verify. Needs a manual browser check.,http://www.pecdubai.ae/,pecdubai.ae,https://www.google.com/maps/search/?api=1&query=Pioneer%20Engineering%20Consultants&query_place_id=ChIJJxtkg7VcXz4RNzzRaPMYAR8,2026-09-07
uae-pilot-0305,Model Engineering Consultants,Dubai,Engineering,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,company LinkedIn referenced (URL not directly captured),not_confirmed,"Independent firm founded 1972 (one of the longer-established candidates), Dubai HQ + branches in RAK, Abu Dhabi, and 3 other countries, 720+ projects claimed. Has company LinkedIn but no careers page found.",https://designbymodel.com/,designbymodel.com,https://www.google.com/maps/search/?api=1&query=Model%20Engineering%20Consultants&query_place_id=ChIJqa6XwgBDXz4RGgnolKZcWlQ,2026-09-07
uae-pilot-0300,Mediclinic Al Mamora,Abu Dhabi,Healthcare,new_verified,confirmed_official,confirmed_central_ats,https://careers.mediclinic.com/MiddleEast/?locale=en_GB,custom_portal_mediclinic_middle_east,not independently confirmed this pass,not_confirmed,"Confirmed facility of the Mediclinic Middle East hospital group (a major private-hospital operator across the UAE). A central, group-wide careers/ATS portal was directly confirmed and linked from this specific Al Mamora, Abu Dhabi facility page.",https://www.mediclinic.ae/en/al-mamora/home.html,mediclinic.ae,https://www.google.com/maps/search/?api=1&query=Mediclinic%20Al%20Mamora&query_place_id=ChIJQypCLSpmXj4RiDssb_0QUR8,2026-09-07
uae-pilot-0257,International Knee & Joint Centre,Abu Dhabi,Healthcare,new_verified,confirmed_official,dedicated_careers_page,"careers page (""/careers-knee-surgery-abu-dhabi-uae.html"" path observed)",unknown,none found this pass,not_confirmed,"Independent specialty orthopedic center, Abu Dhabi, MOH-licensed, named international consultant surgeons, affiliations with AAOS/RACS/BMI Healthcare. Careers page directly confirmed.",http://www.knee.ae/,knee.ae,https://www.google.com/maps/search/?api=1&query=International%20Knee%20%26%20Joint%20Centre&query_place_id=ChIJrcgCLjdmXj4RWrx2QKpHZUs,2026-09-07
uae-pilot-0115,Beverly Hills Specialty Hospital,Abu Dhabi,Healthcare,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,"linkedin.com/company/bhmc-uae (name mismatch vs ""BHSH"" flagged, not independently resolved)",not_confirmed,"Independent hospital, Abu Dhabi, MOHAP-licensed, named CEO/Founder. LinkedIn slug (""bhmc-uae"") does not exactly match the company's own name (""BHSH"") - flagged as an unresolved identity discrepancy, not silently assumed to match. No careers page.",http://bhsh.ae/,bhsh.ae,https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Specialty%20Hospital&query_place_id=ChIJ8_3iZ4NoXj4Raf-BHjwXi7g,2026-09-07
uae-pilot-0134,Central Hospital SEHA Disease Prevention & Screening Center,Abu Dhabi,Healthcare,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,"seha.ae (the government SEHA hospital network domain) returned HTTP 403 again this pass - consistent with the same block already documented for Corniche Hospital, Zayed Military Hospital, and Sheikh Khalifa Medical City in the prior enrichment pass. Confirms this is a systemic seha.ae-wide block, not an isolated issue.",http://www.seha.ae/,seha.ae,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20SEHA%20Disease%20Prevention%20%26%20Screening%20Center&query_place_id=ChIJVV0pVj1mXj4R4Z5LhquT0DQ,2026-09-07
uae-pilot-0320,National Hospital Abu Dhabi,Abu Dhabi,Healthcare,needs_more_evidence,blocked_technical,not_confirmed_this_pass,,unknown,,not_confirmed,"Two fetch attempts (homepage empty content, /about-us insufficient) returned no substantive content - likely JS-rendered. Needs a manual browser check.",https://nationalhospital.ae/,nationalhospital.ae,https://www.google.com/maps/search/?api=1&query=National%20Hospital%20Abu%20Dhabi&query_place_id=ChIJZXaEJwBnXj4R9EmZnC4k160,2026-09-07
uae-pilot-0184,Eclipse Clinic | GP | Aesthetics | Psychology | Obstetrics & Gynecology | General Medicine | Wellness,Dubai,Healthcare,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,linkedin.com/company/eclipseclinicuae,company_page_usable_but_no_careers_evidence,"Independent clinic, Dubai, multiple named licensed practitioners, accepts multiple insurers. Has company LinkedIn but no careers page found.",https://eclipseclinic.ae/,eclipseclinic.ae,https://www.google.com/maps/search/?api=1&query=Eclipse%20Clinic%20%7C%20GP%20%7C%20Aesthetics%20%7C%20Psychology%20%7C%20Obstetrics%20%26%20Gynecology%20%7C%20General%20Medicine%20%7C%20Wellness&query_place_id=ChIJpbIHWstDXz4RElTexCe16wA,2026-09-07
uae-pilot-0183,Ear Care Medical Center ECMC,Dubai,Healthcare,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real independent ENT/multi-department medical center, Dubai, MOH-licensed. No careers page or LinkedIn found.",https://ecmcweb.com/,ecmcweb.com,https://www.google.com/maps/search/?api=1&query=Ear%20Care%20Medical%20Center%20ECMC&query_place_id=ChIJlzNl7v9CXz4Reo5rLIVfV8A,2026-09-07
uae-pilot-0033,AL Aman Medical Centre AL Karama,Dubai,Healthcare,needs_more_evidence,confirmed_official,none_found_general_contact_only,,none,none found this pass,not_confirmed,"Real medical centre, Dubai (Al Karama), DHA-licensed. Located in a named building (""Kanoo Group Building"") but no evidence found that it is itself part of the Kanoo Group corporate structure - flagged as an open question, not assumed either way. No careers page.",http://alamanmedicalcenter.com/,alamanmedicalcenter.com,https://www.google.com/maps/search/?api=1&query=AL%20Aman%20Medical%20Centre%20AL%20Karama&query_place_id=ChIJpyOOMWZDXz4RAnldPsB42oQ,2026-09-07
uae-pilot-0253,IMH Corporate Office,Dubai,Healthcare,new_verified,confirmed_official,dedicated_careers_page,https://www.imh.ae/careers,unknown,"mentioned as active (@international-modern-hospital), URL not directly captured",not_confirmed,"Real legal name is ""International Modern Hospital (IMH)"" (Google Maps listing name ""IMH Corporate Office"" was a location label, not the legal name - corrected here). Est. 2005, Dubai, 117+ beds, 30+ specialties, 100+ doctors, ACHS International accredited. Careers page directly confirmed.",https://www.imh.ae/,imh.ae,https://www.google.com/maps/search/?api=1&query=IMH%20Corporate%20Office&query_place_id=ChIJpSpGP2RDXz4Rq5kH5v7GOo0,2026-09-07
uae-pilot-0429,Ultra Care Medical Group,Dubai,Healthcare,rejected,no_official_source_found,not_applicable,,not_applicable,not_applicable,not_applicable,"Google Maps supplied only a business.google.com mini-site URL, which now returns HTTP 404 - no working official domain exists. Consistent with the weak-domain-tier flag this row already carried during triage scoring.",https://business.google.com/site/l/01466323194045965484,business.google.com,https://www.google.com/maps/search/?api=1&query=Ultra%20Care%20Medical%20Group&query_place_id=ChIJWZvtgUVDXz4RYfIuzzcZMaA,2026-09-07
