internal_row_id,canonical_name,_cluster,_city,website,normalized_domain,categories,rating,reviews_count,address,phone,google_maps_url
uae-pilot-0065,"Al Usood Cargo, Abu Dhabi",g3_construction_accounting_logistics,Abu Dhabi,https://alusood.com/,alusood.com,Logistics service,4.1,214,14 شارع البِري - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 2 632 1717,https://www.google.com/maps/search/?api=1&query=Al%20Usood%20Cargo%2C%20Abu%20Dhabi&query_place_id=ChIJpcBe9bdnXj4RYgtSioz6-YE
uae-pilot-0023,ADMA Consulting and Accounting LLC,g3_construction_accounting_logistics,Abu Dhabi,http://www.admauae.com/,admauae.com,Accounting firm,4.9,191,Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates,+971 2 628 0778,https://www.google.com/maps/search/?api=1&query=ADMA%20Consulting%20and%20Accounting%20LLC&query_place_id=ChIJw7iRhmRnXj4R8bHUCOr8aaI
uae-pilot-0199,Eurolink Safety,other,Dubai,http://www.eurolinksafety.com/,eurolinksafety.com,Training center,4.9,3575,Golf Park Building - Ste 309 - Sheikh Rashid Rd - Al Garhoud - Dubai - United Arab Emirates,+971 4 282 4263,https://www.google.com/maps/search/?api=1&query=Eurolink%20Safety&query_place_id=ChIJbwmn6hhdXz4Rh9YP2pBlHhM
uae-pilot-0123,Brands For Less - Burjuman,other,Dubai,http://www.brandsforless.com/,brandsforless.com,Discount store,4.1,1735,Burjuman Mall - 2nd Floor - Khalid Bin Al Waleed Rd - Mankhool - Dubai - United Arab Emirates,+971 4 546 3784,https://www.google.com/maps/search/?api=1&query=Brands%20For%20Less%20-%20Burjuman&query_place_id=ChIJL3AtRIRDXz4RKYjAZC3anD0
uae-pilot-0084,Anytime Dental,other,Dubai,https://www.anytimedental.ae/,anytimedental.ae,Dental clinic,4.7,650,"Unit 835, Al Ghurair Centre - 8F - Al Muraqqabat - Deira - Dubai - United Arab Emirates",+971 55 791 6602,https://www.google.com/maps/search/?api=1&query=Anytime%20Dental&query_place_id=ChIJhY4SraRdXz4Rsum5BCPX6J0
uae-pilot-0417,Tally Prime Dubai - Hussain and Jujar Accounting Services,other,Dubai,https://tallysolution.ae/,tallysolution.ae,Software company,4.9,449,P114 Sheikha Maryam Building - Office 809 Floor 8th - Al Maktoum Rd - near Baniyas Metro Station - Deira - Dubai - United Arab Emirates,+971 50 466 4895,https://www.google.com/maps/search/?api=1&query=Tally%20Prime%20Dubai%20-%20Hussain%20and%20Jujar%20Accounting%20Services&query_place_id=ChIJwwlXU0hDXz4R6k-E3EsnuNs
uae-pilot-0175,Dr. Rohit Kumar,other,Dubai,https://www.rohitkumar.com/,rohitkumar.com,Surgeon,5.0,432,Port Rashid Road - Mankhool - Dubai - United Arab Emirates,+971 55 196 5678,https://www.google.com/maps/search/?api=1&query=Dr.%20Rohit%20Kumar&query_place_id=ChIJb78vKeBDXz4RlXc1yN5N1aA
uae-pilot-0159,DESCO Print & Studio - Dry Docks(Al mina),other,Dubai,https://descoonline.com/desco-printing-dry-docks,descoonline.com,Print shop,5.0,291,D in Seven Pearls Complex - 29) Block - 115 Al Mina St - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,+971 4 575 1039,https://www.google.com/maps/search/?api=1&query=DESCO%20Print%20%26%20Studio%20-%20Dry%20Docks(Al%20mina)&query_place_id=ChIJscDOPABDXz4RxgmFhe7KSkA
uae-pilot-0384,SBC Express Cargo LLC,g3_construction_accounting_logistics,Dubai,http://sbcexpresscargo.com/,sbcexpresscargo.com,Logistics service,4.7,856,67JG+Q4P - Al Bada' - Dubai - United Arab Emirates,+971 800 2755,https://www.google.com/maps/search/?api=1&query=SBC%20Express%20Cargo%20LLC&query_place_id=ChIJyTm_bxBDXz4RVOLTpjzBlmo
uae-pilot-0114,Best Express Cargo - Karama,g3_construction_accounting_logistics,Dubai,https://bestexpresscargo.com/,bestexpresscargo.com,Logistics service,4.6,363,"Nesto Hyper Market, Near ADCB Metro Station - Dubai - United Arab Emirates",+971 55 428 1500,https://www.google.com/maps/search/?api=1&query=Best%20Express%20Cargo%20-%20Karama&query_place_id=ChIJm5AeJZpDXz4RC88MTgmmBu0
uae-pilot-0234,Hastenway Shipping AL Karama,g3_construction_accounting_logistics,Dubai,http://www.hastenwayshipping.com/,hastenwayshipping.com,Logistics service,4.9,319,"Office Land Building - 2nd Floor, 203 - Block 3 8 47 A Street - Al Karama - Dubai - United Arab Emirates",+971 50 230 0979,https://www.google.com/maps/search/?api=1&query=Hastenway%20Shipping%20AL%20Karama&query_place_id=ChIJy0jWVNlCXz4REkcqPbJLp3A
uae-pilot-0062,AL TAJ CARGO - Dubai,g3_construction_accounting_logistics,Dubai,https://www.altajcargo.com/,altajcargo.com,Freight forwarding service,4.9,208,near Hot Fish Restaurant - Al Karama - Dubai - United Arab Emirates,+971 4 320 8494,https://www.google.com/maps/search/?api=1&query=AL%20TAJ%20CARGO%20-%20Dubai&query_place_id=ChIJG_gPSsBDXz4RMx5SBzs3Vvs
uae-pilot-0206,Fastlane Accounting and Tax Consultancy,g3_construction_accounting_logistics,Dubai,https://www.fastlanecareer.com/,fastlanecareer.com,Accounting firm,4.9,203,Bank of Baroda Building - Office Number 40 - 2nd Floor - Bur Dubai - Dubai - United Arab Emirates,+971 55 127 3479,https://www.google.com/maps/search/?api=1&query=Fastlane%20Accounting%20and%20Tax%20Consultancy&query_place_id=ChIJuUBGrC9DXz4R5j0pTCpBZtE
uae-pilot-0191,Emirates Logistics Head Office,g3_construction_accounting_logistics,Dubai,https://emirateslogistics.com/,emirateslogistics.com,Logistics service,4.2,198,New Sharaf Building - 2nd Floor - Khalid Bin Al Waleed Rd - next to Burjuman Metro Station - Umm Hurair 1 - Dubai - United Arab Emirates,+971 4 337 7177,https://www.google.com/maps/search/?api=1&query=Emirates%20Logistics%20Head%20Office&query_place_id=ChIJC-ju8ypDXz4Rih2XYd3eP4w
uae-pilot-0163,Design Infinity,g1_engineering_architecture_design,Dubai,http://www.design-infinity.com/,design-infinity.com,Interior designer,4.7,172,"Office No. 212, Hamsah Complex - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates",+971 4 379 5902,https://www.google.com/maps/search/?api=1&query=Design%20Infinity&query_place_id=ChIJF9kHrC5DXz4RbZ8979w3bKw
uae-pilot-0397,Slate Stone Interiors,g1_engineering_architecture_design,Dubai,http://slateinteriorsme.com/,slateinteriorsme.com,Interior designer,4.2,153,Dubai World Trade Centre - 1602 API World Tower - Sheikh Zayed Rd - Dubai - United Arab Emirates,+971 50 107 2503,https://www.google.com/maps/search/?api=1&query=Slate%20Stone%20Interiors&query_place_id=ChIJBWIjHlhDXz4RWg0IftvkYwY
uae-pilot-0090,Arif & Bintoak Building,g1_engineering_architecture_design,Dubai,http://www.artoak.com/,artoak.com,Architect,4.4,146,Zaa'beel St - Al Karama - Dubai - United Arab Emirates,+971 4 337 2888,https://www.google.com/maps/search/?api=1&query=Arif%20%26%20Bintoak%20Building&query_place_id=ChIJHfMB9dBCXz4RKhIdupAGmq4
uae-pilot-0203,Falcon Interior Decoration LLC,g1_engineering_architecture_design,Dubai,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,falconinterior.com,Interior designer,4.7,108,Al Diyafah Street - Al Jafiliya - Dubai - United Arab Emirates,+971 4 320 2020,https://www.google.com/maps/search/?api=1&query=Falcon%20Interior%20Decoration%20LLC&query_place_id=ChIJpceGKe9CXz4RfhRtLokLoSw
uae-pilot-0368,RECTANGLE INTERIORS “AWARD WINNING DESIGN STUDIO”,g1_engineering_architecture_design,Dubai,https://rectangleinterior.com/,rectangleinterior.com,Interior designer,4.4,105,"Sheraton grand hotel, Office tower - 36th level - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",+971 50 535 7999,https://www.google.com/maps/search/?api=1&query=RECTANGLE%20INTERIORS%20%E2%80%9CAWARD%20WINNING%20DESIGN%20STUDIO%E2%80%9D&query_place_id=ChIJq6qqqtFpXz4RX8z5QT1EhtQ
uae-pilot-0270,Killa Design,g1_engineering_architecture_design,Dubai,https://www.killadesign.com/,killadesign.com,Architecture firm,4.7,99,"Burj Al Salam tower - Killa Design - Floor 31, Office 3103 - 4 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",+971 4 355 4447,https://www.google.com/maps/search/?api=1&query=Killa%20Design&query_place_id=ChIJM3mITO9CXz4RA1IMe9Bkdw8
uae-pilot-0299,Medeor 24x7 Hospital,g4_retail_hospitality_healthcare,Abu Dhabi,https://medeor.ae/abu-dhabi/,medeor.ae,Hospital,4.6,15880,Al Falah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 800 55,https://www.google.com/maps/search/?api=1&query=Medeor%2024x7%20Hospital&query_place_id=ChIJPU8l8KdnXj4Rtus3_pV279w
uae-pilot-0327,NMC Specialty Hospital Abu Dhabi,g4_retail_hospitality_healthcare,Abu Dhabi,https://nmc.ae/en/locations/abu-dhabi/nmc-specialty-hospital-abu-dhabi,nmc.ae,General hospital;Medical Center;Hospital,3.9,4621,Area - Zayed The First St - near Sama Tower - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 800 662,https://www.google.com/maps/search/?api=1&query=NMC%20Specialty%20Hospital%20Abu%20Dhabi&query_place_id=ChIJIcpH0mBGXj4RhVl-aOver7c
uae-pilot-0236,Healthpoint,g4_retail_hospitality_healthcare,Abu Dhabi,http://www.healthpoint.ae/,healthpoint.ae,Hospital,4.1,2064,"Entrance Post Office Box 112308, Between Gate 1 and 6 - Al Qiyada Street Zayed Sports City - Abu Dhabi - United Arab Emirates",+971 800 77,https://www.google.com/maps/search/?api=1&query=Healthpoint&query_place_id=ChIJRYfK0hRCXj4RnyPyMx8BQjU
uae-pilot-0232,Harley Street Medical Centre,g4_retail_hospitality_healthcare,Abu Dhabi,https://www.hsmc.ae/?utm_source=directtraffic&utm_medium=googlereviews,hsmc.ae,Hospital,4.4,1880,F8F9+RCW - Villa No. A21 - Al Kasir - Al Marina - Abu Dhabi - United Arab Emirates,+971 2 613 3999,https://www.google.com/maps/search/?api=1&query=Harley%20Street%20Medical%20Centre&query_place_id=ChIJ97g8L7plXj4RozOolZh-ev8
uae-pilot-0221,Global Care Hospital,g4_retail_hospitality_healthcare,Abu Dhabi,https://gch.ae/,gch.ae,General hospital,4.7,885,Building 419 - West 14-1 - Al Manhal - W14 01 - Abu Dhabi - United Arab Emirates,+971 800 120,https://www.google.com/maps/search/?api=1&query=Global%20Care%20Hospital&query_place_id=ChIJn8hHRS1nXj4RocmIdPbAgq0
uae-pilot-0389,Seha Emirates Hospital,g4_retail_hospitality_healthcare,Abu Dhabi,http://www.sehaemirates.com/,sehaemirates.com,Hospital,4.7,817,Block# 37 - اللّديم - Abu Dhabi - United Arab Emirates,+971 2 443 8999,https://www.google.com/maps/search/?api=1&query=Seha%20Emirates%20Hospital&query_place_id=ChIJvS1BRi5mXj4RYrE9LjxqzW4
uae-pilot-0388,SEHA - Corniche Hospital,other,Abu Dhabi,https://corniche.seha.ae/,corniche.seha.ae,Maternity hospital,4.7,6997,Al Zahiyah - E12 - Abu Dhabi - United Arab Emirates,+971 800 50,https://www.google.com/maps/search/?api=1&query=SEHA%20-%20Corniche%20Hospital&query_place_id=ChIJDXrQPvVmXj4RPdkJrgHDw-A
uae-pilot-0413,Sundus Recruitment and Outsourcing Services,other,Abu Dhabi,https://www.sundusglobal.com/,sundusglobal.com,Recruiter,4.4,464,Prestige Tower 17 - 18th Floor - شارع ٧٩ - near Capital Mall - Mohamed Bin Zayed City - Abu Dhabi - United Arab Emirates,+971 2 672 9100,https://www.google.com/maps/search/?api=1&query=Sundus%20Recruitment%20and%20Outsourcing%20Services&query_place_id=ChIJlwBdcvVmXj4RKM7ThjX9yl4
uae-pilot-0455,Zayed Military Hospital,other,Abu Dhabi,https://www.zmh-elibrary.com/,zmh-elibrary.com,Military hospital,3.5,352,CCCJ+8GW - شارع الخَلِيج - Al Rawdah - W59 01 - Abu Dhabi - United Arab Emirates,+971 2 405 5000,https://www.google.com/maps/search/?api=1&query=Zayed%20Military%20Hospital&query_place_id=ChIJQZhXGN1AXj4RAhQpKv8gBSA
uae-pilot-0081,AMIT Care Services LLC | Al Meena,other,Abu Dhabi,https://www.amitcare.com/,amitcare.com,Marine supply store,4.4,281,Al Meena St - behind Capital Hotel - Tourist Club Area - E13 - Abu Dhabi - United Arab Emirates,+971 2 673 3456,https://www.google.com/maps/search/?api=1&query=AMIT%20Care%20Services%20LLC%20%7C%20Al%20Meena&query_place_id=ChIJE9rpae1mXj4RKKwYVCC32Bs
uae-pilot-0394,Sheikh Khalifa Medical City - Emergency Department,other,Abu Dhabi,https://skmc.seha.ae/,skmc.seha.ae,Urgent care center,3.3,254,Al Karamah St - Al Manhal - Al Tibbiya - Abu Dhabi - United Arab Emirates,+971 2 819 0000,https://www.google.com/maps/search/?api=1&query=Sheikh%20Khalifa%20Medical%20City%20-%20Emergency%20Department&query_place_id=ChIJ0U0VMBdmXj4RUJ4RkBF9jgo
uae-pilot-0241,"Homes r Us, Mina Center",other,Abu Dhabi,https://www.homesrus.ae/,homesrus.ae,Furniture store,3.9,135,Mina Center - near Port Zayed - Al Mina - Freezone - Abu Dhabi - United Arab Emirates,+971 2 671 7530,https://www.google.com/maps/search/?api=1&query=Homes%20r%20Us%2C%20Mina%20Center&query_place_id=ChIJ5WpfXepmXj4RsQX3waqwxfg
uae-pilot-0289,Manila Polyclinic,g4_retail_hospitality_healthcare,Dubai,https://manilapolyclinic.com/,manilapolyclinic.com,Medical Center,4.7,680,Shopping Center - Al Diyafah Street - Al Bada' - Dubai - United Arab Emirates,+971 58 552 9502,https://www.google.com/maps/search/?api=1&query=Manila%20Polyclinic&query_place_id=ChIJk2Egx2tDXz4R2k2Zx_FJBM0
uae-pilot-0358,Pristine Medical Center,g4_retail_hospitality_healthcare,Dubai,https://pristinemedical.ae/,pristinemedical.ae,Hospital,4.8,470,2nd December St - near Civil Defense - Al Hudaiba - Dubai - United Arab Emirates,+971 4 351 3033,https://www.google.com/maps/search/?api=1&query=Pristine%20Medical%20Center&query_place_id=ChIJRWrLRlJDXz4RsAUBhIorTUM
uae-pilot-0275,Laser Medical Center (LMC),g4_retail_hospitality_healthcare,Dubai,https://lmcdubai.ae/,lmcdubai.ae,Medical Center,4.8,362,2nd December St - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,+971 4 236 2332,https://www.google.com/maps/search/?api=1&query=Laser%20Medical%20Center%20(LMC)&query_place_id=ChIJ76LEzfZDXz4R6dVkJ9EGfY4
uae-pilot-0054,Al Moosa Clinics & Day Surgery Center (Since 1978) الموسى لجراحات اليوم الواحد,g4_retail_hospitality_healthcare,Dubai,https://almoosaclinics.com/,almoosaclinics.com,Medical Center,4.6,320,30B St - Jumeirah - Jumeira First - Dubai - United Arab Emirates,+971 4 345 2999,https://www.google.com/maps/search/?api=1&query=Al%20Moosa%20Clinics%20%26%20Day%20Surgery%20Center%20(Since%201978)%20%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%89%20%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA%20%D8%A7%D9%84%D9%8A%D9%88%D9%85%20%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF&query_place_id=ChIJF2lZjP9CXz4Rs3dyhfmB0t8
uae-pilot-0119,Bita poly clinic,g4_retail_hospitality_healthcare,Dubai,http://www.bitapolyclinic.com/,bitapolyclinic.com,Medical Center,4.8,207,port saeed - Dubai Real Estate Center - 4th floor - office 407 - Al Mina St - Dubai - United Arab Emirates,+971 58 298 2194,https://www.google.com/maps/search/?api=1&query=Bita%20poly%20clinic&query_place_id=ChIJoWtMhI1DXz4RmmlQErE4dWc
uae-pilot-0331,Noor Al Sama Medical Center Karama,g4_retail_hospitality_healthcare,Dubai,http://www.nasmcuae.com/,nasmcuae.com,Medical Center,4.8,206,37A St - Al Karama - Dubai - United Arab Emirates,+971 52 535 2084,https://www.google.com/maps/search/?api=1&query=Noor%20Al%20Sama%20Medical%20Center%20Karama&query_place_id=ChIJjyNgUhBDXz4RSh6ZOuvqezk
