internal_row_id,canonical_name,score,bucket,hard_reject_reason,city,sector_label,sector_score,domain_tier,domain_score,scale_score,reviews_count,rating,duplicate_adjustment,duplicate_reason,identity_penalty,identity_reason,enrichment_bonus,enrichment_note,website,normalized_domain,address,google_category,relevance_status,already_enriched,google_maps_url
uae-pilot-0352,Pivot Engineering & General Contracting Co,78,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,18,170,3.8,0,,0,,0,,https://www.pivot.ae/,pivot.ae,Al Quffal St - Al Bateen - W35 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Pivot%20Engineering%20%26%20General%20Contracting%20Co&query_place_id=ChIJvVV6FvzcDhQRnRNFQ38T5jA
uae-pilot-0257,International Knee & Joint Centre,77,high_priority_verification,,Abu Dhabi,Healthcare,22,ae_domain,25,20,589,4.6,0,,0,,0,,http://www.knee.ae/,knee.ae,Intersection with - Hazza Bin Zayed St - Sheikh Fatima Bint Mubarak St - opposite Burjeel Hospital - Abu Dhabi - United Arab Emirates,Hospital,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=International%20Knee%20%26%20Joint%20Centre&query_place_id=ChIJrcgCLjdmXj4RWrx2QKpHZUs
uae-pilot-0115,Beverly Hills Specialty Hospital,76,high_priority_verification,,Abu Dhabi,Healthcare,22,ae_domain,25,19,317,4.2,0,,0,,0,,http://bhsh.ae/,bhsh.ae,"Mohammed Bin Khalif Street 669, Al Mussala, Abu Dhabi, Abu Dhai، 35453 - 669 Mohammed Bin Khalifa St - Abu Dhabi - United Arab Emirates",Hospital,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Specialty%20Hospital&query_place_id=ChIJ8_3iZ4NoXj4Raf-BHjwXi7g
uae-pilot-0141,Civilco Civil Engineering & Contracting Company WLL,76,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,16,50,4.5,0,,0,,0,,http://www.civilco.ae/,civilco.ae,"411 - Sultan Bin Zayed the First St., Opp Madinat Zayed Shopping Centre Madinat Zayed Office Tower, First Floor - Abu Dhabi - United Arab Emirates",Contractor,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Civilco%20Civil%20Engineering%20%26%20Contracting%20Company%20WLL&query_place_id=ChIJAQAAAJVmXj4RndsyMxmtC-c
uae-pilot-0162,Design Hub Building Contracting LLC,76,high_priority_verification,,Dubai,Construction,25,ae_domain,25,11,42,5.0,5,corroborated_across_multiple_search_hits,0,,0,,https://design-hub.ae/,design-hub.ae,Villa 6 33rd St - Mankhool - Dubai - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Design%20Hub%20Building%20Contracting%20LLC&query_place_id=ChIJ-8HRXIlpXz4RV_lxCwn2-gs
uae-pilot-0341,OPD Architectural Consultant,76,high_priority_verification,,Dubai,Architecture,25,ae_domain,25,11,36,5.0,5,corroborated_across_multiple_search_hits,0,,0,,https://opd.ae/,opd.ae,Latifa Tower - 1606 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,Architectural designer;Architecture firm,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=OPD%20Architectural%20Consultant&query_place_id=ChIJRYKQSdNpXz4RmGt3SMN-odY
uae-pilot-0398,Smart Buildings Consultancy Engineering,76,high_priority_verification,,Abu Dhabi,Engineering,25,ae_domain,25,16,57,4.6,0,,0,,0,,https://www.sbc-uae.ae/,sbc-uae.ae,Jazeerat Das St - Mohamed Bin Zayed City - ME9 - Abu Dhabi - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Smart%20Buildings%20Consultancy%20Engineering&query_place_id=ChIJmfPl_bo4Xj4RaRHuaH2b7yI
uae-pilot-0047,Al Khawaja Engineering Consultants [KWEC],75,high_priority_verification,,Dubai,Engineering,25,ae_domain,25,15,80,4.3,0,,0,,0,,https://kwec.ae/,kwec.ae,NASA Building - Offices 210 & 201 - Al Maktoum Rd - Dubai - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Al%20Khawaja%20Engineering%20Consultants%20%5BKWEC%5D&query_place_id=ChIJNUO4mcxcXz4RkIFqB0V4_hU
uae-pilot-0064,Al Turath Engineering Consultant LLC,75,high_priority_verification,,Dubai,Engineering,25,ae_domain,25,15,91,4.4,0,,0,,0,,http://www.tec.ae/,tec.ae,Al Maya building - Al Mankhool Rd - Mankhool - Dubai - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Al%20Turath%20Engineering%20Consultant%20LLC&query_place_id=ChIJ6WpTyTpDXz4RnU2K9tknlO0
uae-pilot-0137,Chawla Architectural & Consulting Engineers,75,high_priority_verification,,Dubai,Architecture,25,ae_domain,25,15,68,4.4,0,,0,,0,,http://www.chawladxb.ae/,chawladxb.ae,"Al Hudaiba Street, Al Fardhan Building - Dubai - United Arab Emirates",Architecture firm,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Chawla%20Architectural%20%26%20Consulting%20Engineers&query_place_id=ChIJzcs9AvlCXz4RU3eIiqMTnd8
uae-pilot-0396,Silver Coast Construction & Boring LLC,75,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,15,82,4.4,0,,0,,0,,http://www.silvercoast.ae/,silvercoast.ae,Sheikh Rashid Bin Saeed Al Maktoum Street - Old Airport Road - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Silver%20Coast%20Construction%20%26%20Boring%20LLC&query_place_id=ChIJd2quwxRmXj4RIBsIZWXAjQs
uae-pilot-0203,Falcon Interior Decoration LLC,74,high_priority_verification,,Dubai,Interior Design (secondary),18,generic_domain,15,16,108,4.7,0,,0,,15,already_confirmed_official_domain_in_prior_pass,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,falconinterior.com,Al Diyafah Street - Al Jafiliya - Dubai - United Arab Emirates,Interior designer,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=Falcon%20Interior%20Decoration%20LLC&query_place_id=ChIJpceGKe9CXz4RfhRtLokLoSw
uae-pilot-0100,Assist Plus,73,high_priority_verification,,Abu Dhabi,Accounting/Audit,22,ae_domain,25,16,110,4.8,0,,0,,0,,https://www.assistplus.ae/,assistplus.ae,C26 - Khalifa Park - ʻAmmar Bin Yasir St - Al Muntazah - Zone 1 - Abu Dhabi - United Arab Emirates,Certified public accountant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Assist%20Plus&query_place_id=ChIJT0FT4M1pXj4RCsd8IxSAjQQ
uae-pilot-0156,Darji Accounting,73,high_priority_verification,,Dubai,Accounting/Audit,22,ae_domain,25,16,75,4.9,0,,0,,0,,http://www.darjiaccounting.ae/,darjiaccounting.ae,The Burjuman Business Tower - Office No. 1835 Level 18 - E11 - Mankhool - Dubai - United Arab Emirates,Accounting firm,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Darji%20Accounting&query_place_id=ChIJIXSqdSJDXz4Rgu6sxd5ia-4
uae-pilot-0184,Eclipse Clinic | GP | Aesthetics | Psychology | Obstetrics & Gynecology | General Medicine | Wellness,73,high_priority_verification,,Dubai,Healthcare,22,ae_domain,25,16,131,4.9,0,,0,,0,,https://eclipseclinic.ae/,eclipseclinic.ae,Jumeirah Garden City - Al Satwa - Dubai - United Arab Emirates,Hospital,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Eclipse%20Clinic%20%7C%20GP%20%7C%20Aesthetics%20%7C%20Psychology%20%7C%20Obstetrics%20%26%20Gynecology%20%7C%20General%20Medicine%20%7C%20Wellness&query_place_id=ChIJpbIHWstDXz4RElTexCe16wA
uae-pilot-0368,RECTANGLE INTERIORS “AWARD WINNING DESIGN STUDIO”,73,high_priority_verification,,Dubai,Interior Design (secondary),18,generic_domain,15,15,105,4.4,0,,0,,15,already_confirmed_official_domain_in_prior_pass,https://rectangleinterior.com/,rectangleinterior.com,"Sheraton grand hotel, Office tower - 36th level - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",Interior designer,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=RECTANGLE%20INTERIORS%20%E2%80%9CAWARD%20WINNING%20DESIGN%20STUDIO%E2%80%9D&query_place_id=ChIJq6qqqtFpXz4RX8z5QT1EhtQ
uae-pilot-0134,Central Hospital SEHA Disease Prevention & Screening Center,72,high_priority_verification,,Abu Dhabi,Healthcare,22,ae_domain,25,15,95,4.0,0,,0,,0,,http://www.seha.ae/,seha.ae,F999+HCH - Al Manhal - Al Tibbiya - Abu Dhabi - United Arab Emirates,Medical Center,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20SEHA%20Disease%20Prevention%20%26%20Screening%20Center&query_place_id=ChIJVV0pVj1mXj4R4Z5LhquT0DQ
uae-pilot-0009,AAMER Logistics L.L.C. Tasheel - Taw-jeeh / تسهيل - توجيه,72,high_priority_verification,,Abu Dhabi,Logistics (secondary),12,ae_domain,25,20,720,5.0,-10,branch_qualifier_in_name,0,,15,already_confirmed_official_domain_in_prior_pass,https://aamergroup.ae/,aamergroup.ae,HSBC Building - Sheikh Rashid Bin Saeed - 3rd Floor - Abu Dhabi - United Arab Emirates,Logistics service,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=AAMER%20Logistics%20L.L.C.%20Tasheel%20-%20Taw-jeeh%20%2F%20%D8%AA%D8%B3%D9%87%D9%8A%D9%84%20-%20%D8%AA%D9%88%D8%AC%D9%8A%D9%87&query_place_id=ChIJj6wSaBPm1qcR3EMzIryXRjk
uae-pilot-0389,Seha Emirates Hospital,72,high_priority_verification,,Abu Dhabi,Healthcare,22,generic_domain,15,20,817,4.7,0,,0,,5,prior_pass_technical_block_worth_retry,http://www.sehaemirates.com/,sehaemirates.com,Block# 37 - اللّديم - Abu Dhabi - United Arab Emirates,Hospital,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=Seha%20Emirates%20Hospital&query_place_id=ChIJvS1BRi5mXj4RYrE9LjxqzW4
uae-pilot-0388,SEHA - Corniche Hospital,72,high_priority_verification,,Abu Dhabi,Healthcare,22,ae_domain,25,20,6997,4.7,-10,branch_qualifier_in_name,0,,5,prior_pass_technical_block_worth_retry,https://corniche.seha.ae/,corniche.seha.ae,Al Zahiyah - E12 - Abu Dhabi - United Arab Emirates,Maternity hospital,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=SEHA%20-%20Corniche%20Hospital&query_place_id=ChIJDXrQPvVmXj4RPdkJrgHDw-A
uae-pilot-0119,Bita poly clinic,72,high_priority_verification,,Dubai,Healthcare,22,generic_domain,15,20,207,4.8,0,,0,,5,prior_pass_technical_block_worth_retry,http://www.bitapolyclinic.com/,bitapolyclinic.com,port saeed - Dubai Real Estate Center - 4th floor - office 407 - Al Mina St - Dubai - United Arab Emirates,Medical Center,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=Bita%20poly%20clinic&query_place_id=ChIJoWtMhI1DXz4RmmlQErE4dWc
uae-pilot-0011,ABACUS ENGINEERING CONSULTANCY,71,high_priority_verification,,Abu Dhabi,Engineering,25,ae_domain,25,11,16,4.6,0,,0,,0,,http://www.abacusarchitects.ae/,abacusarchitects.ae,Jumada Al Akhirah St - near Model Indian School - Mohamed Bin Zayed City - ME12 - Abu Dhabi - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=ABACUS%20ENGINEERING%20CONSULTANCY&query_place_id=ChIJmYQoH_lnXj4RpmHYow0_mls
uae-pilot-0157,Datum Engineering Consultants,71,high_priority_verification,,Dubai,Engineering,25,ae_domain,25,11,31,4.6,0,,0,,0,,http://www.datum.ae/,datum.ae,Al Garhoud The Business Center Bldg. Office 126 - Dubai - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Datum%20Engineering%20Consultants&query_place_id=ChIJeYHpth5dXz4RKW5Tne66_5A
uae-pilot-0170,Double Square Engineering Consultancy,71,high_priority_verification,,Abu Dhabi,Engineering,25,ae_domain,25,11,12,5.0,0,,0,,0,,http://www.doublesquare.ae/,doublesquare.ae,"OFFICE #M2, BLDG 347 - ME9 - Abu Dhabi - United Arab Emirates",Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Double%20Square%20Engineering%20Consultancy&query_place_id=ChIJuZ6fBVpHXj4RWq4_Xx4X_Ms
uae-pilot-0200,Ever Win Architectural Engineering Consultancy LLC,71,high_priority_verification,,Abu Dhabi,Engineering,25,ae_domain,25,11,12,4.5,0,,0,,0,,http://everwinec.ae/,everwinec.ae,Mohamed Bin Zayed City - ME10 - Abu Dhabi - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Ever%20Win%20Architectural%20Engineering%20Consultancy%20LLC&query_place_id=ChIJ_zqd-KY4Xj4RvrBS9eofxxU
uae-pilot-0231,HAOarchitects,71,high_priority_verification,,Dubai,Architecture,25,ae_domain,25,11,38,4.5,0,,0,,0,,http://www.hao.ae/,hao.ae,"301 / 302, Al Tayer Building - Al Mina St - Dubai - United Arab Emirates",Architecture firm,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=HAOarchitects&query_place_id=ChIJwZmIDBNDXz4RrM6N4grO4J4
uae-pilot-0235,HDR Architectural and Consulting Engineers L.L.C,71,high_priority_verification,,Dubai,Architecture,25,ae_domain,25,11,10,5.0,0,,0,,0,,http://www.hdr.ae/,hdr.ae,Highrise Building - 66 - Office 107 - 1st Floor 2nd December St - Al Bada' - Dubai - United Arab Emirates,Architectural designer,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=HDR%20Architectural%20and%20Consulting%20Engineers%20L.L.C&query_place_id=ChIJ9eVIBO1DXz4R9nc0XyTnLjg
uae-pilot-0314,Mwazinoon Engineering Consultancy LLC شركة موازنون للاستشارات الهندسية,71,high_priority_verification,,Abu Dhabi,Engineering,25,ae_domain,25,11,34,4.6,0,,0,,0,,http://www.mwazinoon.ae/,mwazinoon.ae,Mohamed Bin Zayed City - ME11 - Abu Dhabi - United Arab Emirates,Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Mwazinoon%20Engineering%20Consultancy%20LLC%20%D8%B4%D8%B1%D9%83%D8%A9%20%D9%85%D9%88%D8%A7%D8%B2%D9%86%D9%88%D9%86%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJtR-N6ro4Xj4R3L9G0PxpwTQ
uae-pilot-0315,Nakashi Lighting - Luxury Lighting Design & Consultancy,71,high_priority_verification,,Dubai,Engineering,25,ae_domain,25,11,20,4.9,0,,0,,0,,http://nakashi.ae/?utm_source=gmb&utm_medium=organic,nakashi.ae,Awards Building - Unit 115 - Block B Al Mina St - Al Hudaiba - Al Mina - Dubai - United Arab Emirates,Lighting consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Nakashi%20Lighting%20-%20Luxury%20Lighting%20Design%20%26%20Consultancy&query_place_id=ChIJF4u8aD9DXz4RPHWEoQ2t4iM
uae-pilot-0362,Qeyas Contracting L.L.C.,71,high_priority_verification,,Dubai,Construction,25,ae_domain,25,11,11,4.5,0,,0,,0,,http://www.qeyascontracting.ae/,qeyascontracting.ae,153 Al Mina St - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Qeyas%20Contracting%20L.L.C.&query_place_id=ChIJv2kGbQFDXz4ReS2z7nyiB2A
uae-pilot-0385,Scan Construction,71,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,11,14,4.9,0,,0,,0,,https://www.scanco.ae/,scanco.ae,F9R6+G83 - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Scan%20Construction&query_place_id=ChIJg6SOY2RmXj4RuOHuBjsmLOI
uae-pilot-0008,A&T Group Interiors,70,high_priority_verification,,Dubai,Construction,25,generic_domain,15,20,164,4.7,0,,0,,0,,https://www.atginteriors.com/,atginteriors.com,API World Tower - Sheikh Zayed Rd - Dubai - United Arab Emirates,Interior construction contractor,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=A%26T%20Group%20Interiors&query_place_id=ChIJi6xSCyZDXz4RNx1rEaIlqaE
uae-pilot-0027,Aims General Contracting Company,70,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,10,35,4.3,0,,0,,0,,http://www.aimsauh.ae/,aimsauh.ae,Ahmed Al Fahim Tower - Office 301 - Sheikh Rashid Bin Saeed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Aims%20General%20Contracting%20Company&query_place_id=ChIJ1esU6npmXj4RqRJx1VbUJBY
uae-pilot-0038,Al Diyar General Contracting Co LLC,70,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,10,30,4.1,0,,0,,0,,http://aldiygen.ae/,aldiygen.ae,Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Al%20Diyar%20General%20Contracting%20Co%20LLC&query_place_id=ChIJX1iz61tmXj4RVgjCLfAWBO4
uae-pilot-0148,Copri Construction Ent Establishment,70,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,10,42,4.0,0,,0,,0,,https://copri.ae/,copri.ae,Al Danah - E11 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Copri%20Construction%20Ent%20Establishment&query_place_id=ChIJEXmP0nNmXj4RxRo5ayorD9E
uae-pilot-0351,Pioneer Engineering Consultants,70,high_priority_verification,,Dubai,Engineering,25,ae_domain,25,10,30,4.2,0,,0,,0,,http://www.pecdubai.ae/,pecdubai.ae,"Office 212 A&B, Al Qaizi building, Salahuddin Street - near Fish Roundabout - Deira - Dubai - United Arab Emirates",Engineering consultant,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Pioneer%20Engineering%20Consultants&query_place_id=ChIJJxtkg7VcXz4RNzzRaPMYAR8
uae-pilot-0455,Zayed Military Hospital,70,high_priority_verification,,Abu Dhabi,Healthcare,22,generic_domain,15,18,352,3.5,0,,0,,5,prior_pass_technical_block_worth_retry,https://www.zmh-elibrary.com/,zmh-elibrary.com,CCCJ+8GW - شارع الخَلِيج - Al Rawdah - W59 01 - Abu Dhabi - United Arab Emirates,Military hospital,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=Zayed%20Military%20Hospital&query_place_id=ChIJQZhXGN1AXj4RAhQpKv8gBSA
uae-pilot-0394,Sheikh Khalifa Medical City - Emergency Department,70,high_priority_verification,,Abu Dhabi,Healthcare,22,ae_domain,25,18,254,3.3,-10,branch_qualifier_in_name,0,,5,prior_pass_technical_block_worth_retry,https://skmc.seha.ae/,skmc.seha.ae,Al Karamah St - Al Manhal - Al Tibbiya - Abu Dhabi - United Arab Emirates,Urgent care center,eligible_employer_enriched_but_unresolved,yes,https://www.google.com/maps/search/?api=1&query=Sheikh%20Khalifa%20Medical%20City%20-%20Emergency%20Department&query_place_id=ChIJ0U0VMBdmXj4RUJ4RkBF9jgo
uae-pilot-0013,Abu Dhabi Construction Company LLC (ADCC),69,high_priority_verification,,Abu Dhabi,Construction,25,ae_domain,25,9,24,3.9,0,,0,,0,,http://www.adcc.ae/,adcc.ae,F98F+M99 - New Airport Rd - Al Manhal - Zone 1 - Abu Dhabi - United Arab Emirates,Construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Abu%20Dhabi%20Construction%20Company%20LLC%20(ADCC)&query_place_id=ChIJwcfZQ4hoXj4RNLNIlNMH8gs
uae-pilot-0161,Design Club LLC,69,high_priority_verification,,Dubai,Interior Design (secondary),18,ae_domain,25,16,67,4.9,0,,0,,0,,https://designclub.ae/,designclub.ae,GF Showroom of Wilson Building at 56th Street - close to - 2nd December St - Dubai - United Arab Emirates,Interior designer,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Design%20Club%20LLC&query_place_id=ChIJAZ6YCOZCXz4RmnUu-ymPYBU
uae-pilot-0330,Noor Al Sahara General Contracting – Sole Proprietorship L.L.C.,69,high_priority_verification,,Abu Dhabi,Construction,25,generic_domain,15,19,154,4.4,0,,0,,0,,https://www.nooralsahara.com/,nooralsahara.com,Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Road construction company,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Noor%20Al%20Sahara%20General%20Contracting%20%E2%80%93%20Sole%20Proprietorship%20L.L.C.&query_place_id=ChIJTyPYPWw_Xj4RWGB7BE08kq4
uae-pilot-0018,Accountspro Accounting Tax Consultancy L. L. C - S. P. C,68,high_priority_verification,,Abu Dhabi,Accounting/Audit,22,ae_domain,25,11,42,5.0,0,,0,,0,,http://www.accountspro.ae/,accountspro.ae,50 Salem Bin Thuaylib Al Amri St - Mohamed Bin Zayed City - ME10 - Abu Dhabi - United Arab Emirates,Accounting firm,eligible_employer,no,https://www.google.com/maps/search/?api=1&query=Accountspro%20Accounting%20Tax%20Consultancy%20L.%20L.%20C%20-%20S.%20P.%20C&query_place_id=ChIJ48HzewA5Xj4RqcN5R9I4kmw
