internal_row_id,canonical_name,relevance_status,relevance_reason,google_category,mapped_industry_guess,mapped_company_type_guess,regions,categories,address,city,country_code,phone,google_maps_url,google_place_ids,google_rating,google_reviews_count,google_supplied_website,official_website_url,website_verification_status,website_evidence_url,website_notes,verification_date,careers_source_type,careers_page_url,ats_provider_detected,careers_evidence_url,careers_notes,linkedin_company_url,linkedin_status,linkedin_evidence_url,linkedin_identity_confidence,linkedin_notes,current_open_jobs_detected,source_confidence,automation_eligibility,review_status,enrichment_batch_status,researcher_notes
uae-pilot-0206,Fastlane Accounting and Tax Consultancy,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Accounting firm,construction accounting logistics,private,,Accounting firm,Bank of Baroda Building - Office Number 40 - 2nd Floor - Bur Dubai - Dubai - United Arab Emirates,Dubai,AE,+971 55 127 3479,https://www.google.com/maps/search/?api=1&query=Fastlane%20Accounting%20and%20Tax%20Consultancy&query_place_id=ChIJuUBGrC9DXz4R5j0pTCpBZtE,,4.9,203,https://www.fastlanecareer.com/,https://www.fastlanecareer.com/,confirmed_official,https://www.fastlanecareer.com/,"Real tax/accounting consultancy (Fastlane Career LLC), but despite the ""Career"" brand name, no dedicated careers/jobs page found - only a general inquiry form.",2026-09-07,none_found_general_contact_only,,none,https://www.fastlanecareer.com/,"Real tax/accounting consultancy (Fastlane Career LLC), but despite the ""Career"" brand name, no dedicated careers/jobs page found - only a general inquiry form.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,medium,unknown,needs_manual_review,enriched_2026-09-07,"Real tax/accounting consultancy (Fastlane Career LLC), but despite the ""Career"" brand name, no dedicated careers/jobs page found - only a general inquiry form."
uae-pilot-0191,Emirates Logistics Head Office,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Logistics service,construction accounting logistics,private,,Logistics service,New Sharaf Building - 2nd Floor - Khalid Bin Al Waleed Rd - next to Burjuman Metro Station - Umm Hurair 1 - Dubai - United Arab Emirates,Dubai,AE,+971 4 337 7177,https://www.google.com/maps/search/?api=1&query=Emirates%20Logistics%20Head%20Office&query_place_id=ChIJC-ju8ypDXz4Rih2XYd3eP4w,,4.2,198,https://emirateslogistics.com/,https://emirateslogistics.com/,blocked_technical,https://emirateslogistics.com/,emirateslogistics.com returned empty content on two independent fetch attempts (likely a JS-rendered page) - needs a manual browser check.,2026-09-07,not_confirmed_this_pass,,unknown,https://emirateslogistics.com/,emirateslogistics.com returned empty content on two independent fetch attempts (likely a JS-rendered page) - needs a manual browser check.,,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,medium,unknown,needs_manual_review,enriched_2026-09-07,emirateslogistics.com returned empty content on two independent fetch attempts (likely a JS-rendered page) - needs a manual browser check.
uae-pilot-0163,Design Infinity,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Interior designer,engineering architecture design,private,,Interior designer,"Office No. 212, Hamsah Complex - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates",Dubai,AE,+971 4 379 5902,https://www.google.com/maps/search/?api=1&query=Design%20Infinity&query_place_id=ChIJF9kHrC5DXz4RbZ8979w3bKw,,4.7,172,http://www.design-infinity.com/,http://www.design-infinity.com/,confirmed_official,http://www.design-infinity.com/,"Interior design/fit-out firm, founded 2012, 1500+ staff claimed, offices in BOTH Dubai and Abu Dhabi (DIP HQ + Abu Dhabi office) - dual-city coverage confirmed directly.",2026-09-07,dedicated_careers_page,https://design-infinity.com/careers/,unknown_not_itemized,https://design-infinity.com/careers/,"Interior design/fit-out firm, founded 2012, 1500+ staff claimed, offices in BOTH Dubai and Abu Dhabi (DIP HQ + Abu Dhabi office) - dual-city coverage confirmed directly.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,high,suitable_public_ats,new_verified,enriched_2026-09-07,"Interior design/fit-out firm, founded 2012, 1500+ staff claimed, offices in BOTH Dubai and Abu Dhabi (DIP HQ + Abu Dhabi office) - dual-city coverage confirmed directly."
uae-pilot-0397,Slate Stone Interiors,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Interior designer,engineering architecture design,private,,Interior designer,Dubai World Trade Centre - 1602 API World Tower - Sheikh Zayed Rd - Dubai - United Arab Emirates,Dubai,AE,+971 50 107 2503,https://www.google.com/maps/search/?api=1&query=Slate%20Stone%20Interiors&query_place_id=ChIJBWIjHlhDXz4RWg0IftvkYwY,,4.2,153,http://slateinteriorsme.com/,http://slateinteriorsme.com/,domain_redirects_to_unrelated_site,http://slateinteriorsme.com/,"slateinteriorsme.com 301-redirects to an entirely unrelated personal site (jonkinnally.com) - this business no longer controls its former domain, or the domain was reused. No official source available.",2026-09-07,not_applicable,,not_applicable,http://slateinteriorsme.com/,"slateinteriorsme.com 301-redirects to an entirely unrelated personal site (jonkinnally.com) - this business no longer controls its former domain, or the domain was reused. No official source available.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,not_applicable,medium,suitable_public_ats,no_official_source_found,enriched_2026-09-07,"slateinteriorsme.com 301-redirects to an entirely unrelated personal site (jonkinnally.com) - this business no longer controls its former domain, or the domain was reused. No official source available."
uae-pilot-0203,Falcon Interior Decoration LLC,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Interior designer,engineering architecture design,private,,Interior designer,Al Diyafah Street - Al Jafiliya - Dubai - United Arab Emirates,Dubai,AE,+971 4 320 2020,https://www.google.com/maps/search/?api=1&query=Falcon%20Interior%20Decoration%20LLC&query_place_id=ChIJpceGKe9CXz4RfhRtLokLoSw,,4.7,108,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,confirmed_official,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,"Real interior decoration company, Business Bay Dubai, but no careers page found - only general info@ email.",2026-09-07,none_found_general_contact_only,,none,https://www.falconinterior.com/?utm_source=gmb&utm_medium=Google+My+Business&utm_id=MyBusinessPage,"Real interior decoration company, Business Bay Dubai, but no careers page found - only general info@ email.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,medium,unknown,needs_manual_review,enriched_2026-09-07,"Real interior decoration company, Business Bay Dubai, but no careers page found - only general info@ email."
uae-pilot-0368,RECTANGLE INTERIORS “AWARD WINNING DESIGN STUDIO”,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Interior designer,engineering architecture design,private,,Interior designer,"Sheraton grand hotel, Office tower - 36th level - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",Dubai,AE,+971 50 535 7999,https://www.google.com/maps/search/?api=1&query=RECTANGLE%20INTERIORS%20%E2%80%9CAWARD%20WINNING%20DESIGN%20STUDIO%E2%80%9D&query_place_id=ChIJq6qqqtFpXz4RX8z5QT1EhtQ,,4.4,105,https://rectangleinterior.com/,https://rectangleinterior.com/,confirmed_official,https://rectangleinterior.com/,"Real interior design/fit-out studio est. 1999, 1500+ projects, 4.4* / 105 reviews, but no careers page found.",2026-09-07,none_found_general_contact_only,,none,https://rectangleinterior.com/,"Real interior design/fit-out studio est. 1999, 1500+ projects, 4.4* / 105 reviews, but no careers page found.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,medium,unknown,needs_manual_review,enriched_2026-09-07,"Real interior design/fit-out studio est. 1999, 1500+ projects, 4.4* / 105 reviews, but no careers page found."
uae-pilot-0270,Killa Design,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Architecture firm,engineering architecture design,private,,Architecture firm,"Burj Al Salam tower - Killa Design - Floor 31, Office 3103 - 4 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",Dubai,AE,+971 4 355 4447,https://www.google.com/maps/search/?api=1&query=Killa%20Design&query_place_id=ChIJM3mITO9CXz4RA1IMe9Bkdw8,,4.7,99,https://www.killadesign.com/,https://www.killadesign.com/,confirmed_official,https://www.killadesign.com/,"Award-winning Dubai architecture firm (Museum of the Future, Jumeirah Marsa Al Arab). Dedicated careers page confirmed in main nav.",2026-09-07,dedicated_careers_page,https://www.killadesign.com/careers/,unknown_not_itemized,https://www.killadesign.com/careers/,"Award-winning Dubai architecture firm (Museum of the Future, Jumeirah Marsa Al Arab). Dedicated careers page confirmed in main nav.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,high,suitable_public_ats,new_verified,enriched_2026-09-07,"Award-winning Dubai architecture firm (Museum of the Future, Jumeirah Marsa Al Arab). Dedicated careers page confirmed in main nav."
uae-pilot-0299,Medeor 24x7 Hospital,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Hospital,retail hospitality healthcare,private,,Hospital,Al Falah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Abu Dhabi,AE,+971 800 55,https://www.google.com/maps/search/?api=1&query=Medeor%2024x7%20Hospital&query_place_id=ChIJPU8l8KdnXj4Rtus3_pV279w,,4.6,15880,https://medeor.ae/abu-dhabi/,https://medeor.ae/abu-dhabi/,confirmed_official,https://medeor.ae/abu-dhabi/,"JCI-accredited multi-specialty hospital, Abu Dhabi location confirmed directly.",2026-09-07,dedicated_careers_page,https://medeor.ae/careers/,unknown_not_itemized,https://medeor.ae/careers/,"JCI-accredited multi-specialty hospital, Abu Dhabi location confirmed directly.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,high,suitable_public_ats,new_verified,enriched_2026-09-07,"JCI-accredited multi-specialty hospital, Abu Dhabi location confirmed directly."
uae-pilot-0327,NMC Specialty Hospital Abu Dhabi,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",General hospital;Medical Center;Hospital,retail hospitality healthcare,private,,General hospital;Medical Center;Hospital,Area - Zayed The First St - near Sama Tower - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,Abu Dhabi,AE,+971 800 662,https://www.google.com/maps/search/?api=1&query=NMC%20Specialty%20Hospital%20Abu%20Dhabi&query_place_id=ChIJIcpH0mBGXj4RhVl-aOver7c,,3.9,4621,https://nmc.ae/en/locations/abu-dhabi/nmc-specialty-hospital-abu-dhabi,https://nmc.ae/en/locations/abu-dhabi/nmc-specialty-hospital-abu-dhabi,confirmed_official,https://nmc.ae/en/locations/abu-dhabi/nmc-specialty-hospital-abu-dhabi,"NMC Specialty Hospital Abu Dhabi, part of NMC Healthcare (major UAE hospital group). Two distinct Oracle Cloud portals confirmed: a main careers site and a separate UAE-Nationals-specific site.",2026-09-07,confirmed_ats,https://eiby.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,Oracle Cloud HCM,https://eiby.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,"NMC Specialty Hospital Abu Dhabi, part of NMC Healthcare (major UAE hospital group). Two distinct Oracle Cloud portals confirmed: a main careers site and a separate UAE-Nationals-specific site.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown_portal_confirmed_not_itemized,high,suitable_public_ats,new_verified,enriched_2026-09-07,"NMC Specialty Hospital Abu Dhabi, part of NMC Healthcare (major UAE hospital group). Two distinct Oracle Cloud portals confirmed: a main careers site and a separate UAE-Nationals-specific site."
uae-pilot-0236,Healthpoint,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Hospital,retail hospitality healthcare,private,,Hospital,"Entrance Post Office Box 112308, Between Gate 1 and 6 - Al Qiyada Street Zayed Sports City - Abu Dhabi - United Arab Emirates",Abu Dhabi,AE,+971 800 77,https://www.google.com/maps/search/?api=1&query=Healthpoint&query_place_id=ChIJRYfK0hRCXj4RnyPyMx8BQjU,,4.1,2064,http://www.healthpoint.ae/,http://www.healthpoint.ae/,confirmed_official,http://www.healthpoint.ae/,"Multispecialty hospital, part of the M42 group (major Abu Dhabi health-tech conglomerate), MOHAP-licensed.",2026-09-07,dedicated_careers_page,https://healthpoint.ae/careers/,unknown_not_itemized,https://healthpoint.ae/careers/,"Multispecialty hospital, part of the M42 group (major Abu Dhabi health-tech conglomerate), MOHAP-licensed.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,high,suitable_public_ats,new_verified,enriched_2026-09-07,"Multispecialty hospital, part of the M42 group (major Abu Dhabi health-tech conglomerate), MOHAP-licensed."
uae-pilot-0232,Harley Street Medical Centre,eligible_employer,"Selected for full enrichment: plausible genuine employer in a UAE-baseline gap sector, ranked by Google review count/rating within its sector-cluster x city cell.",Hospital,retail hospitality healthcare,private,,Hospital,F8F9+RCW - Villa No. A21 - Al Kasir - Al Marina - Abu Dhabi - United Arab Emirates,Abu Dhabi,AE,+971 2 613 3999,https://www.google.com/maps/search/?api=1&query=Harley%20Street%20Medical%20Centre&query_place_id=ChIJ97g8L7plXj4RozOolZh-ev8,,4.4,1880,https://www.hsmc.ae/?utm_source=directtraffic&utm_medium=googlereviews,https://www.hsmc.ae/?utm_source=directtraffic&utm_medium=googlereviews,confirmed_official,https://www.hsmc.ae/?utm_source=directtraffic&utm_medium=googlereviews,"JCI-certified medical centre, MOH-licensed, Marina Village Abu Dhabi.",2026-09-07,dedicated_careers_page,https://www.hsmc.ae/careers/,unknown_not_itemized,https://www.hsmc.ae/careers/,"JCI-certified medical centre, MOH-licensed, Marina Village Abu Dhabi.",,not_verified,,not_applicable,Not researched this pass - LinkedIn is never scraped or used for verification per project policy.,unknown,high,suitable_public_ats,new_verified,enriched_2026-09-07,"JCI-certified medical centre, MOH-licensed, Marina Village Abu Dhabi."
