canonical_company_id,source_record_id,display_legal_name,official_domain,company_type,industry,company_size_category,kuwait_city_coverage,work_arrangement,official_careers_ats_url,active_recent_kuwait_hiring_evidence,duplicate_alias_relationship,cross_market_canonical_id_precedent,evidence_urls,evidence_strength,final_status,field_corrections,last_verified_at
cc-procapita-group,sr-kw-procapita-group,Procapita Group,https://www.pro-capita.com,private,HR Consulting,unknown,Kuwait City,onsite,https://www.pro-capita.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.pro-capita.com/,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-siemens-ag,sr-kw-siemens-ag,Siemens AG,https://www.siemens.com,multinational_subsidiary,Industrial / Technology,unknown,Kuwait City,onsite,https://jobs.siemens.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://jobs.siemens.com/en_US/externaljobs/JobDetail/482175;https://jobs.siemens.com/en_US/externaljobs/JobDetail/489790,medium,approve_unchanged,none,2026-09-13
cc-millennium-hotel-convention-centre-kuwait,sr-kw-millennium-hotel-convention-centre-kuwait,Millennium Hotel & Convention Centre Kuwait,https://www.millenniumhotels.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://millennium-hotel-convention-centre-kuwait.millenniumhotelscareers.com/jobs,yes -- see evidence_urls in staging file,none_found,n/a,https://millennium-hotel-convention-centre-kuwait.millenniumhotelscareers.com/jobs,high,approve_unchanged,none,2026-09-13
cc-palms-agro-production-company,sr-kw-palms-agro-production-company,Palms Agro Production Company,http://www.palms-kw.com,private,Agriculture,unknown,Al Rai,onsite,http://www.palms-kw.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,http://www.palms-kw.com,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-bfl-group,sr-kw-bfl-group,BFL Group,https://bflgroup.ae,multinational_subsidiary,Retail (Off-Price Fashion),unknown,Salmiya,onsite,https://bflgroup.ae/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.zawya.com/en/press-release/bfl-group-enters-the-kuwait-market-with-first-brands-for-less-branch-k5a18p4v,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-millennium-central-kuwait-downtown-hotel,sr-kw-millennium-central-kuwait-downtown-hotel,Millennium Central Kuwait Downtown Hotel,https://www.millenniumhotels.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://millennium-central-kuwait-downtown.millenniumhotelscareers.com/jobs,yes -- see evidence_urls in staging file,none_found,n/a,https://millennium-central-kuwait-downtown.millenniumhotelscareers.com/jobs,high,approve_unchanged,none,2026-09-13
cc-jw-marriott-kuwait-city,sr-kw-jw-marriott-kuwait-city,JW Marriott Kuwait City,https://careers.marriott.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,high,approve_unchanged,none,2026-09-13
cc-sv7-advisory,sr-kw-sv7-advisory,SV7 Advisory,https://sv-7.com,private,Holding / Advisory,unknown,Kuwait City,onsite,https://sv-7.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://sv-7.com/,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-taiba-hospital,sr-kw-taiba-hospital,Taiba Hospital,https://www.taibahospital.com,private,Healthcare,unknown,Mubarak Al-Kabeer,onsite,https://www.taibahospital.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.taibahospital.com/,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): The ""7 current openings"" claim relied on aggregator (GulfTalent/Neelim) summaries rather than a first-party fetch of the official domain's own careers content. Downgraded current_open_jobs_detected to unknown; careers_page_status kept at careers_page_found since the official domain itself is confirmed real and relevant.",2026-09-13
cc-sephora,sr-kw-sephora,Sephora,https://www.sephora.com,multinational_subsidiary,Retail / Beauty,unknown,Kuwait City,onsite,https://jobs.sephora.com/MiddleEast/job/Kuwait/846032755/,yes -- see evidence_urls in staging file,none_found,n/a,https://jobs.sephora.com/MiddleEast/job/Kuwait/846032755/,high,approve_unchanged,none,2026-09-13
cc-abyat,sr-kw-abyat,ABYAT,https://www.abyat.com/kw/en/,private,Retail / Home Improvement,unknown,Kuwait City,onsite,https://jobs.abyat.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://jobs.abyat.com/;https://www.abyat.com/kw/en/about,high,approve_unchanged,none,2026-09-13
cc-al-mashaan-general-trading-general-contracting-for-buildings,sr-kw-al-mashaan-general-trading-general-contracting-for-buildings,Al Mashaan General Trading & General Contracting for Buildings Co.,https://www.almgtc.com,private,Industrial Trading / Construction Materials,unknown,Al Rai,onsite,https://www.almgtc.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.almgtc.com/about-us,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-hitachi-energy-ltd,sr-kw-hitachi-energy-ltd,Hitachi Energy Ltd.,https://www.hitachienergy.com,multinational_subsidiary,Industrial / Power,unknown,unknown,onsite,https://careers.hitachi.com/search/jobs/in/country/kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.hitachi.com/search/jobs/in/country/kuwait,high,approve_unchanged,none,2026-09-13
cc-united-steel-industrial-co,sr-kw-united-steel-industrial-co,United Steel Industrial Co.,https://www.kwtsteel.com,private,Steel / Industrial Manufacturing,unknown,Kuwait City,onsite,https://www.kwtsteel.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.kwtsteel.com/about,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-four-seasons-hotel-kuwait-at-burj-alshaya,sr-kw-four-seasons-hotel-kuwait-at-burj-alshaya,Four Seasons Hotel Kuwait at Burj Alshaya,https://www.fourseasons.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://careers.fourseasons.com/us/en/search-results?keywords=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.fourseasons.com/us/en/search-results?keywords=Kuwait,medium,approve_unchanged,none,2026-09-13
cc-srvme,sr-kw-srvme,SRVME,https://www.srvme.com,private,Home Services Marketplace,unknown,Kuwait City,onsite,https://www.srvme.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.srvme.com,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-marriott-executive-apartments-kuwait-city,sr-kw-marriott-executive-apartments-kuwait-city,Marriott Executive Apartments Kuwait City,https://careers.marriott.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,high,approve_unchanged,none,2026-09-13
cc-australian-university-kuwait,sr-kw-australian-university-kuwait,Australian University Kuwait,https://www.au.edu.kw,university,Education,unknown,Kuwait City,onsite,https://careers.au.edu.kw/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://careers.au.edu.kw/;https://wuzzuf.net/jobs/p/0KwoakBwAVnZ-Assistant-Manager--Alumni-and-Career-Placement-The-Australian-University-AU-Kuwait-City-Kuwait,high,approve_unchanged,none,2026-09-13
cc-worley-limited,sr-kw-worley-limited,Worley Limited,https://www.worley.com,multinational_subsidiary,Engineering / EPC,unknown,Al Ahmadi,onsite,https://www.worley.com/en/about-us/where-we-operate/kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://www.worley.com/en/about-us/where-we-operate/kuwait,high,approve_unchanged,none,2026-09-13
cc-bureau-veritas-sa,sr-kw-bureau-veritas-sa,Bureau Veritas SA,https://group.bureauveritas.com,multinational_subsidiary,Testing / Inspection / Certification,unknown,Al Shuwaikh,onsite,https://careers.bureauveritas.com/,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.bureauveritas.com/,medium,approve_unchanged,none,2026-09-13
cc-ali-abdulwahab-al-mutawa-commercial-co,sr-kw-ali-abdulwahab-al-mutawa-commercial-co,Ali Abdulwahab Al Mutawa Commercial Co.,https://aaw.com,private,Retail / Distribution,unknown,Kuwait City,onsite,https://aaw.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://aaw.com/,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-diyar-united-company,sr-kw-diyar-united-company,Diyar United Company,https://www.diyarme.com,private,IT / Telecommunications Solutions,unknown,Kuwait City,onsite,https://www.diyarme.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.diyarme.com,high,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-slb-formerly-schlumberger,sr-kw-slb-formerly-schlumberger,SLB (formerly Schlumberger),https://www.slb.com,multinational_subsidiary,Oilfield Services,unknown,unknown,onsite,https://apply.slb.com/careers?location=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://apply.slb.com/careers?location=Kuwait&pid=563499718832380&domain=slb.com,high,approve_unchanged,none,2026-09-13
cc-oryx-holding-kuwait,sr-kw-oryx-holding-kuwait,Oryx Holding (Kuwait),https://www.oryxholding.com,private,Diversified Holding,unknown,Kuwait City,onsite,https://www.oryxholding.com,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.oryxholding.com/about-us/,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-radisson-hotel-group,sr-kw-radisson-hotel-group,Radisson Hotel Group,https://www.radissonhotels.com,multinational_subsidiary,Hospitality,unknown,Al Fintas,onsite,https://radissoncareers.com/jobs?location=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://radissoncareers.com/jobs?location=Kuwait,high,approve_unchanged,none,2026-09-13
cc-larsen-toubro-limited,sr-kw-larsen-toubro-limited,Larsen & Toubro Limited,https://www.larsentoubro.com,multinational_subsidiary,Engineering / Construction,unknown,Mirqab,onsite,https://www.larsentoubro.com/kuwait-construction/careers,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.larsentoubro.com/kuwait-construction/careers,high,approve_unchanged,none,2026-09-13
cc-nestle-sa,sr-kw-nestle-sa,Nestlé S.A.,https://www.nestle.com,multinational_subsidiary,FMCG,unknown,Kuwait City,onsite,https://www.nestle.com/jobs/search-jobs,yes -- see evidence_urls in staging file,none_found,n/a,https://www.nestle.com/jobs/search-jobs,high,approve_unchanged,none,2026-09-13
cc-commercial-bank-of-kuwait-al-tijari,sr-kw-commercial-bank-of-kuwait-al-tijari,Commercial Bank of Kuwait (Al-Tijari),https://altijaria.com,private,Banking,unknown,Kuwait City,onsite,https://altijaria.com/en/careers,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://altijaria.com/en/careers,high,approve_unchanged,none,2026-09-13
cc-leidos-holdings-inc,sr-kw-leidos-holdings-inc,"Leidos Holdings, Inc.",https://www.leidos.com,multinational_subsidiary,Government / Defense IT Services,unknown,Camp Arifjan,onsite,https://careers.leidos.com/search/jobs/in/country/kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.leidos.com/jobs/17404046-it-site-lead,high,approve_unchanged,none,2026-09-13
cc-fluor-corporation,sr-kw-fluor-corporation,Fluor Corporation,https://www.fluor.com,multinational_subsidiary,Engineering / Construction,unknown,unknown,onsite,https://www.fluor.com/careers,yes -- see evidence_urls in staging file,none_found,n/a,https://www.fluor.com/careers,high,approve_unchanged,none,2026-09-13
cc-kitchenpark,sr-kw-kitchenpark,KitchenPark,https://www.kitchenpark.com,private,Commercial Real Estate / Food Delivery Infrastructure,unknown,Kuwait City,onsite,https://www.kitchenpark.com/en/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.kitchenpark.com/en/locations/,medium,approve_unchanged,"PRIOR-PASS CORRECTION (already applied, verified consistent in current data): careers_page_status claimed careers_page_found but only the root company domain (== official_website_url) was actually confirmed -- no distinct careers subpage was independently verified. Corrected to an honest not_verified state per the schema-permitted fallback.",2026-09-13
cc-al-mulla-engineering,sr-kw-al-mulla-engineering,Al Mulla Engineering,https://almullaengineering.com,private,Engineering,unknown,Al Shuwaikh,onsite,https://almullaengineering.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://almullaengineering.com/careers/;https://careers.almullagroup.com/,high,approve_unchanged,none,2026-09-13
cc-residence-inn-by-marriott-kuwait-city,sr-kw-residence-inn-by-marriott-kuwait-city,Residence Inn by Marriott Kuwait City,https://careers.marriott.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,yes -- see evidence_urls in staging file,none_found,n/a,https://careers.marriott.com/jobs?filter%5Bcountry%5D%5B0%5D=Kuwait,high,approve_unchanged,none,2026-09-13
cc-grand-hyatt-kuwait,sr-kw-grand-hyatt-kuwait,Grand Hyatt Kuwait,https://www.hyatt.com,multinational_subsidiary,Hospitality,unknown,Kuwait City,onsite,https://careers.hyatt.com/en-us/careers/search,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://newsroom.hyatt.com/news-releases?item=124287,medium,approve_unchanged,none,2026-09-13
cc-penspen-ltd,sr-kw-penspen-ltd,Penspen Ltd.,https://www.penspen.com,private,Engineering / Oil & Gas Consultancy,unknown,unknown,onsite,https://careers.penspen.com/vacancies.html,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.penspen.com/regions/east-region/,medium,approve_unchanged,none,2026-09-13
cc-hyatt-regency-kuwait,sr-kw-hyatt-regency-kuwait,Hyatt Regency Kuwait,https://www.hyatt.com,multinational_subsidiary,Hospitality,unknown,Fahaheel,onsite,https://careers.hyatt.com/en-us/careers/search,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://newsroom.hyatt.com/news-releases?item=123781,medium,approve_unchanged,none,2026-09-13
cc-behbehani-motors-company,sr-kw-behbehani-motors-company,Behbehani Motors Company,https://www.behbehanimotors.com,private,Automotive,unknown,Kuwait City,onsite,https://www.behbehanimotors.com/index.php/Home/careers,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.behbehanimotors.com/index.php/Home/careers,medium,approve_unchanged,none,2026-09-13
cc-ali-alghanim-sons-automotive-company,sr-kw-ali-alghanim-sons-automotive-company,Ali Alghanim & Sons Automotive Company,https://alialghanimsons.com.kw,private,Automotive,unknown,Kuwait City,onsite,https://alialghanimsons.com.kw/career-apply,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://alialghanimsons.com.kw/career-apply,high,approve_unchanged,none,2026-09-13
cc-warba-insurance-reinsurance-company,sr-kw-warba-insurance-reinsurance-company,Warba Insurance & Reinsurance Company,https://www.warba.insure,private,Insurance,unknown,Kuwait City,onsite,https://www.warba.insure/warba-vacancies/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.warba.insure/warba-vacancies/,medium,approve_unchanged,none,2026-09-13
cc-keo-international-consultants,sr-kw-keo-international-consultants,KEO International Consultants,https://www.keo.com,private,Engineering / Architecture / Project Management,unknown,Kuwait City,onsite,https://careers.keo.com/jobs,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://careers.keo.com/jobs;https://careers-keo.icims.com/jobs/intro,high,approve_unchanged,none,2026-09-13
cc-al-ahli-bank-of-kuwait,sr-kw-al-ahli-bank-of-kuwait,Al Ahli Bank of Kuwait,https://abk.eahli.com,private,Banking,unknown,Kuwait City,onsite,https://careers.eahli.com/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://careers.eahli.com/,medium,approve_unchanged,none,2026-09-13
cc-boubyan-petrochemical-company,sr-kw-boubyan-petrochemical-company,Boubyan Petrochemical Company,https://www.boubyan.com,private,Petrochemicals,unknown,Kuwait City,onsite,https://boubyan.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://boubyan.com/careers/,medium,approve_unchanged,none,2026-09-13
cc-gulf-cables-and-electrical-industries-group-company,sr-kw-gulf-cables-and-electrical-industries-group-company,Gulf Cables and Electrical Industries Group Company,http://www.gulfcable.com,private,Industrial Manufacturing (Cables),unknown,Al Asimah (Safat),onsite,https://www.gulfcable.com/apply,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.gulfcable.com/apply,medium,approve_unchanged,none,2026-09-13
cc-kuwait-cement-company,sr-kw-kuwait-cement-company,Kuwait Cement Company,https://kuwaitcement.com,private,Cement / Construction Materials,unknown,Kuwait City,onsite,https://kuwaitcement.com/?lang=en,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://kuwaitcement.com/?lang=en,medium,approve_unchanged,none,2026-09-13
cc-ifa-hotels-and-resorts,sr-kw-ifa-hotels-and-resorts,IFA Hotels and Resorts,https://www.ifahotelsresorts.com,private,Hospitality / Real Estate,unknown,Kuwait City,onsite,https://www.ifahotelsresorts.com/en/join-us,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.ifahotelsresorts.com/en/join-us,medium,approve_unchanged,none,2026-09-13
cc-salhia-real-estate-company,sr-kw-salhia-real-estate-company,Salhia Real Estate Company,https://www.salhia.com,private,Real Estate,unknown,Kuwait City,onsite,https://www.salhia.com/career/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.salhia.com/career/,medium,approve_unchanged,none,2026-09-13
cc-acico-industries-company-ksc,sr-kw-acico-industries-company-ksc,ACICO Industries Company - K.S.C.,https://acicogroup.com,private,Industrial Manufacturing / Construction,unknown,Kuwait City,onsite,https://acicogroup.com/jobs/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://acicogroup.com/jobs/,medium,approve_unchanged,none,2026-09-13
cc-national-investments-company,sr-kw-national-investments-company,National Investments Company,https://www.nic.com.kw,private,Investment / Financial Services,unknown,Kuwait City,onsite,https://www.nic.com.kw/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.nic.com.kw/careers/,medium,approve_unchanged,none,2026-09-13
cc-al-ahleia-insurance-company-sakp,sr-kw-al-ahleia-insurance-company-sakp,Al-Ahleia Insurance Company S.A.K.P.,https://www.alahleia.com,private,Insurance,unknown,Sharq,onsite,https://www.alahleia.com/Vacancies.aspx,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.alahleia.com/Vacancies.aspx,medium,approve_unchanged,none,2026-09-13
cc-oula-fuel-marketing-company,sr-kw-oula-fuel-marketing-company,Oula Fuel Marketing Company,https://www.oula1.com,private,Fuel Retail / Petrol Stations,unknown,Kuwait City,onsite,https://oula1.com/oula/career.html,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://oula1.com/oula/career.html,medium,approve_unchanged,none,2026-09-13
cc-automated-systems-company,sr-kw-automated-systems-company,Automated Systems Company,http://www.asc-me.net,private,Information Technology,unknown,unknown,onsite,https://www.asc-me.net/Career.aspx,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.asc-me.net/Career.aspx,medium,approve_unchanged,none,2026-09-13
cc-heavy-engineering-industries-and-shipbuilding-company,sr-kw-heavy-engineering-industries-and-shipbuilding-company,Heavy Engineering Industries and Shipbuilding Company,https://www.heisco.com,private,Engineering / Shipbuilding / EPC,unknown,unknown,onsite,https://www.heisco.com/careers.html,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.heisco.com/careers.html,medium,approve_unchanged,none,2026-09-13
cc-kuwait-reinsurance-company,sr-kw-kuwait-reinsurance-company,Kuwait Reinsurance Company,https://kuwaitre.com,private,Reinsurance,unknown,unknown,onsite,https://kuwaitre.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://kuwaitre.com/careers/,medium,approve_unchanged,none,2026-09-13
cc-kuwait-insurance-company-sakp,sr-kw-kuwait-insurance-company-sakp,Kuwait Insurance Company S.A.K.P.,https://www.kic-kw.com,private,Insurance,unknown,unknown,onsite,https://www.kic-kw.com/english/careers,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.kic-kw.com/english/careers,medium,approve_unchanged,none,2026-09-13
cc-arkan-al-kuwait-real-estate-company,sr-kw-arkan-al-kuwait-real-estate-company,Arkan Al-Kuwait Real Estate Company,https://arkanalkuwait.com,private,Real Estate,unknown,Al Asimah (Safat),onsite,https://arkanalkuwait.com/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://arkanalkuwait.com/careers/,medium,approve_unchanged,none,2026-09-13
cc-united-projects-company-for-aviation-services,sr-kw-united-projects-company-for-aviation-services,United Projects Company For Aviation Services,https://www.upac.com.kw,private,Aviation Services / Facilities Management,unknown,unknown,onsite,https://www.upac.com.kw/careers/,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.upac.com.kw/careers/,medium,approve_unchanged,none,2026-09-13
cc-national-industries-company,sr-kw-national-industries-company,National Industries Company,https://www.nicbm.com,private,Building Materials Manufacturing,unknown,Al Shuwaikh,onsite,https://www.nicbm.com/en/application,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.nicbm.com/en/application,medium,approve_unchanged,none,2026-09-13
cc-aayan-real-estate-company,sr-kw-aayan-real-estate-company,A'ayan Real Estate Company,https://www.aayanre.com,private,Real Estate,unknown,unknown,onsite,https://www.aayanre.com/careers.php,not confirmed (careers channel confirmed; no specific live listing independently verified),none_found,n/a,https://www.aayanre.com/careers.php,medium,approve_unchanged,none,2026-09-13
