raw_input_name,corrected_name,official_domain,company_type_guess,industry_guess,target_city_guess,outcome,canonical_id_if_matched_or_proposed,careers_or_ats_url_or_email,evidence_urls,notes
Lucidya,Lucidya,"unknown (widely cited, not independently fetched)",startup,SaaS/AI Customer Intelligence,Riyadh,manual_review,proposed,unknown,https://www.bayt.com/en/saudi-arabia/jobs/lucidya-jobs/;https://wuzzuf.net/jobs/careers/Lucidya-Saudi-Arabia-44977,"Riyadh-HQ'd, Great Place to Work-certified SaaS company; official domain/careers URL not directly confirmed this pass."
iGate,iGate,igate.sa,private,IT/BPO,Riyadh,verified_stage_employer,proposed:cc-igate-sa,https://igate.sa/company/careers/,https://igate.sa/company/careers/,Official KSA careers page confirmed.
InnovationTeam,InnovationTeam,innovationteam.com,private,IT Consulting/Digital Transformation,Riyadh,verified_stage_employer,proposed:cc-innovationteam,https://www.innovationteam.com/careers,https://www.innovationteam.com/careers,"Live ""AI Team Lead"" Riyadh posting confirmed on official domain."
DataRobot,DataRobot,datarobot.com,multinational_subsidiary,AI/SaaS,Remote (Saudi-eligible),verified_stage_employer,proposed:cc-datarobot,https://datarobot.wd1.myworkdayjobs.com/DataRobot_External_Careers,https://www.datarobot.com/careers/open-positions/,"2 ""Remote Saudi Arabia"" roles confirmed on Workday ATS -- remote-eligible, not a physical KSA office."
Cohere,Cohere,cohere.com,startup/multinational_subsidiary,AI,Riyadh,verified_stage_employer,proposed:cc-cohere,https://cohere.com/careers,https://cohere.com/careers,"Live ""Country Manager - Saudi Arabia"" + ME Government Affairs Lead roles confirmed."
Infosys,Infosys,infosys.com,multinational_subsidiary,IT Services,Riyadh,verified_stage_employer,proposed:cc-infosys,https://digitalcareers.infosys.com/infosys/global-careers?location=Saudi+Arabia,https://digitalcareers.infosys.com/infosys/global-careers?location=Saudi+Arabia,Multiple live Riyadh listings confirmed on official careers portal.
TAWANTECH,TAWANTECH (Integrated Solutions Tawantech),tawantech.sa,private,Fintech/IT,Saudi Arabia,verified_stage_employer,proposed:cc-tawantech,https://apply.workable.com/tawantech/,https://www.tawantech.sa/about-us.html;https://apply.workable.com/tawantech/,26 open KSA roles on official Workable tenant.
Infinite PL,Infinite pl,unknown (Lever tenant: jobs.lever.co/infinitepl),employer_company,Logistics Tech (SPL/RAI Digital JV),Riyadh,verified_stage_employer,proposed:cc-infinite-pl,https://jobs.lever.co/infinitepl,https://jobs.lever.co/infinitepl/8ad7ff0d-22c5-4fa6-ae70-286b4526e21b,"Public-private JV (Saudi Post/SPL); live Riyadh Lever listings incl. ""2026 KSA Analyst Program."""
Alpaca,Alpaca (Alpaca Markets),alpaca.markets,multinational_subsidiary,Fintech/Brokerage Infrastructure,Riyadh (Saudi/GCC-focused),verified_stage_employer,proposed:cc-alpaca-ksa,https://job-boards.greenhouse.io/alpaca,https://job-boards.greenhouse.io/alpaca/jobs/5850031004,"Live ""Lead Product Manager - Saudi"" role citing CMA/Edaa/Tadawul on official Greenhouse tenant."
Innovaccer,Innovaccer,innovaccer.com,multinational_subsidiary,Healthcare Data/SaaS,Saudi Arabia,verified_stage_employer,proposed:cc-innovaccer,https://innovaccer.com/careers,https://innovaccer.com/careers;https://www.bayt.com/en/saudi-arabia/jobs/4261-data-engineer-74773518/,"Live Data Engineer role ""across the Kingdom"" via Innovaccer Analytics KSA entity."
ElevenLabs,ElevenLabs,elevenlabs.io,startup/multinational_subsidiary,AI Voice Tech,Saudi Arabia,verified_stage_employer,proposed:cc-elevenlabs,https://elevenlabs.io/careers/positions,https://elevenlabs.io/careers/b42a0f43-f5e9-4a9d-83d0-8b8bc2d669fa/general-manager-saudi-arabia,"Live ""General Manager - Saudi Arabia"" + Enterprise Solutions Engineer roles on official site."
NAPHORA Games Group,Naphora Games Group,naphora.com,startup,Mobile Gaming,Riyadh,verified_stage_employer,proposed:cc-naphora,https://www.naphora.com/careers,https://www.naphora.com/careers,Official Riyadh mobile-game studio careers page confirmed.
Jari Solutions,Jari Solutions,unknown,private,Fintech/Credit Risk (SME financing),Riyadh,manual_review,proposed,unknown,https://app.qureos.com/company/jariSolutions;https://wuzzuf.net/jobs/careers/jari-solutions-saudi-arabia-130140,"Riyadh HQ, SAMA-regulation-referencing roles; no official domain confirmed this pass."
UXBERT Labs,UXBERT Labs,uxbert.com,private,UX Design/Digital Innovation,Riyadh,verified_stage_employer,proposed:cc-uxbert-labs,https://uxbert.com/careers,https://uxbert.com/careers,14 open Riyadh roles on official domain.
Yokogawa,Yokogawa Middle East,yokogawa.com,multinational_subsidiary,Industrial Automation,Al Khobar (multi-city),verified_stage_employer,proposed:cc-yokogawa-sa,https://www.yokogawa.com/mea/about/careers/careers-at-yokogawa/,https://www.yokogawa.com/mea/about/careers/careers-at-yokogawa/,Cross-refs supplied email HRdepartmental@sa.yokogawa.com (see email audit fork).
MOZN,MOZN,mozn.ai,startup,AI/RegTech,Riyadh,verified_stage_employer,proposed:cc-mozn,https://www.mozn.ai/careers,https://www.mozn.ai/careers,13 open Riyadh roles confirmed on official domain (FOCAL/OSOS products).
webook.com,webook.com,webook.com,startup,Entertainment/Travel Super-app,Riyadh,manual_review,proposed,unknown,https://builtin.com/company/webook-com;https://www.glassdoor.sg/Jobs/webook-com-Jobs-E9503395.htm,Real 133-employee Riyadh company (65+ jobs per Glassdoor); no first-party webook.com/careers URL confirmed this pass.
INTECH Automation & Intelligence,INTECH Automation & Intelligence,intechww.com,multinational_subsidiary,Industrial Automation (Oil & Gas),Al Khobar,verified_stage_employer,proposed:cc-intech-aai,https://www.intechww.com/careers/,https://www.intechww.com/locations/presence-in-saudi-arabia/,"Dedicated ""Presence in Saudi Arabia"" page since 1996; live trainee/technician roles."
Saudi Air Navigation Services / SANS,Saudi Air Navigation Services (SANS),sans.com.sa,government_linked,Aviation/Air Traffic Control,Saudi Arabia (country-wide),verified_stage_employer,proposed:cc-sans,https://careers.sans.com.sa/,https://careers.sans.com.sa/,Oracle Cloud HCM ATS detected (fa-esti-saasfaprod1.fa.ocs.oraclecloud.com).
An Kanz,Kanz,ka.nz,startup,AI Recruitment/HR-tech Platform,Riyadh,manual_review,proposed,unknown,https://www.ka.nz/;https://grabjobs.co/saudi-arabia/companies/kanz-5827477/careers,"Likely OCR of ""Kanz"" (AI hiring-copilot platform, 300+ client companies); also a source_catalog candidate as a reusable recruitment platform -- dual role per Section 7. No first-party careers URL directly confirmed."
Fakeeh Care Group,Fakeeh Care Group,fakeeh.care,private,Healthcare,Riyadh; Jeddah,verified_stage_employer,proposed:cc-fakeeh-care-group,https://careers.fakeeh.care/,https://careers.fakeeh.care/dsfh-riyadh;https://careers.fakeeh.care/dsfh-jeddah,Cross-refs supplied email HR.DSFHR@fakeeh.care (see email audit fork).
Al Watania Information Systems / WiSys,Al Watania Information Systems (WiSys),wi-sys.com.sa,private,IT/SAP Consulting,Saudi Arabia,verified_stage_employer,proposed:cc-wisys,https://apply.workable.com/alwatania-information-systems/,https://wi-sys.com.sa/;https://apply.workable.com/alwatania-information-systems/,Official domain + Workable ATS both confirmed; est. 1999.
The Saudi National Bank / SNB,Saudi National Bank,alahli.com,already_present,Banking,Country-wide,already_present,cc-snb,https://www.alahli.com/en/pages/about-us/careers,n/a,Exact match to existing verified row in saudi-arabia.csv (row 8).
Datamatics Technologies,Datamatics Technologies,datamaticstechnologies.com,multinational_subsidiary,IT/BPO/Data Analytics,Riyadh,verified_stage_employer,proposed:cc-datamatics,https://datamaticstechnologies.applytojob.com/apply,https://datamaticstechnologies.com/career/,Live Riyadh Power BI Developer/Data Platform Lead roles confirmed.
Gathern,Gathern,gathern.co,startup,Hospitality Booking Platform,Riyadh,verified_stage_employer,proposed:cc-gathern,https://apply.workable.com/gathern/,https://gathern.co/en;https://apply.workable.com/gathern/,Ministry-of-Tourism-licensed P2P platform; official Workable ATS confirmed.
SoftServe,SoftServe,softserveinc.com,multinational_subsidiary,IT Consulting,unknown,insufficient_evidence,n/a,unknown,https://career.softserveinc.com/en-us/vacancies,Official careers portal explicitly lists offices in Ukraine/Poland/Bulgaria/etc. -- Saudi Arabia not among them; no KSA presence found.
Duru Compliance,"Duru Compliance (possibly related to ""Duru Cooperation"")",unknown,private,QA/QC Compliance Staffing (Aramco projects),Makkah; Riyadh,manual_review,proposed,unknown,https://wuzzuf.net/saudi/jobs/p/g/bpbu7hi3znzl-electrical-engineer-duru-compliance-makkah-saudi-arabia;https://durucooperation.com/,"Real recruiting activity for Aramco-project QA/QC roles; exact corporate identity vs. ""Duru Cooperation"" (India-facing overseas recruitment agency) unresolved -- possible source_catalog angle too."
SiFi,SiFi (Simplified Financial Solutions Company),sifi.app,startup,Fintech (Spend Management),Riyadh,verified_stage_employer,proposed:cc-sifi,https://sifi.breezy.hr,https://www.sifi.app/en/,$10M seed (Sanabil/RAED); official careers ATS confirmed.
Lenovo,Lenovo,lenovo.com,multinational_subsidiary,Technology/Hardware,Riyadh,verified_stage_employer,proposed:cc-lenovo-sa,https://jobs.lenovo.com/,https://jobs.lenovo.com/en_US/careers/JobDetail/Service-Delivery-Lead-for-KSA/68629,New regional HQ in Riyadh (Alat JV) + 15 live openings confirmed.
Capgemini Engineering,Capgemini,capgemini.com,multinational_subsidiary,Engineering/IT Consulting,Riyadh; Al Khobar,verified_stage_employer,proposed:cc-capgemini-sa,https://www.capgemini.com/sa-en/jobs/,https://www.capgemini.com/sa-en/jobs/,19 KSA-specific engineering roles referenced on official domain.
KAUST,KAUST,kaust.edu.sa,university,Education / Research,Thuwal,already_present,cc-kaust,https://careers.kaust.edu.sa/,https://careers.kaust.edu.sa/,Exact match to existing verified row in saudi-arabia.csv (row 36).
Wonderful,unresolved (The Wonderful Company US has no confirmed KSA presence),unknown,unknown,unknown,unknown,insufficient_evidence,n/a,unknown,unknown,"No distinct Saudi ""Wonderful"" startup/employer could be confidently identified."
Air Arabia,Air Arabia,airarabiagroupcareers.com,multinational_subsidiary,Airlines,"Saudi Arabia (new entrant, city TBD)",manual_review,proposed,https://www.airarabiagroupcareers.com/gb/en,https://en.wikipedia.org/wiki/Air_Arabia,"Search indicates recent/upcoming Saudi domestic operations, but no KSA-specific job posting or dedicated careers subpage confirmed this pass -- needs human check."
Albaap,Albaap (facilities management proptech),unknown,private,Facilities Management,Saudi Arabia,manual_review,proposed,unknown,https://www.linkedin.com/company/albaapsa,Real app-based FM startup per LinkedIn; no confirmed official website/careers URL this pass.
Devsinc,Devsinc,devsinc.com,multinational_subsidiary,Software Development,Riyadh,verified_stage_employer,proposed:cc-devsinc-sa,https://devsinc.com/career/,https://devsinc.com/career/;https://devsinc.ats.maplehr.io/public/jobs,"Live Riyadh roles (Sr. Laravel Developer, NLP Engineer) on official ATS."
BCG Platinion / Boston Consulting Group,BCG Platinion (Boston Consulting Group),bcg.com,multinational_subsidiary,Technology/Management Consulting,Riyadh,verified_stage_employer,proposed:cc-bcg-platinion-sa,https://careers.bcg.com/,https://careers.bcg.com/global/en/job/56326/AI-Tech-Consultant-Enterprise-Solutions-Riyadh-BCG-Platinion,10 live Riyadh listings confirmed; kept as its own row per existing registry precedent for branded regional consulting divisions (cf. KPMG/EY).
Apparel Group,Apparel Group,apparelgroup.com,multinational_subsidiary,Retail/Fashion,Saudi Arabia (country-wide),verified_stage_employer,proposed:cc-apparel-group-sa,https://www.apparelgroup.com/en/careers/,https://www.apparelgroup.com/en/careers/,186 jobs across KSA announced on official careers site.
THE-TEAM,"unresolved (multiple distinct candidates: Team360, Team Saudi, Ever Team Arabia)",unknown,unknown,unknown,unknown,insufficient_evidence,n/a,unknown,unknown,Could not confidently match to one specific real entity.
700apps,700apps,unknown,private,Business Process Automation/IT,Riyadh,manual_review,proposed,unknown,https://www.linkedin.com/company/700apps;https://wuzzuf.net/jobs/careers/700Apps-Saudi%20Arabia-98469,Real 128-employee Riyadh company since 2012; official root domain not confirmed this pass.
BMC Helix,BMC Helix (BMC Software),bmc.com,multinational_subsidiary,Enterprise ITSM Software,Riyadh,verified_stage_employer,proposed:cc-bmc-helix-sa,https://jobs.bmc.com/,https://jobs.bmc.com/Careers/JobDetail/Project-Architect-Consulting-Services-Saudi-Arabia/46406;https://www.bmc.com/newsroom/releases/saudi-arabia-to-offer-bmc-helix-itsm-as-service-in-local-platform.html,Live Riyadh role + KSA-specific product/localization news.
Ma'aden,Saudi Arabian Mining Company,maaden.com.sa,public_listed,Mining / Manufacturing,Riyadh,already_present,cc-maaden,not_found,https://en.wikipedia.org/wiki/Maaden_(company),"Exact match (apostrophe-normalized) to existing row in saudi-arabia.csv (row 20, needs_manual_review status)."
Al WEDAD Charity,Al Wedad Charity Foundation,unknown,nonprofit_ngo,Social Services/Orphan Care,Jeddah,manual_review,proposed,unknown,https://ngobase.org/profile/23307,Real registered Jeddah charity with an active recruitment posting; no official domain confirmed this pass.
Sarj.ai,Sarj.ai,"sarj.ai (inferred, not independently fetched)",startup,AI/Contact-Center Tech,Riyadh,manual_review,proposed,unknown,https://www.linkedin.com/jobs/view/4402905863/;https://www.naukrigulf.com/ai-research-engineer-jobs-in-saudi-arabia-in-sarj-ai-2-to-6-years-n-cd-40005227-jid-130526500481,"Riyadh HQ, founded 2023, multiple live roles across aggregators -- first-party domain not directly fetched this pass."
Mirai,"Mirai (Mirai Arabian International Company Limited / Scopely, Savvy Games Group)",unknown (ATS: apply.workable.com/playmirai/),multinational_subsidiary,Gaming,Riyadh,verified_stage_employer,proposed:cc-mirai-games,https://apply.workable.com/playmirai/,https://apply.workable.com/playmirai/,PIF-backed Savvy Games Group/Scopely studio; multiple live Riyadh roles on official ATS.
Systems Arabia,unresolved,unknown,unknown,unknown,unknown,insufficient_evidence,n/a,unknown,https://www.linkedin.com/company/systems-arabia,"LinkedIn page exists but no distinguishable official domain from similarly-named ICT firms (Arabic Computer Systems, ChipWorks Arabia)."
EjadTech,EjadTech,ejadtech.com.sa (inferred),private,IT Services/Digital Transformation,Riyadh,manual_review,proposed,unknown,https://theorg.com/org/ejadtech;https://www.linkedin.com/company/ejadtechsa,Real Riyadh company (leadership/org confirmed via TheOrg); careers URL not directly confirmed.
Amazon Web Services / Amazon,Amazon (incl. AWS),amazon.jobs,multinational_subsidiary,Cloud/E-commerce/Tech,Riyadh; Jeddah,verified_stage_employer,proposed:cc-amazon-sa,https://www.amazon.jobs/,https://www.bayt.com/en/saudi-arabia/jobs/amazon-jobs/,"Multiple live KSA roles (ICQA Researcher, KSA Commercial Leader, AWS MENAT Enterprise Account Manager, Data Center Security Manager). NOT a duplicate of cc-amazon-uae -- different target_country."
Why Hiring,unresolved/no matching entity found,unknown,unknown,unknown,unknown,rejected,n/a,unknown,unknown,"No company or platform named ""Why Hiring"" could be identified; search returned only generic Saudi-recruitment guidance content."
CoorB,CoorB,coorb.io,startup,Digital Banking Technology,Riyadh,verified_stage_employer,proposed:cc-coorb-sa,https://coorb.io/careers,https://coorb.io/careers,"Live Riyadh roles (Solution Enterprise Architect, Senior Business Analyst) confirmed; also operates in Egypt/UAE."
Sulava MEA,Sulava MEA,sulavamea.com,professional_services_firm,Microsoft AI/Copilot Consulting,Riyadh (hybrid),verified_stage_employer,proposed:cc-sulava-mea,https://careers.sulavamea.com/,https://careers.sulavamea.com/jobs,2025 Global Copilot Partner of the Year; live hybrid Riyadh roles confirmed.
Jeddah Airports,Jeddah Airports Company,jeddahairports.sa,government_linked,Aviation/Airport Operations,Jeddah,verified_stage_employer,proposed:cc-jeddah-airports,https://career.jeddahairports.sa/,https://career.jeddahairports.sa/,Dedicated official careers portal confirmed.
Kafaa Capital,"Kafaa Capital (distinct from separate consultancy ""Kafaa""/kafaa.sa)",kafaacapital.com,startup,Consumer/SME Financing (CMA-licensed),Saudi Arabia,manual_review,proposed,unknown,https://kafaacapital.com/en/,"CMA-licensed real fintech confirmed, but no dedicated careers/ATS URL for this entity specifically confirmed."
NCR Atleos,NCR Atleos,ncratleos.com,multinational_subsidiary,Financial/ATM Technology,Riyadh; Jeddah,verified_stage_employer,proposed:cc-ncr-atleos-sa,https://ncratleos.wd1.myworkdayjobs.com/ext_non_usalteos,https://www.ncratleos.com/careers,"Live KSA roles (Finance Analyst Riyadh, Professional Services Jeddah) on official Workday ATS."
Star,unresolved (too generic),unknown,unknown,unknown,unknown,insufficient_evidence,n/a,unknown,unknown,"No specific identifiable company confirmed; only an unrelated ""Star Technologies"" LinkedIn stub found."
Ninja,Ninja,ananinja.com,startup,Quick-commerce/Logistics,Riyadh,verified_stage_employer,proposed:cc-ninja-sa,https://ananinja.com,https://buildsaudi.co/company/ninja;https://www.bayt.com/en/company/ninja-2229199/,"Saudi unicorn quick-commerce/logistics startup, founded 2022; multiple live roles corroborated."
Deloitte,Deloitte & Touche (M.E.),deloitte.com,multinational_subsidiary,Professional Services / Consulting,Riyadh,already_present,cc-deloitte,https://www.deloitte.com/middle-east/en/careers.html,https://www.deloitte.com/middle-east/en/careers.html,Exact match to existing verified row in saudi-arabia.csv (row 26).
1Pass,1Pass (gym-subscription app -- NOT a digital-identity company),unknown,startup,Fitness/Wellness SaaS,Jeddah,manual_review,proposed,unknown,https://tracxn.com/d/companies/1pass/,Important disambiguation: unrelated to Nafath/digital-identity; no confirmed careers URL this pass.
Bupa Arabia,Bupa Arabia,bupa.com.sa,multinational_subsidiary,Health Insurance,Jeddah; Riyadh; Al Khobar,verified_stage_employer,proposed:cc-bupa-arabia,https://careers.bupa.com.sa/,https://careers.bupa.com.sa/,Official multi-city careers portal confirmed.
Imploy,Imploy,imploy.co,startup,HR-tech/Hiring Platform,Saudi Arabia/MENA,manual_review,proposed,unknown,https://imploy.co/,"Appears mainly as a third-party hiring platform referenced in other companies' job posts, not confirmed as a direct employer itself this pass."
Wipro,Wipro,wipro.com,multinational_subsidiary,IT Services,Riyadh,verified_stage_employer,proposed:cc-wipro-sa,https://careers.wipro.com/global-middleeast,https://careers.wipro.com/global-middleeast/jobs/3104158,215 live Riyadh listings per Glassdoor cross-check.
Nahdi Medical Company,Nahdi Medical Company,nahdi.com.sa (inferred),public_listed,Retail Pharmacy,Riyadh; Jeddah (multi-city),verified_stage_employer,proposed:cc-nahdi-medical,https://nahdi.mihnati.com/register.php,https://en.wazaefsaudi.com/2026/05/nahdi.html,Largest MENA pharmacy chain (300+ outlets); official-domain careers URL not independently fetched this pass.
HungerStation,HungerStation LLC,hungerstation.com,multinational_subsidiary,Food Delivery,Country-wide,already_present,cc-hungerstation,not_found,https://www.hungerstation.com,"Exact match to existing row in saudi-arabia.csv (row 21, no_official_source_found status)."
Alnafitha IT,Alnafitha IT,alnafitha.com (inferred),private,IT Services,Riyadh (+Eastern Province),verified_stage_employer,proposed:cc-alnafitha-it,https://alnafitha.zohorecruit.com/jobs/Careers/586853000027348176/,https://alnafitha.zohorecruit.com/jobs/Careers/586853000027348176/Technical-Consulting-Professional---M365,100% Saudi-owned since 1993; live Riyadh M365 role on official ATS.
Perfect Vision,Perfect Vision (Perfect Vision Factory KSA),perfectvisionksa.com,startup,IoT/AI Manufacturing,Dammam,verified_stage_employer,proposed:cc-perfect-vision,https://www.perfectvisionksa.com/jobs,https://www.perfectvisionksa.com/jobs,Official careers page confirmed; disability-inclusive hiring statement noted.
"Zakat, Tax and Customs Authority","Zakat, Tax and Customs Authority (ZATCA)",zatca.gov.sa,government_linked,Government/Tax & Customs Authority,Riyadh,verified_stage_employer,proposed:cc-zatca,https://careers.zatca.gov.sa/,https://careers.zatca.gov.sa/,Official government careers portal + Ameen graduate program confirmed.
SoftwareOne,SoftwareOne,softwareone.com,multinational_subsidiary,IT/Software Licensing,unknown,insufficient_evidence,n/a,https://www.softwareone.com/en/careers,https://www.softwareone.com/en/careers,Global careers portal confirmed but no Saudi-specific office/listing found this pass.
atmaal,Atmaal,atmaal.sa,private (Al Rajhi Group subsidiary),BPO/Financial Operations,Saudi Arabia (country-wide),verified_stage_employer,proposed:cc-atmaal,https://careers.atmaal.sa/,https://careers.atmaal.sa/,"~1,900 employees, 99.5% KSA-based; official careers portal confirmed."
Avensys Consulting,Avensys Consulting,aven-sys.com,staffing_agency,IT recruitment,Riyadh,source_catalog_candidate,src-sa-avensys(proposed),aven-sys.com/careers/,https://aven-sys.com/recruitment-agency-in-saudi-arabia/;https://aven-sys.com/careers/,"Singapore-HQ IT staffing/recruitment agency; self-describes as ""leading Recruitment Agency in Riyadh"" -- client vacancies, not a direct employer for registry purposes."
KUN Sports,KUN Sports,kunsports.com,private,Fitness/Health Clubs,Jeddah,verified_stage_employer,cc-kun-sports(proposed),https://kunsports.com/careers-1,https://kunsports.com/careers-1;https://www.kunsports.com/about,"Kingdom's fastest-growing fitness holding company (B-IT Fitness brand), HQ Jeddah, own careers portal confirmed."
Definex,DefineX,definexconsulting.applytojob.com (domain root unclear: definex.com vs definexconsulting.com),professional_services_firm,Management/technology consulting,Riyadh (unconfirmed),manual_review,--,definexconsulting.applytojob.com/apply,https://builtin.com/company/definex;https://www.consultancy-me.com/firms/definex,"Real global consultancy operating ""across multiple regions including Saudi Arabia"" per secondary source, but official domain and a Saudi-specific office/careers page were not independently confirmed this pass."
neoleap,neoleap,neoleap.com.sa,startup,Fintech (payments),Riyadh,verified_stage_employer,cc-neoleap(proposed),"not located this pass -- official domain confirmed, careers subpage not directly fetched",https://www.neoleap.com.sa/en;https://www.alrajhibank.com.sa/ir24/business_in_perspective/subsidiaries/neoleap.html,"SAMA-licensed Al Rajhi Bank fintech subsidiary, ~605 employees; strong identity evidence but careers URL not confirmed this pass -- needs a manual browser visit to neoleap.com.sa for the exact careers path before promotion."
SJ Group,SJ Group (Surbana Jurong),sjgroup.com,multinational_subsidiary,Urban planning/infrastructure consulting,Jeddah,verified_stage_employer,cc-sj-group(proposed),https://www.sjgroup.com/careers/,https://www.sjgroup.com/careers/;https://www.founditgulf.com/job/architect-sj-group-saudi-arabia-50721740,"Singapore-HQ engineering/urban consultancy; confirmed live Jeddah/Riyadh postings (Architect, Mechanical Engineer, Compensation Specialist) via third-party mirrors plus official careers portal."
Master Works,unresolved -- no confirmable real entity identified,unknown,unknown,unknown,unknown,insufficient_evidence,n/a,unknown,unknown,"Session WebSearch budget was exhausted (200/200) by the time this lead was reached (it was inadvertently skipped by the batch2 research pass); a follow-up WebFetch against Bing returned only unrelated Dutch ""Master's degree"" education results, and a direct Bayt.com search-results fetch returned HTTP 403. No confident real-company match found under this exact name -- flagged as a genuine evidence gap for a future pass with search budget available, not guessed."
SIHAMCO,SIHAMCO (Siham International Trading Company),sihamco.com,private,Hospitality/Entertainment/F&B,Jeddah,verified_stage_employer,cc-sihamco(proposed),https://sihamco.com/career/;https://apply.workable.com/sihamco/,https://sihamco.com/career/;https://apply.workable.com/sihamco/,"25+ homegrown hospitality/entertainment brands, own domain + Workable board confirmed."
Azeus Systems,Azeus Systems Limited,azeus.com,multinational_subsidiary,Enterprise software (board management -- Azeus Convene),Riyadh,verified_stage_employer,cc-azeus-systems(proposed),https://www.azeus.com/careers/career-opportunities/sa/,https://www.azeus.com/careers/career-opportunities/sa/;https://www.founditgulf.com/job/business-development-esg-ksa-azeus-systems-limited-saudi-arabia-44790315,Dedicated Saudi-specific careers subpage on official domain -- strong evidence.
Red Sea Global,Red Sea Global,redseaglobal.com,government_linked,Real Estate / Tourism / Giga-project,Umluj (Tabuk); Riyadh,already_present,cc-red-sea-global,https://www.redseaglobal.com/en/careers/,https://www.redseaglobal.com/en/careers/,"Exact match to existing row in saudi-arabia.csv (row 30, needs_manual_review status)."
Aloula Aviation,Aloula Aviation,mukamalah.com (domain mismatch -- see notes),government_linked,Airlines/Aviation,Dammam,verified_stage_employer,cc-aloula-aviation(proposed),https://www.mukamalah.com/en/career; careers@aloula.com,https://www.mukamalah.com/en/career;https://saudipedia.com/en/aloula-aviation,"First Saudi airline (est. 1934 as Saudi Aramco Aviation, rebranded Aloula Aviation Aug 2024); official web presence currently under legacy ""mukamalah.com"" domain rather than an ""aloula.com"" domain -- flag domain-transition risk for a human to confirm before ingestion."
The Flex,The Flex,domain not confirmed this pass,startup,PropTech / short-term rental,Riyadh,insufficient_evidence,--,--,https://wuzzuf.net/jobs/careers/the-flex-saudi-arabia-130762,"Real Riyadh-based rental platform but no open jobs found and no official domain independently confirmed this pass; note the Qatar-market pass on this same registry separately treated ""The Flex"" as insufficient evidence too -- consistent precedent."
