source_id,market,source_category,source_name,url,access_method,access_status,primary_or_secondary,sectors_covered,geographic_scope,estimated_company_volume,pagination_or_listing_notes,apify_actor_candidate,evidence_url,date_checked,notes
src-sa-bayt,Saudi Arabia,job_board,Bayt.com Saudi Arabia,https://www.bayt.com/en/saudi-arabia/jobs/,direct_web_fetch,blocked_http_403_this_pass,primary,cross_sector_all_industries,Country-wide_all_major_cities,very_high_thousands_of_live_listings_per_Lebanon_pass_precedent,Not directly confirmed this pass (403); same paginated search-results structure documented for Lebanon is expected to apply,"apify.com/blackfalcondata/bayt-scraper (same actor evaluated for Lebanon) - native 'country' input param explicitly lists Saudi Arabia among its 13 supported MENA markets, pay-per-event ~$0.001/result",https://www.bayt.com/en/saudi-arabia/jobs/,2026-09-04,"Direct WebFetch was blocked (403) this pass, unlike the Lebanon pass which was not directly tested either - Bayt's anti-bot posture appears to vary by request rather than by country. The dedicated Apify actor remains the strongest path since it already supports Saudi Arabia natively."
src-sa-growthlist,Saudi Arabia,startup_ecosystem_directory,GrowthList.co - Saudi Arabia Startups,https://growthlist.co/saudi-arabia-startups/,direct_web_fetch,accessible,primary,cross_sector_fintech_logistics_ai_healthcare_proptech_ecommerce,Country-wide,97_companies_extracted_this_pass_of_a_claimed_500_plus_in_the_paid_database,"Static single-page article table, no pagination; page states 500+ verified companies exist in the underlying paid database but only ~100 are shown free","none_found_this_pass; fallback = apify/website-content-crawler (single static page, low cost)",https://growthlist.co/saudi-arabia-startups/,2026-09-04,"Highest-yield new source found this pass: of 97 names cross-checked against the master registry, only 3 matched (Rewaa, Foodics, Tamara) - a ~97% new-candidate rate. A paid tier reportedly unlocks the full 500+ list."
src-sa-fintech-saudi-map,Saudi Arabia,sector_ecosystem_directory,Fintech Saudi - Fintech Map,https://fintechsaudi.com/fintech-map/,direct_web_fetch,blocked_redirect_then_cert_error_this_pass,secondary,fintech_only_payments_lending_capital_markets_insurance,Country-wide,approximately_28_named_companies_visible_via_search_snippet_this_pass,"Could not confirm this pass - fintechsaudi.com 301-redirects to fintechsaudi.sa, which then failed with 'unable to verify the first certificate'",not_evaluated_pending_access,https://fintechsaudi.com/fintech-map/,2026-09-04,"Official SAMA/CMA-backed fintech ecosystem map; company names obtained only via search-engine snippet, not a direct fetch, so treated as weaker evidence - 2 names (Geidea, Wahed) already exist in the registry (Geidea under Saudi Arabia; Wahed under Lebanon/international-remote, a genuine cross-market signal worth noting, not a duplicate)."
src-sa-leap-exhibitors,Saudi Arabia,trade_show_exhibitor_directory,LEAP Tech Conference - Exhibitor List,https://onegiantleap.com/exhibit/our-2026-exhibitors,direct_web_fetch,blocked_http_403_both_primary_and_mirror_this_pass,secondary,cross_sector_technology_heavy,Riyadh_event_national_and_international_exhibitors,search_snippets_describe_2296_exhibitors_one_edition_1800_plus_tech_companies_another_edition_not_enumerated_this_pass,Not confirmed this pass - both the official page and a third-party mirror were blocked; event-platform lists are typically paginated/filterable when accessible,"none_found_this_pass; fallback = apify/website-content-crawler, though the exhibitor list is likely JS-rendered (event-platform pattern) and may need a JS-capable actor variant",https://onegiantleap.com/exhibit/our-2026-exhibitors,2026-09-04,"Both the official exhibitor page and a third-party mirror (10times.com) returned HTTP 403 on direct fetch; only a small number of exhibitor names (Elm, Sami Advanced Electronics, stc Group, Al Moammar Information Systems Co.) were recoverable via search snippets. Elm and stc are already in the registry; Sami Advanced Electronics and Al Moammar Information Systems Co. are new and included in the pilot sample."
src-sa-biban-forum,Saudi Arabia,trade_show_exhibitor_directory,Biban Forum (Monsha'at-run SME/entrepreneurship forum),https://bibanglobal.sa/en,not_fetched_this_pass,unknown_not_directly_tested,secondary,sme_entrepreneurship_ecommerce_cross_sector,Riyadh_event_claims_national_and_150_plus_countries_of_exhibitors,search_snippets_describe_1000_plus_exhibitors_2025_edition_not_enumerated_this_pass,No enumerable exhibitor list or directory URL was found this pass - only descriptive news coverage of the event,not_evaluated,https://bibanglobal.sa/en,2026-09-04,"Identified as the Middle East's largest entrepreneurship forum (run by Monsha'at) with a very high claimed exhibitor count, but no specific exhibitor-list page was located via search - flagged for a future pass with a direct site visit."
src-sa-riyadh-chamber,Saudi Arabia,chamber_of_commerce_directory,Riyadh Chamber of Commerce & Industry,https://www.chamber.sa,direct_web_fetch,blocked_econnreset_this_pass,primary_by_volume_potential,cross_sector_SME_heavy,Riyadh_region,unknown_blocked_no_public_member_count_found_via_search_either,"Not confirmed this pass (connection reset on 2 attempted paths) - a 'Research and Information Center Portal' was mentioned in search results as a possible directory location, not verified",not_evaluated_pending_access,https://www.chamber.sa,2026-09-04,"Could not access this pass - needs a manual browser check or a retry; unlike Lebanon's CCIB (which stated a public 15,000+ member figure), no equivalent public volume claim was found for this chamber via search alone."
src-sa-asharqia-chamber,Saudi Arabia,chamber_of_commerce_directory,Asharqia Chamber (Eastern Province - Dammam/Khobar/Jubail/Qatif),https://www.asharqia.org.sa,not_fetched_this_pass,unknown_not_directly_tested,secondary,cross_sector_industrial_heavy_eastern_province,Dammam_Khobar_Jubail_Qatif_Hafr_Al_Baten_Al_Khafji,unknown_no_member_directory_url_found_via_search,No public member-directory URL was found via search this pass - only general chamber-history/description pages were returned,not_evaluated,https://saudipedia.com/en/article/2215/economy-and-business/commerce/asharqia-chamber,2026-09-04,Represents the industrial Eastern Province (Aramco/SABIC's home region) - a geographically distinct and currently under-represented area in the existing registry (which has only Country-wide or Riyadh/Jeddah-tagged rows) - worth prioritizing in a future pass if a member directory can be located.
src-sa-council-saudi-chambers,Saudi Arabia,chamber_of_commerce_federation_directory,Council of Saudi Chambers (Federation of Saudi Chambers),https://fsc.org.sa/,direct_web_fetch,blocked_http_404_wrong_path_this_pass,secondary,cross_sector_national_umbrella_of_all_28_regional_chambers,Country-wide,unknown_the_specific_chambers_list_subpage_guessed_this_pass_was_wrong,The exact chambers-list URL returned 404 - the correct path was not located this pass,not_evaluated_pending_access,https://fsc.org.sa/about-fsc/chambers-of-commerce/chambers-of-commercelist/?lang=en,2026-09-04,"This is the national umbrella body linking all Saudi regional chambers (Riyadh, Jeddah, Asharqia, etc.) - a single correctly-found page here could map every regional chamber at once, making it worth a retry with a corrected URL in a future pass."
src-sa-monshaat,Saudi Arabia,government_sme_directory,Monsha'at (Small and Medium Enterprises General Authority),https://www.monshaat.gov.sa/en,not_fetched_this_pass,unknown_not_directly_tested,secondary,sme_cross_sector,Country-wide,claims_over_1_14_million_operational_SMEs_nationally_no_company_level_list_found,A 'Business Atlas' service was mentioned in search results as a possible data-access point but was not directly tested this pass,not_evaluated,https://www.monshaat.gov.sa/en/about,2026-09-04,"The national SME regulator - runs Biban and accredits business incubators - but no direct company-level directory or export was confirmed via search alone; the 1.14M SME figure is a national statistic, not a browsable list."
src-sa-misa,Saudi Arabia,government_investment_directory,MISA / Invest Saudi (Ministry of Investment),https://misa.gov.sa/,not_fetched_this_pass,unknown_not_directly_tested,secondary,industry_agriculture_tourism_IT_telecom_media_per_stated_investment_priority_sectors,Country-wide,unknown_not_tested,Not directly tested this pass - search results describe MISA's investor-facilitation role but no specific investor/company directory page was surfaced,not_evaluated,https://misa.gov.sa/,2026-09-04,"Saudi analogue to Lebanon's IDAL, identified via search only - flagged as a candidate for a future pass, not used as pilot evidence this pass."
src-sa-nic-factories,Saudi Arabia,government_industrial_directory,National Center for Industrial and Mining Information - National Factories Directory,https://www.sidf.gov.sa/,not_fetched_this_pass,unknown_not_directly_tested,secondary,manufacturing_industrial_mining,Country-wide,claims_3000_plus_operational_plants_12th_edition_per_search_snippet,Described as available in 'printed and digital formats' via the Saudi Industrial Development Fund (SIDF) website - not directly fetched or confirmed as a browsable/exportable list this pass,not_evaluated,https://www.slideshare.net/slideshow/saudi-arabia-national-factories-directory-8988239/8988239,2026-09-04,"Highest-potential-volume industrial-sector source identified this pass (3,000+ operational plants) but access mechanism (PDF download vs. browsable database) was not confirmed - flagged for a future pass."
src-sa-500global-portfolio,Saudi Arabia,vc_portfolio_directory,500 Global - MENA/Saudi Arabia Portfolio,https://500.co/mena,not_fetched_this_pass,unknown_not_directly_tested,secondary,startup_cross_sector_seed_stage,Country-wide_riyadh_heavy,38_saudi_investments_claimed_full_list_not_enumerated_this_pass,"Search snippets named only 3 of the claimed 38 Saudi portfolio companies (Nitros, TeamUp, Playbook); a full portfolio list page was not directly fetched this pass",not_evaluated,https://mena.500.co/,2026-09-04,One of the most active VC investors in Saudi Arabia per search results - a directly-fetched portfolio page in a future pass would likely be a high-yield pilot source similar to GrowthList.co.
src-sa-linkedin-excluded,Saudi Arabia,professional_network_excluded_by_policy,LinkedIn,https://www.linkedin.com,excluded_by_policy,not_applicable,excluded,not_applicable,not_applicable,not_applicable,not_applicable,none_and_none_will_be_evaluated,not_applicable,2026-09-04,"Explicitly excluded per AGENTS.md Section 7 ('Never scrape LinkedIn'), consistent with the Lebanon pass. Recorded here only to document deliberate exclusion, not an oversight."
src-ae-dubai-chambers,UAE,government_licensed_business_directory,Dubai Chambers - Commercial Directory,https://www.dubaichambers.com/en/commercial-directory,direct_web_fetch,blocked_http_403_this_pass,primary_by_volume_potential,cross_sector_all_licensed_activities,Dubai_only,unknown_blocked_search_snippet_describes_it_as_covering_all_mainland_and_free_zone_licensed_companies,Described via search snippet as name/activity/location-filterable; not confirmed this pass (403),not_evaluated_pending_access,https://www.dubaichambers.com/en/commercial-directory,2026-09-04,"Could not access this pass - needs a manual browser check or retry. Search snippet confirms it covers 'mainland and free zone companies licenced to practice all commercial, industrial and professional activities' - very high potential volume if accessible."
src-ae-abu-dhabi-chamber,UAE,government_licensed_business_directory,Abu Dhabi Chamber of Commerce & Industry,https://www.abudhabichamber.ae/en/,not_fetched_this_pass,unknown_not_directly_tested,secondary,cross_sector,Abu_Dhabi_only,unknown_no_public_member_count_found_via_search,No specific member-directory sub-page URL was found via search this pass - only the chamber's general homepage was identified,not_evaluated,https://www.abudhabichamber.ae/en/,2026-09-04,Established 1969; search results describe general organizational information but no confirmed public company-search tool location - flagged for a future pass with a direct site visit.
src-ae-sharjah-business-directory,UAE,government_licensed_business_directory,Sharjah Business Directory,https://www.sharjah.gov.ae/BusinessDirectory/Index,direct_web_fetch,blocked_http_404_this_pass,primary_by_volume_potential,cross_sector_trading_logistics_general_trading_per_search_snippet,Sharjah_only,unknown_blocked_search_snippet_describes_a_directory_with_contact_details,Search snippet describes company name/email/phone/address fields; the specific URL guessed this pass 404'd - correct current path not located,not_evaluated_pending_access,https://www.sharjah.gov.ae/BusinessDirectory/Index,2026-09-04,Government-run Sharjah business directory confirmed to exist in principle (via search snippet and third-party mirrors like OpenCorporates) but the direct URL used this pass was wrong/outdated - needs a corrected URL in a future pass.
src-ae-ajman-chamber-directory,UAE,chamber_of_commerce_directory,Ajman Chamber - Directory,https://www.ajmanchamber.ae/en/directory,direct_web_fetch,blocked_http_404_this_pass,secondary,cross_sector,Ajman_only,unknown_blocked,"Search snippet named this exact URL as the chamber's directory location, but it 404'd on direct fetch - path may have changed",not_evaluated_pending_access,https://www.ajmanchamber.ae/en/,2026-09-04,Ajman Chamber confirmed to exist and to provide membership/certificate-of-origin services; the specific directory sub-path needs a corrected URL or manual browser check in a future pass.
src-ae-rak-chamber,UAE,chamber_of_commerce_directory,RAK Chamber of Commerce and Industry,http://www.rakchamber.ae/,not_fetched_this_pass,unknown_not_directly_tested,secondary,cross_sector_incl_advertising_consultancy_refrigeration_electrical_per_third_party_mirror,Ras_Al_Khaimah_only,unknown_third_party_mirrors_describe_a_directory_covering_many_categories,Not directly fetched this pass; a third-party Scribd mirror was found describing a comprehensive directory with contact details across many business categories,not_evaluated,http://www.rakchamber.ae/,2026-09-04,"Second chamber of commerce established in the UAE (1967); membership is mandatory for businesses operating in Ras Al Khaimah per search results, suggesting genuinely high coverage if the official directory can be accessed directly in a future pass."
src-ae-fujairah-chamber,UAE,chamber_of_commerce_directory,Fujairah Chamber of Commerce & Industry,https://opencorporates.com/registers/79,not_fetched_this_pass,unknown_only_third_party_mirror_identified,secondary,cross_sector,Fujairah_only,unknown_no_official_directory_url_found_via_search,No official chamber directory URL was found via search this pass - only an OpenCorporates register-mirror page was identified,not_evaluated,https://opencorporates.com/registers/79,2026-09-04,Official Fujairah Chamber directory URL not located this pass - flagged for a future pass with a direct site visit to the chamber's own domain.
src-ae-uaq-chamber,UAE,chamber_of_commerce_directory,Umm Al Quwain Chamber of Commerce & Industry,https://www.uaqchamber.ae,not_fetched_this_pass,unknown_not_directly_tested,secondary,cross_sector_incl_aluminium_chemicals_construction_plastics_per_third_party_mirror,Umm_Al_Quwain_only,claimed_over_50_companies_in_one_third_party_mirror_likely_undercounts_the_full_chamber_membership,Not directly fetched this pass; a third-party mirror described a directory of 50+ companies across industrial sectors,not_evaluated,https://www.uaqchamber.ae,2026-09-04,Smallest emirate by population - directory likely modest in size but genuinely under-represented in the existing registry (zero UAQ-tagged rows exist in uae.csv before this pass); worth a direct fetch in a future pass even if low-volume.
src-ae-difc-register,UAE,free_zone_company_register,DIFC Public Register,https://www.difc.com/business/public-register/public-register-details,direct_web_fetch,blocked_http_403_this_pass,primary_by_volume_potential,banking_fintech_law_wealth_management_per_search_snippet,Dubai_DIFC_free_zone,claimed_8844_active_companies_end_of_2025_per_search_snippet_28_percent_yoy_growth,Described as a free official register with name/registration-number/activity/phone/address fields; not confirmed this pass (403),not_evaluated_pending_access,https://www.difc.com/business/public-register/public-register-details,2026-09-04,"Very high-volume, officially free, and specifically finance/fintech/legal-sector-relevant - a strong candidate for a future pass despite this pass's block."
src-ae-adgm-register,UAE,free_zone_company_register,ADGM Public Registers,https://www.adgm.com/public-registers,not_fetched_this_pass,unknown_not_directly_tested,secondary,financial_services_professional_services_per_search_snippet,Abu_Dhabi_ADGM_free_zone,claimed_over_2200_active_companies_2024_31_percent_yoy_growth_per_search_snippet,"Multiple sub-registers described (general Companies register, Professional Services Providers Directory, FSRA Financial Services register) - none directly fetched this pass",not_evaluated,https://www.adgm.com/public-registers/professional-services-providers-directory,2026-09-04,"Abu Dhabi's analogue to DIFC - high-value future source, especially the Professional Services Providers Directory sub-register, which appeared purpose-built for exactly this kind of company discovery."
src-ae-dmcc-directory,UAE,free_zone_company_register,DMCC Business Directory,https://dmcc.ae/business-directory,direct_web_fetch,accessible_but_terms_of_service_restricted,primary_by_volume_potential_but_compliance_blocked,brokers_banks_commodities_professional_services_hospitality_retail_health_per_direct_fetch,Dubai_DMCC_free_zone,claimed_26000_plus_businesses_per_direct_fetch,"Simple/advanced search described, no login required to search - but NOT used as a pilot-candidate source this pass, see compliance note",not_evaluated_deliberately_not_pursued_for_data_extraction,https://dmcc.ae/business-directory,2026-09-04,"COMPLIANCE FLAG: this page's own terms explicitly state it is 'expressly forbidden to copy, download, store, reproduce, resell, license, distribute, disseminate, transmit or otherwise deal with' the directory content for redistribution/republication purposes. No company names were extracted from this source into pilot-company-candidates.csv as a result, even though the directory itself loaded successfully - a deliberate compliance decision, not a technical failure."
src-ae-kezad-josoor,UAE,industrial_zone_tenant_directory,KEZAD Group - Josoor Platform,https://www.kezadgroup.com/,not_fetched_this_pass,unknown_not_directly_tested,secondary,manufacturing_industrial_logistics_trading,Abu_Dhabi_Al_Ain_Al_Dhafra_industrial_zones,claimed_over_1750_companies_reachable_via_the_josoor_digital_platform_per_search_snippet,"Josoor described as a digital networking platform, not directly fetched or confirmed as a browsable public directory this pass",not_evaluated,https://www.kezadgroup.com/about-us/,2026-09-04,Merger of the former KIZAD and ZonesCorp industrial zones; operates 12 economic zones across 550+ sq km in Abu Dhabi/Al Ain/Al Dhafra - a genuinely under-represented industrial/manufacturing angle in the existing registry.
src-ae-hub71-startups,UAE,startup_ecosystem_directory,Hub71 - Startups Directory,https://www.hub71.com/startups,direct_web_fetch,blocked_js_rendered_empty_result_this_pass,primary_by_volume_potential,cross_sector_fintech_climatetech_ai_healthtech_30_plus_sectors_filterable,Abu_Dhabi_only,claimed_525_portfolio_companies_by_mid_2026_per_search_snippet_zero_returned_by_direct_fetch,"Highly filterable (cohort/programme/sector/country/stage) per page's own filter UI, but the underlying startup list itself loads via a client-side API call not captured by a static fetch - returned 'No Startups Found'","none_found_this_pass; a JS-capable actor or the site's own API would be needed, not the standard Website Content Crawler",https://www.hub71.com/startups,2026-09-04,Confirmed as a JS-rendered single-page app - the static HTML fetch could not retrieve the actual startup list even though the page structure (filters) loaded. The companion jobs.hub71.com/companies board (see next row) was usable instead.
src-ae-hub71-jobboard,UAE,startup_ecosystem_job_board,Hub71 - Job Board (Companies),https://jobs.hub71.com/companies,direct_web_fetch,accessible,primary,cross_sector_tech_fintech_hrtech_logistics_edtech_climatetech,Abu_Dhabi_only,187_companies_shown_per_page_header_12_extracted_this_pass,Paginated with a 'Load more' button; page header explicitly states 'Showing 187 companies',"none_found_this_pass; fallback = apify/website-content-crawler with pagination/load-more handling, or a small targeted script against the page's own API if one is exposed",https://jobs.hub71.com/companies,2026-09-04,"High-yield, genuinely Abu-Dhabi-specific source - unlike the startups directory, this job board loaded successfully and gave 12 real company names from a single unpaginated view; the remaining ~175 are reachable via 'Load more', not pursued further this pass (pilot, not full extraction)."
src-ae-gems-education-careers,UAE,sector_specific_employer_careers_portal,GEMS Education - Careers Portal,https://careers.gemseducation.com/,direct_web_fetch,accessible,primary,k12_education_teaching_and_school_support_roles,multi_emirate_Dubai_143_Abu_Dhabi_27_Sharjah_24_per_direct_fetch_own_location_filter_counts,44_schools_across_UAE_and_Qatar_per_search_snippet_119000_plus_students,Filterable by school/emirate location and by role type; a 'View All Jobs' link exists beyond the 10 featured roles shown,none_found_this_pass; fallback = apify/website-content-crawler,https://careers.gemseducation.com/,2026-09-04,"Rare source with its own directly-confirmed, per-emirate posting counts (Dubai 143, Abu Dhabi 27, Sharjah 24) - used as direct primary evidence for GEMS Education's multi-emirate footprint in pilot-company-candidates.csv rather than a guess."
src-ae-jumeirah-careers,UAE,sector_specific_employer_careers_portal,Jumeirah Group - Careers,https://www.jumeirah.com/en/careers,direct_web_fetch,accessible_landing_page_only,secondary,hospitality_hotels_leisure,Dubai_HQ_global_properties,unknown_landing_page_only_external_portal_not_fetched,Landing/branding page only; a 'View Job Vacancies' button routes to an external portal not fetched this pass,not_evaluated_pending_external_portal_fetch,https://www.jumeirah.com/en/careers,2026-09-04,Emirati state-owned luxury hotel chain HQ'd in Dubai; the actual browsable vacancy list lives on a separate portal not confirmed this pass - needs a follow-up fetch of that external link.
src-ae-constructionplacements,UAE,sector_directory_construction,ConstructionPlacements.com - Construction Companies in Dubai/UAE,https://www.constructionplacements.com/construction-companies-in-dubai-uae/,direct_web_fetch,accessible,primary,construction_civil_engineering_MEP_architecture_consultancy,multi_emirate_mostly_Dubai_with_some_Sharjah_Ajman_per_source_own_general_note_not_individually_itemized_per_company,151_named_companies_extracted_this_pass,"Static single-page article, not paginated; explicitly self-described as compiled from publicly available sources which may change","none_found_this_pass; fallback = apify/website-content-crawler (single static page, low cost)",https://www.constructionplacements.com/construction-companies-in-dubai-uae/,2026-09-04,"Second-highest-yield new source this pass after Hub71's job board: 151 names, 0 exact matches against the master registry (though one, 'Al Futtaim', is a near-duplicate/alias of the already-registered 'Al-Futtaim Group', cc-al-futtaim - see pilot-company-candidates.csv). The page's own location claims are general, not per-company, so individual pilot rows drawn from here are marked with the real emirate only where independently confirmed by a separate search this pass."
src-ae-gitex-exhibitors,UAE,trade_show_exhibitor_directory,GITEX Global - Exhibitor List,https://10times.com/gitex-technoloy-week/exhibitors,direct_web_fetch,blocked_http_403_this_pass,secondary,technology_ai_cybersecurity_cloud_fintech_41_plus_sectors_per_search_snippet,Dubai_only_event,unknown_blocked_search_snippet_names_a_handful_of_exhibitors_only,Not confirmed this pass - both a direct search-result page and the 10times.com mirror returned HTTP 403,"none_found_this_pass; fallback = apify/website-content-crawler, though likely JS-rendered similar to LEAP in the Saudi Arabia pass",https://10times.com/gitex-technoloy-week/exhibitors,2026-09-04,"World's largest tech show per search snippet (41+ sectors); only a handful of exhibitor names (Nokia, SonicWall, Amdocs, Newcom, FVC, ZOHO, Baron Tech) were recoverable via search snippets, and most are large multinationals rather than new UAE-specific SME candidates, so none were carried into the pilot sample this pass."
src-ae-fujairah-freezone,UAE,free_zone_company_register,Fujairah Free Zone - Company Listing,https://freezone.fujairah.ae/en,direct_web_fetch,blocked_dns_failure_on_legacy_domain_and_thin_content_on_official_domain_this_pass,secondary,industrial_maritime_petroleum_trading_manufacturing_per_search_snippet,Fujairah_only,claimed_2685_records_on_a_legacy_domain_per_search_snippet_868_plus_on_a_third_party_mirror,"Legacy domain (fujairahfreetradezone.com) no longer resolves (DNS failure); the current official domain (freezone.fujairah.ae) returned only a page title with no directory content, likely a JS-rendered SPA",none_found_this_pass; fallback = apify/website-content-crawler if the JS-rendered version can be reached with a headless-browser-capable actor,https://freezone.fujairah.ae/en,2026-09-04,"Potentially high-volume (claimed 2,685 records) industrial/maritime free-zone directory for a genuinely under-represented emirate, but the legacy domain referenced in search results is dead and the live domain's content did not render in a static fetch - needs a future pass with a JS-capable method."
src-ae-bayt-uae,UAE,job_board,Bayt.com United Arab Emirates,https://www.bayt.com/en/uae/jobs/,not_fetched_this_pass,unknown_not_directly_tested_this_pass,primary,cross_sector_all_industries,Country-wide_all_emirates,very_high_thousands_of_live_listings_per_Lebanon_and_Saudi_Arabia_pass_precedent,Not directly confirmed this pass; same paginated search-results structure documented for Lebanon/Saudi Arabia is expected to apply,"apify.com/blackfalcondata/bayt-scraper (same actor evaluated for Lebanon and Saudi Arabia) - 'country' param's 13 supported MENA markets are understood to include the UAE, not individually re-confirmed this pass",https://www.bayt.com/en/uae/jobs/,2026-09-04,Reused conclusion from the Lebanon/Saudi Arabia passes rather than re-tested - see apify-discovery-design.md for the reasoning on why re-testing the same actor per market adds little new information.
