candidate_id,market,company_name,sector,discovered_via_source_id,evidence_url,in_master_registry,master_registry_canonical_id,verification_status,notes
cand-sa-005,Saudi Arabia,Wahed,fintech_capital_markets_islamic_investing,src-sa-fintech-saudi-map,https://fintechsaudi.com/fintech-map/,yes_different_market,cc-wahed,already_in_master_registry_cross_market_note,"Wahed already exists in the registry under Lebanon/international-remote (worldwide/Lebanon-eligible remote fintech), not under saudi-arabia.csv. Its appearance on Saudi Arabia's own official fintech map suggests it may also have a genuine Saudi Arabia market presence worth a manual check in a future pass - not added as a new Saudi row without direct Saudi-specific hiring evidence, per the task's rule against filing on general-presence claims alone."
cand-sa-006,Saudi Arabia,Lucidya,ai_cloud_computing_social_analytics,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-007,Saudi Arabia,HUMAIN,artificial_intelligence,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,"Listed on GrowthList.co; PIF-backed AI initiative per general public knowledge, but not independently verified this pass - own domain/careers page not fetched."
cand-sa-008,Saudi Arabia,Hala,fintech_payments,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,"Appears on both GrowthList.co and the Fintech Saudi map search snippet - a corroborating cross-source signal, but still not independently verified against its own domain this pass."
cand-sa-009,Saudi Arabia,Madfu,fintech_bnpl,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-010,Saudi Arabia,PetroApp,energy_tech_b2b_marketplace,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-011,Saudi Arabia,Squadio,tech_staffing_talent_marketplace,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; potentially relevant given its own business model (tech talent placement) - own official domain/careers page not fetched this pilot pass.
cand-sa-012,Saudi Arabia,Gathern,proptech_hospitality_booking,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-013,Saudi Arabia,Morni,roadside_assistance_app,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-014,Saudi Arabia,Resal,gifting_ecommerce,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-015,Saudi Arabia,Sidra Capital,investment_asset_management,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-016,Saudi Arabia,Tarmeez Capital,fintech_real_estate_crowdfunding,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-017,Saudi Arabia,BRKZ,construction_tech_b2b_marketplace,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-018,Saudi Arabia,Rekaz,b2b_saas_erp,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-019,Saudi Arabia,Nqoodlet,fintech,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,Listed on GrowthList.co; own official domain/careers page not fetched this pilot pass.
cand-sa-020,Saudi Arabia,Birdeye,reputation_management_saas,src-sa-growthlist,https://growthlist.co/saudi-arabia-startups/,no,,new_candidate_pilot_unverified,"CAUTION - data-quality flag: Birdeye is a well-known US-headquartered SaaS company; its presence on a 'Saudi Arabia startups' list is questionable and may reflect a regional office, a funding-round participant, or a source error. Explicitly flagged rather than silently included as a genuine Saudi startup - needs manual confirmation before any further use, more so than the other rows in this batch."
cand-sa-021,Saudi Arabia,PayTabs,fintech_payments_gateway,src-sa-fintech-saudi-map,https://fintechsaudi.com/fintech-map/,no,,new_candidate_pilot_unverified,"Listed on the official Fintech Saudi map (search-snippet evidence only, page itself blocked this pass); own official domain/careers page not fetched this pilot pass."
cand-sa-022,Saudi Arabia,Lendo,fintech_lending,src-sa-fintech-saudi-map,https://fintechsaudi.com/fintech-map/,no,,new_candidate_pilot_unverified,Listed on the official Fintech Saudi map (search-snippet evidence only); own official domain/careers page not fetched this pilot pass.
cand-sa-023,Saudi Arabia,Moyasar,fintech_payments,src-sa-fintech-saudi-map,https://fintechsaudi.com/fintech-map/,no,,new_candidate_pilot_unverified,Listed on the official Fintech Saudi map (search-snippet evidence only); own official domain/careers page not fetched this pilot pass.
cand-sa-024,Saudi Arabia,Wethaq,fintech_capital_markets,src-sa-fintech-saudi-map,https://fintechsaudi.com/fintech-map/,no,,new_candidate_pilot_unverified,Listed on the official Fintech Saudi map (search-snippet evidence only); own official domain/careers page not fetched this pilot pass.
cand-sa-025,Saudi Arabia,Al Moammar Information Systems Co.,it_systems_integration,src-sa-leap-exhibitors,https://exhibitorsdata.com/product/leap-riyadh-exhibitor-list/,no,,new_candidate_pilot_unverified,Named as a LEAP 2026 exhibitor via search snippet; own official domain/careers page not fetched this pilot pass.
cand-sa-026,Saudi Arabia,Sami Advanced Electronics,defense_electronics_ai_cybersecurity,src-sa-leap-exhibitors,https://www.arabnews.com/node/2656241/saudi-arabia,no,,new_candidate_pilot_unverified,Named as a LEAP exhibitor (subsidiary of Saudi Arabian Military Industries) via search snippet; own official domain/careers page not fetched this pilot pass.
cand-ae-001,UAE,Bayzat,hr_technology_insurtech,src-ae-hub71-jobboard,https://www.hub71.com/talent,yes,cc-bayzat,already_present,"Emirate: Abu Dhabi (per Hub71's own description as a 'long-time Hub71 alumnus'). NUANCE FLAG: the existing registry row files Bayzat under Dubai (offices at DIFC and DIP). Both may be true (a company can have offices in multiple emirates), but this is not independently reconciled this pass - flagged for a manual check rather than silently overwriting the registry's Dubai tag."
cand-ae-002,UAE,Qureos,hr_technology_ai_recruiting,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,"Emirate: Abu Dhabi (Hub71 ecosystem member, confirmed via the Hub71 job board itself). Own official domain/careers page not independently fetched this pilot pass."
cand-ae-003,UAE,Giga Energy,climate_tech_energy,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass.
cand-ae-004,UAE,DoBrain,edtech_ai,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass.
cand-ae-005,UAE,RemotePass,hr_technology_remote_work_platform,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,"Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass. Note: its own product is remote-work infrastructure, an interesting adjacency to this project's own domain, but that is not a reason to relax verification standards."
cand-ae-006,UAE,Grubtech,restaurant_technology_saas,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass.
cand-ae-007,UAE,Qashio,fintech_corporate_expense_cards,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass.
cand-ae-008,UAE,Synapse Analytics,ai_data_analytics,src-ae-hub71-jobboard,https://jobs.hub71.com/companies,no,,new_candidate,Emirate: Abu Dhabi (Hub71 ecosystem member). Own official domain/careers page not independently fetched this pilot pass.
cand-ae-009,UAE,TruKKer,logistics_technology_freight,src-ae-hub71-jobboard,https://www.trukker.com/careers,no,,new_candidate,Emirate: Abu Dhabi - independently confirmed via a dedicated follow-up search (own careers page at trukker.com/careers with a recruiting email; Hub71 describes it as one of the region's largest logistics-tech raises). Stronger evidence than the other Hub71-only rows in this batch.
cand-ae-010,UAE,Al Habtoor Group,diversified_conglomerate_hospitality_automotive_real_estate_education,src-ae-constructionplacements,https://habtoor.com/en/22/careers/employment,no,,new_candidate,"Emirate: Dubai - independently confirmed via a dedicated follow-up search (multiple sources state Dubai HQ; own careers URL identified: habtoor.com/en/22/careers/employment, not fetched this pass)."
cand-ae-011,UAE,Depa Group,interior_construction_manufacturing,src-ae-constructionplacements,https://en.wikipedia.org/wiki/Depa_Group,no,,new_candidate,"Emirate: Dubai - independently confirmed (Nasdaq Dubai-listed, HQ'd in Dubai per its own corporate profile). Own careers page not fetched this pass."
cand-ae-012,UAE,Khansaheb Civil Engineering,construction_civil_engineering_mep,src-ae-constructionplacements,https://www.naukrigulf.com/khansaheb-careers-cid-43723,no,,new_candidate,"Emirate: Dubai; Abu Dhabi; Sharjah - independently confirmed as a genuine multi-emirate employer (80+ years in the UAE construction sector, explicitly hiring across all three per a dedicated follow-up search). One of this pass's clearest multi-emirate examples, matching the existing registry's own 'Dubai; Sharjah' convention (see cc-al-tamimi-company)."
cand-ae-013,UAE,Danube Group,retail_building_materials_conglomerate,src-ae-constructionplacements,https://www.gulftalent.com/companies/danube-properties-careers,no,,new_candidate,"Emirate: Dubai - independently confirmed (founded in Deira, Dubai; HQ remains Dubai per a dedicated follow-up search; operates in 9 countries)."
cand-ae-014,UAE,Al Futtaim,diversified_conglomerate_retail_automotive,src-ae-constructionplacements,https://www.constructionplacements.com/construction-companies-in-dubai-uae/,yes,cc-al-futtaim,duplicate_or_alias,"Emirate: Dubai. SAME-NAME COLLISION FLAG (explicitly requested to be handled carefully): 'Al Futtaim' here is the same entity as the already-registered 'Al-Futtaim Group' (cc-al-futtaim, Dubai, SAP SuccessFactors ATS) - a duplicate, not a new company. It is textually similar to but factually DISTINCT from 'Majid Al Futtaim' (cc-majid-al-futtaim), a separate company in the same extended business family with its own separate registry row - the two must not be merged or confused with each other."
cand-ae-015,UAE,Bee'ah (The Sharjah Environment Company),environmental_services_waste_management,src-ae-constructionplacements,https://www.gulftalent.com/companies/bee-ah-the-sharjah-environment-company-careers,no,,new_candidate,"Emirate: Sharjah - independently confirmed (established 2007 as a Sharjah government venture; own site references a named 'RISE Graduate Program', a strong early-career signal; 13,000+ employees). One of only 2 genuinely Sharjah-headquartered new candidates found this pass."
cand-ae-016,UAE,Crescent Enterprises,diversified_holding_ports_logistics_investment,src-ae-constructionplacements,https://en.wikipedia.org/wiki/Crescent_Enterprises,no,,new_candidate,"Emirate: Sharjah - independently confirmed (parent holding company of Gulftainer, headquartered in Sharjah). Own careers page not fetched this pass."
cand-ae-017,UAE,Gulftainer,ports_logistics_container_terminal_operations,src-ae-constructionplacements,https://careerjobplace.com/gulftainer-careers-sharjah-2/,no,,new_candidate,"Emirate: Sharjah - independently confirmed (operates the Sharjah Container Terminal since 1976; roles span port operations, logistics, admin, IT, finance, safety, customer service per search snippet). GROUP-RELATIONSHIP FLAG: this is a subsidiary of Crescent Enterprises (cand-ae-016) - both are included as separate pilot rows since both are real, separately-brand-facing employers, but a future verification pass should record this parent/subsidiary relationship explicitly rather than treat them as two unrelated companies."
cand-ae-018,UAE,GEMS Education,k12_education_school_operator,src-ae-gems-education-careers,https://careers.gemseducation.com/,no,,new_candidate,"Emirate: multi-emirate - Dubai HQ with a directly-confirmed live posting breakdown of Dubai 143 / Abu Dhabi 27 / Sharjah 24 (from the company's own careers portal, the strongest per-emirate evidence found anywhere in this pass, not an estimate)."
cand-ae-019,UAE,KEO International Consultants,engineering_architecture_consultancy,src-ae-constructionplacements,https://www.constructionplacements.com/construction-companies-in-dubai-uae/,no,,new_candidate,"Emirate: unknown_not_individually_confirmed_this_pass. DELIBERATE CAUTION: included on ConstructionPlacements' list, which states most entries are Dubai-based, but this specific company was not individually checked this pass - left unknown rather than guessed, per the explicit instruction not to default every UAE company to Dubai."
cand-ae-020,UAE,Atkins Middle East,engineering_consultancy,src-ae-constructionplacements,https://www.constructionplacements.com/construction-companies-in-dubai-uae/,no,,new_candidate,"Emirate: unknown_not_individually_confirmed_this_pass. Same deliberate-caution reasoning as KEO International Consultants above - a regional engineering consultancy likely to have a Dubai regional HQ, but not individually confirmed this pass, so left unknown rather than assumed."
cand-ae-021,UAE,iSchool,kids_coding_education_edtech,src-ae-hub71-jobboard,https://levonventures.ae/guides/hub71-startup-success-stories,no,,new_candidate,"Emirate: Abu Dhabi (Hub71 ecosystem member). BUSINESS-MODEL NOTE: independently confirmed via a follow-up search to be a genuine coding-education company (coaches, curriculum staff, engineers, ops) with 15,000+ graduates and STEM.org accreditation - a legitimate employer, analogous to Lebanon's SE Factory bootcamp, not merely a course a jobseeker would take."
cand-ae-022,UAE,autone,logistics_inventory_management_ai,src-ae-hub71-jobboard,https://www.hub71.com/index.php/latest-news/press-release/hub71-welcomes-21-startups-in-15th-cohort-to-abu-dhabi-that-have-raised-over-usd-130-million-in-funding,no,,unverifiable,"Emirate: unclear. A dedicated follow-up search found autone is described as 'US-based' and participates in Hub71's 'Access' programme (an outreach/engagement track, not necessarily requiring a physical Abu Dhabi office or local hiring) - genuinely unclear whether it has a real UAE hiring presence versus only a program-participation relationship. Classified unverifiable rather than assumed local, consistent with the Saudi Arabia pass's Birdeye caution."
cand-ae-023,UAE,EYouth,unknown_business_model_not_determinable,src-ae-hub71-jobboard,https://www.hub71.com/impact/2023,no,,unverifiable,"Emirate: Abu Dhabi (Hub71 ecosystem member per source), but a dedicated follow-up search could not determine what EYouth actually does or whether it has conventional employees to hire beyond its founders being named in a Forbes 'Under 30' list - classified unverifiable rather than guessed at either its sector or its hiring status."
cand-qa-001,Qatar,Qatar Fertiliser Company (QAFCO),fertiliser_petrochemicals_manufacturing,src-qa-mesaieed-industrial,https://careers.qafco.qa/,no,,new_candidate,"Location: Mesaieed (confirmed via own careers page, own stated P.O. Box address). ATS confirmed as SAP SuccessFactors via direct WebFetch of careers.qafco.qa - the strongest single piece of evidence in this pass's pilot batch."
cand-qa-002,Qatar,Qatar Petrochemical Company (QAPCO),petrochemicals_manufacturing,src-qa-mesaieed-industrial,https://qapco.com/careers/,no,,new_candidate,Location: Mesaieed Industrial City (confirmed via company description; established 1974 as a multinational joint venture). Own careers page identified (qapco.com/careers) but not directly WebFetched this pass.
cand-qa-003,Qatar,Qatar Steel Company (QASCO),steel_manufacturing,src-qa-mesaieed-industrial,https://www.bayt.com/en/company/qatar-steel-company-qasco-586199/,no,,new_candidate,"Location: Mesaieed Industrial City (confirmed via search - first integrated steel plant in the region, commercial production since 1978). GROUP-RELATIONSHIP FLAG: a fully-owned subsidiary of Industries Qatar (cand-qa-011 below) - must not be treated as an unrelated standalone company in any future verification pass."
cand-qa-004,Qatar,Qatalum (Qatar Aluminium Limited),aluminium_smelting_manufacturing,src-qa-mesaieed-industrial,https://careers.qatalum.com/,no,,new_candidate,"Location: Mesaieed Industrial City (confirmed via own stated P.O. Box address, ~40km south of Doha). Own careers page identified (careers.qatalum.com) but not directly WebFetched this pass. NAME-COLLISION NOTE: explicitly a separate, unrelated legal entity from Qatar Steel despite both being Mesaieed metals/materials producers - confirmed distinct via search, not assumed."
cand-qa-005,Qatar,Dolphin Energy,oil_gas_pipeline_energy,src-qa-ras-laffan-industrial,https://www.dolphinenergy.com/en-US/Careers/,no,,new_candidate,"Location: DUAL - headquartered in Doha, but operational/technical roles (e.g. a confirmed 'Manager Asset Integrity' opening) are based in Ras Laffan. Recorded as a Ras Laffan-relevant candidate given its operational footprint there, with the Doha HQ explicitly noted rather than picking one location silently. Owned by Mubadala (51%, already registered under UAE as an investor, not an operating employer there), Total S.A. (24.5%), and Occidental Petroleum (24.5%)."
cand-qa-006,Qatar,Keppel,marine_shipyard_industrial_services,src-qa-qataryello-directory,https://www.qataryello.com/location/Ras_Laffan_Industrial_City,no,,unverifiable,"Location: Ras Laffan (per a single third-party directory listing at 'Erhama Bin Jaber Al Jalahma Shipyard'). Classified unverifiable rather than new_candidate because the source directory itself showed a data-quality problem in the same result set (see the Nigeria Agip Oil Company exclusion in source-catalog.csv notes for src-qa-qataryello-directory) - Keppel is a real, large Singapore-headquartered marine/offshore group, but this specific Ras Laffan entity/listing was not independently corroborated this pass."
cand-qa-007,Qatar,Qatargas (Qatar Liquefied Gas Company Ltd),lng_energy,src-qa-ras-laffan-industrial,https://www.qataryello.com/location/Ras_Laffan_Industrial_City,yes,cc-qatarenergy,duplicate_or_alias,"Location: Ras Laffan. SAME-NAME/ALIAS FLAG: 'Qatargas' is the historical brand name for what is now QatarEnergy's LNG operating unit - the existing qatar.csv row for cc-qatarenergy explicitly documents this in its own researcher_notes ('its LNG operating unit, historically branded Qatargas'). Correctly classified as a duplicate/alias, not a new company, consistent with the already-verified registry row."
cand-qa-008,Qatar,Al Wakra Hospital,healthcare_hospital,src-qa-al-wakra-hospital,https://hamad.qa/EN/Hospitals-and-services/alwakra/Pages/default.aspx,no,,new_candidate,"Location: Al Wakrah (confirmed via HMC's own hospital-network page). GROUP-RELATIONSHIP FLAG: this is an operating facility of the already-registered Hamad Medical Corporation (cc-hamad-medical-corporation, tagged Doha) - recruits through HMC's centralised portal rather than its own separate ATS, so it is a distinct physical/geographic facility of an existing employer, not an unrelated new company. Included as its own row because it is the only genuinely Al Wakrah-specific evidence found this pass and because HMC's own centralised recruitment may not otherwise surface Al Wakrah-specific opportunities to a user."
cand-qa-009,Qatar,Qatari Diar,real_estate_development_construction,src-qa-qatari-diar,https://www.qataridiar.com/careers,no,,new_candidate,"Location: Lusail (master developer of Lusail City itself, Qatar's largest single development). Established 2005 by the Qatar Investment Authority; 756 employees per a secondary source. Own careers page identified with a recruitment email (recruitment@qataridiar.com); not directly WebFetched this pass."
cand-qa-010,Qatar,iHorizons,it_services_software_arabic_nlp,src-qa-qstp,https://www.ihorizons.com/careers,no,,new_candidate,"Location: DUAL - headquartered in Doha (343 Al Sadd Street, confirmed via a secondary source) with a separate R&D lab at Qatar Science & Technology Park in Al Rayyan (Education City) - the clearest evidence found this pass of a genuine Al Rayyan-located operation. Founded 1996; own careers page (ihorizons.com/careers) identified, not directly WebFetched this pass."
cand-qa-011,Qatar,Industries Qatar (IQ),industrial_holding_conglomerate,src-qa-industries-qatar,https://en.wikipedia.org/wiki/Industries_Qatar,no,,new_candidate,"Location: Qatar country-wide (holding-company HQ functions; operating subsidiaries concentrated in Mesaieed). GROUP-RELATIONSHIP FLAG: this is the public holding company (51% owned by QatarEnergy) that owns Qatar Steel and holds stakes in QAFCO/QAPCO - its own corporate/finance/investor-relations hiring would be distinct from its subsidiaries' industrial-site hiring, but the parent/subsidiary relationship must be tracked together, not treated as 4 unrelated companies in any future verification pass."
cand-qa-012,Qatar,Abu Dhabi Commercial Bank (ADCB),banking_finance,src-qa-qfcra-register,https://www.qfcra.com/public_registers/search-all-firms/,yes_different_market,cc-adcb,already_present,"Location: Doha (QFC-licensed branch). CROSS-MARKET NOTE: ADCB already exists in the registry under the UAE market (cc-adcb, Abu Dhabi), not Qatar - its appearance on the QFCRA public register confirms it holds a genuine QFC license/Doha presence distinct from its UAE operations, analogous to the Wahed (Saudi Arabia pass) and Bayzat (UAE pass) cross-market notes. Not added as a new Qatar-specific canonical company; flagged here as a cross-market presence worth a manual check in a future pass rather than silently ignored."
cand-qa-013,Qatar,KARTY,fintech_payments,src-qa-qfth,https://fintech.qa/en,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - named as a Qatar FinTech Hub graduate company via search snippet only (the hub's own site was blocked by a certificate error this pass); own official domain/careers page not fetched.
cand-qa-014,Qatar,Cwallet,fintech_digital_wallet,src-qa-qfth,https://fintech.qa/en,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - same QFTH-graduate evidence basis and caveats as KARTY above.
cand-qa-015,Qatar,Fatora,fintech_payments,src-qa-qfth,https://fintech.qa/en,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - same QFTH-graduate evidence basis and caveats as KARTY above.
cand-qa-016,Qatar,QCash,fintech_payments,src-qa-qfth,https://fintech.qa/en,no,,new_candidate,"Location: Doha_likely_not_individually_confirmed_this_pass - same QFTH-graduate evidence basis and caveats as KARTY above. NAME-COLLISION CAUTION: 'QCash' is a common generic-sounding fintech name pattern used by unrelated companies in other countries (e.g. a US credit-union lending platform of the same name) - this row refers specifically to the Qatar FinTech Hub graduate, not any other 'QCash' entity, and that distinction should be preserved in any future verification pass."
cand-qa-017,Qatar,Noqoody,fintech_mobile_payments,src-qa-qfth,https://fintech.qa/en,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - same QFTH-graduate evidence basis and caveats as KARTY above.
cand-qa-018,Qatar,Musajjel,broadcasting_media_technology,src-qa-qbic,https://pitchbook.com/profiles/investor/222127-03,no,,new_candidate,"Location: Doha_likely_not_individually_confirmed_this_pass - named as a QBIC portfolio company via a third-party investment-data aggregator (PitchBook); own official domain/careers page not fetched this pass, weaker evidence tier than the directly-confirmed Mesaieed employers above."
cand-qa-019,Qatar,Firecell,telecommunications_services,src-qa-qbic,https://pitchbook.com/profiles/investor/222127-03,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - same QBIC-portfolio evidence basis and caveats as Musajjel above.
cand-qa-020,Qatar,CoreTechX,business_productivity_software,src-qa-qbic,https://pitchbook.com/profiles/investor/222127-03,no,,new_candidate,Location: Doha_likely_not_individually_confirmed_this_pass - same QBIC-portfolio evidence basis and caveats as Musajjel above.
