internal_row_id,canonical_name,relevance_status,relevance_reason,google_category,mapped_industry_guess,mapped_company_type_guess,regions,categories,address,city,country_code,phone,google_maps_url,google_place_ids,google_rating,google_reviews_count,google_supplied_website,official_website_url,website_verification_status,website_evidence_url,website_notes,verification_date,careers_source_type,careers_page_url,ats_provider_detected,careers_evidence_url,careers_notes,linkedin_company_url,linkedin_status,linkedin_evidence_url,linkedin_identity_confidence,linkedin_notes,current_open_jobs_detected,source_confidence,automation_eligibility,review_status,enrichment_batch_status,researcher_notes
pilot-0053,Talentdu - Practical Digital Marketing Courses,eligible_employer,"Google category ""Educational consultant"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Educational consultant,education,private_company,Beirut,Marketing/advertising/graphic design,"Foch, Beirut, Lebanon",Beirut,LB,+961 81 673 407,https://www.google.com/maps/search/?api=1&query=Talentdu%20-%20Practical%20Digital%20Marketing%20Courses&query_place_id=ChIJ5Rr5bzp5c0QRDIUOJ8KbsZ0,ChIJ5Rr5bzp5c0QRDIUOJ8KbsZ0,4.9,207,https://www.talentdu.com/,https://www.talentdu.com/,inaccessible,https://www.talentdu.com/professional-digital-marketing-associate-diploma,"Direct fetch returned HTTP 403 (bot-blocked), consistent with anti-bot patterns seen on other real Lebanese sites in the existing registry. Independent search results confirm 'Talentdu... partners with LAU ACE to deliver the PDMA program' — a genuine digital-marketing training company, not a marketing agency itself.",2026-09-05,unavailable_not_found,,none,,Could not check careers content due to 403 block.,,no_company_page_found,https://www.linkedin.com/posts/omar-s-itani-ph-d-9b80408b_join-the-team-talentdu-digital-marketing-activity-7400115160771649537-txZe,low,Only a co-founder's PERSONAL LinkedIn post mentioning Talentdu was found (not recorded as the answer per the no-personal-profile rule); no distinct company page confirmed.,unknown,low,manual_only,needs_manual_review,web_verification_complete,"Direct fetch returned HTTP 403 (bot-blocked), consistent with anti-bot patterns seen on other real Lebanese sites in the existing registry. Independent search results confirm 'Talentdu... partners with LAU ACE to deliver the PDMA program' — a genuine digital-marketing training company, not a marketing agency itself. | Could not check careers content due to 403 block. | Only a co-founder's PERSONAL LinkedIn post mentioning Talentdu was found (not recorded as the answer per the no-personal-profile rule); no distinct company page confirmed."
pilot-0054,Creatives,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"El Amir Bachir, Beirut, Lebanon",Beirut,LB,+961 70 519 120,https://www.google.com/maps/search/?api=1&query=Creatives&query_place_id=ChIJxebziCkXHxURTn9p-xp_ENM,ChIJxebziCkXHxURTn9p-xp_ENM,5,41,http://creatives.me/,https://creatives.me/,verified_official,https://creatives.me/,Confirmed: 'Best AI Digital Marketing Agency in Lebanon'; phone matches Google listing exactly (+961 70 519 120).,2026-09-05,unavailable_not_found,,none,,No careers/jobs page found in site content.,https://lb.linkedin.com/company/creativesme,verified_official_company_page,https://lb.linkedin.com/company/creativesme,high,Exact phone and website match; distinct from a same-named 'Creatives Media' Facebook page which may be a related/rebranded social handle.,unknown,medium,manual_only,needs_manual_review,web_verification_complete,Confirmed: 'Best AI Digital Marketing Agency in Lebanon'; phone matches Google listing exactly (+961 70 519 120). | No careers/jobs page found in site content. | Exact phone and website match; distinct from a same-named 'Creatives Media' Facebook page which may be a related/rebranded social handle.
pilot-0055,MAC Tradigital Platforms | Digital Marketing Agency in Lebanon,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"VGX3+JWQ Downtown, Beirut, Lebanon",Beirut,LB,+961 71 008 088,https://www.google.com/maps/search/?api=1&query=MAC%20Tradigital%20Platforms%20%7C%20Digital%20Marketing%20Agency%20in%20Lebanon&query_place_id=ChIJjwFAFvkXHxURZmbbyBXFVKc,ChIJjwFAFvkXHxURZmbbyBXFVKc,5,9,https://macplatforms.com/,https://macplatforms.com/,likely_official_needs_review,https://macplatforms.com/about-us/,"Direct fetch returned 'Account Suspended' (site appears to be experiencing a hosting issue at time of check). Domain independently corroborated as the real official site via ZoomInfo, Facebook, and a LinkedIn company-page reference, plus a cached 'About us | Mac Platforms' page. Founded 2019, Al Lenbi St, Beirut, 11-50 employees.",2026-09-05,unavailable_not_found,,unknown,,Site inaccessible at time of check; careers page could not be verified.,https://lb.linkedin.com/company/mac-tradigital-platforms,likely_match_needs_review,https://lb.linkedin.com/company/mac-tradigital-platforms,high,Search result title/URL slug directly matches company name; not opened per LinkedIn restrictions.,unknown,low,manual_only,needs_manual_review,web_verification_complete,"Direct fetch returned 'Account Suspended' (site appears to be experiencing a hosting issue at time of check). Domain independently corroborated as the real official site via ZoomInfo, Facebook, and a LinkedIn company-page reference, plus a cached 'About us | Mac Platforms' page. Founded 2019, Al Lenbi St, Beirut, 11-50 employees. | Site inaccessible at time of check; careers page could not be verified. | Search result title/URL slug directly matches company name; not opened per LinkedIn restrictions."
pilot-0056,Paperview Design and Branding,eligible_employer,"Google category ""Advertising agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Advertising agency,digital marketing / branding agency,private_company,Beirut,Marketing/advertising/graphic design,"Ave, Saifi, 3rd Floor, Chawkatly Bldg, Beirut, Lebanon",Beirut,LB,+961 1 444 543,https://www.google.com/maps/search/?api=1&query=Paperview%20Design%20and%20Branding&query_place_id=ChIJtakawLUXHxURA5rW06wMyxU,ChIJtakawLUXHxURA5rW06wMyxU,4.9,14,http://www.paperviewdesign.com/,http://www.paperviewdesign.com/,verified_official,http://www.paperviewdesign.com/,Confirmed via direct fetch: Saifi/Beirut address and phone match the Google Maps listing exactly. Founder Lorette Shebaya; branding/graphic design agency.,2026-09-05,unavailable_not_found,,none,,No Careers/Jobs/Join Us link found in navigation or footer.,https://www.linkedin.com/company/paperview-design,verified_official_company_page,https://www.linkedin.com/company/paperview-design,high,"Name, location, and services match directly; found via public search only, not opened.",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch: Saifi/Beirut address and phone match the Google Maps listing exactly. Founder Lorette Shebaya; branding/graphic design agency. | No Careers/Jobs/Join Us link found in navigation or footer. | Name, location, and services match directly; found via public search only, not opened."
pilot-0057,Colart Digital Marketing Agency,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"Gouraud, Beirut, Lebanon",Beirut,LB,+961 70 649 423,https://www.google.com/maps/search/?api=1&query=Colart%20Digital%20Marketing%20Agency&query_place_id=ChIJ3xSJu3IXHxURp0OJbAkkwkI,ChIJ3xSJu3IXHxURp0OJbAkkwkI,,,https://www.colartdigitalmarketingagency.com/,https://www.colartdigitalmarketingagency.com/,verified_official,https://www.colartdigitalmarketingagency.com/,"Confirmed via direct fetch. Company states it is based in Tripoli, Lebanon (Google Maps place record was tagged Beirut region grouping; both are within Lebanon, noted for regional accuracy).",2026-09-05,unavailable_not_found,,none,,No Careers/Jobs/Join Us link found in navigation or footer.,,no_company_page_found,,low,"No confident exact-match LinkedIn company page found. Nearest results are a personal profile (excluded per rules — not a company page) and an unrelated 'Colart Publishing & Advertising LLC' (est. 1991, different business).",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch. Company states it is based in Tripoli, Lebanon (Google Maps place record was tagged Beirut region grouping; both are within Lebanon, noted for regional accuracy). | No Careers/Jobs/Join Us link found in navigation or footer. | No confident exact-match LinkedIn company page found. Nearest results are a personal profile (excluded per rules — not a company page) and an unrelated 'Colart Publishing & Advertising LLC' (est. 1991, different business)."
pilot-0058,Mass Fluence,eligible_employer,"Google category ""Advertising agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Advertising agency,digital marketing / branding agency,private_company,Beirut,Marketing/advertising/graphic design,"Downtown, Al Qoura Building, Urugay, Beirut, Lebanon",Beirut,LB,+961 81 868 145,https://www.google.com/maps/search/?api=1&query=Mass%20Fluence&query_place_id=ChIJh6MH_XpJQksRyWVlNJJkkWI,ChIJh6MH_XpJQksRyWVlNJJkkWI,5,1,,,no_official_website_found,,No Maps-supplied website. Guessed massfluence.com resolved but 301-redirects to a domain-for-sale listing on brandbucket.com (not the company); massfluence.com.lb failed DNS resolution. No official website found.,2026-09-05,unavailable_not_found,,none,,Not applicable: no working website found to check for a careers page.,,no_company_page_found,,,"Not searched: WebSearch quota exhausted (environment-wide, confirmed in prior batches).",unknown,low,manual_only,no_official_source_found,web_verification_complete,"No Maps-supplied website. Guessed massfluence.com resolved but 301-redirects to a domain-for-sale listing on brandbucket.com (not the company); massfluence.com.lb failed DNS resolution. No official website found. | Not applicable: no working website found to check for a careers page. | Not searched: WebSearch quota exhausted (environment-wide, confirmed in prior batches)."
pilot-0059,Xpandable Lebanon - Digital Marketing Agency in Lebanon,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"شارع لبنان, Beirut, Lebanon",Beirut,LB,+961 70 093 922,https://www.google.com/maps/search/?api=1&query=Xpandable%20Lebanon%20-%20Digital%20Marketing%20Agency%20in%20Lebanon&query_place_id=ChIJj6eAWCEXHxURWByFnPXpMTc,ChIJj6eAWCEXHxURWByFnPXpMTc,4.8,22,https://www.xpandable.online/,https://www.xpandable.online/,verified_official,https://www.xpandable.online/,"Confirmed via direct fetch and search: Beirut HQ (Louis Vuitton Bldg, Downtown), founded 2012, 11-50 employees.",2026-09-05,unavailable_not_found,,none,,No Careers/Jobs/Join Us link found in navigation or footer.,https://www.linkedin.com/company/expandable-online-services,verified_official_company_page,https://www.linkedin.com/company/expandable-online-services,high,"Founded 2012, Beirut HQ, digital marketing agency description matches exactly.",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch and search: Beirut HQ (Louis Vuitton Bldg, Downtown), founded 2012, 11-50 employees. | No Careers/Jobs/Join Us link found in navigation or footer. | Founded 2012, Beirut HQ, digital marketing agency description matches exactly."
pilot-0060,Digital Grape,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"Royal Tower, 9th Floor, Beirut, Lebanon",Beirut,LB,+961 3 869 865,https://www.google.com/maps/search/?api=1&query=Digital%20Grape&query_place_id=ChIJnXDqOSoXHxUR0IEMtyMYtRA,ChIJnXDqOSoXHxUR0IEMtyMYtRA,5,2,http://www.digitalgrape.com/,http://www.digitalgrape.com/,verified_official,http://www.digitalgrape.com/,"Confirmed via direct fetch and search: Mar Mikhael/Verdun Beirut office, founded 2011, 11-50 employees, medical marketing niche.",2026-09-05,unavailable_not_found,,none,,No Careers/Jobs/Join Us link found in navigation or footer.,https://www.linkedin.com/company/digital-grape,verified_official_company_page,https://www.linkedin.com/company/digital-grape,high,"Founded 2011, Beirut HQ, matches exactly.",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch and search: Mar Mikhael/Verdun Beirut office, founded 2011, 11-50 employees, medical marketing niche. | No Careers/Jobs/Join Us link found in navigation or footer. | Founded 2011, Beirut HQ, matches exactly."
pilot-0061,Deals In Lebanon,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"7th Floor, Pasteur 40 Bldg, Pasteur Street, Beirut, Lebanon",Beirut,LB,+961 1 565 686,https://www.google.com/maps/search/?api=1&query=Deals%20In%20Lebanon&query_place_id=ChIJD8yZ_D8XHxURidY-ZcXuLbE,ChIJD8yZ_D8XHxURidY-ZcXuLbE,4.8,20,,,no_official_website_found,,No Maps-supplied website. Tried guessed domains dealsinlebanon.com and dealsinlebanon.com.lb; both failed DNS resolution (ENOTFOUND). No official website found.,2026-09-05,unavailable_not_found,,none,,Not applicable: no working website found to check for a careers page.,,no_company_page_found,,,"Not searched: WebSearch quota exhausted (environment-wide, confirmed in prior batches).",unknown,low,manual_only,no_official_source_found,web_verification_complete,"No Maps-supplied website. Tried guessed domains dealsinlebanon.com and dealsinlebanon.com.lb; both failed DNS resolution (ENOTFOUND). No official website found. | Not applicable: no working website found to check for a careers page. | Not searched: WebSearch quota exhausted (environment-wide, confirmed in prior batches)."
pilot-0062,Businex,unverifiable_identity,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found. [Reclassified during web verification: Google Maps supplied a website that clearly belongs to a different, UK-based company; no independent Lebanese-market evidence exists to confirm this is a genuine, distinct employer rather than a mislabeled/duplicate Maps entry.]",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"Beirut, Lebanon",Beirut,LB,+961 71 311 698,https://www.google.com/maps/search/?api=1&query=Businex&query_place_id=ChIJ4zjpPf0XHxUR_CsjiumLiaI,ChIJ4zjpPf0XHxUR_CsjiumLiaI,5,5,https://busiinex.com/,,incorrect_or_unrelated,https://busiinex.com/,"Google Maps-supplied domain (busiinex.com) explicitly states it is based in London, UK, not Beirut/Lebanon — direct content mismatch with the Lebanon place record. A targeted search found no independent evidence of a Lebanese 'Businex' marketing agency. RELEVANCE STATUS REVISED from eligible_employer to unverifiable_identity based on this finding (see note).",2026-09-05,unavailable_not_found,,unknown,,Not applicable — no confirmed official website to check.,,no_company_page_found,,low,No Lebanon-based 'Businex' found in search; cannot confirm identity independent of the mismatched website.,unknown,low,manual_only,no_official_source_found,web_verification_complete,"Google Maps-supplied domain (busiinex.com) explicitly states it is based in London, UK, not Beirut/Lebanon — direct content mismatch with the Lebanon place record. A targeted search found no independent evidence of a Lebanese 'Businex' marketing agency. RELEVANCE STATUS REVISED from eligible_employer to unverifiable_identity based on this finding (see note). | Not applicable — no confirmed official website to check. | No Lebanon-based 'Businex' found in search; cannot confirm identity independent of the mismatched website."
pilot-0063,Masaphat Agency - شركة تسويق,eligible_employer,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"Downtown Louis Vuitton Building, Beirut, Lebanon",Beirut,LB,+961 1 957 574,https://www.google.com/maps/search/?api=1&query=Masaphat%20Agency%20-%20%D8%B4%D8%B1%D9%83%D8%A9%20%D8%AA%D8%B3%D9%88%D9%8A%D9%82&query_place_id=ChIJ46qh4hYXHxUR91K8M6xFRQY,ChIJ46qh4hYXHxUR91K8M6xFRQY,4.5,2,https://www.masaphat.com/,https://www.masaphat.com/,verified_official,https://masaphat.com/fadel-hayek-the-best-digital-marketer-in-lebanon/,"Direct fetch showed generic/placeholder-looking contact info (info@example.com, a UK phone number), raising initial doubt. However, independent search confirms Masaphat is a real Beirut agency led by CEO Fadel Hayek, now headquartered in Downtown Beirut — matching the Google Maps 'Downtown Louis Vuitton Building' address. Site likely has stale template contact details that should be corrected on a future manual pass.",2026-09-05,unavailable_not_found,,none,,No Careers/Jobs/Join Us link found.,,no_company_page_found,,low,Only a personal profile (Hussein Hayek) surfaced; no distinct company page found. Personal profile intentionally excluded per rules.,unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Direct fetch showed generic/placeholder-looking contact info (info@example.com, a UK phone number), raising initial doubt. However, independent search confirms Masaphat is a real Beirut agency led by CEO Fadel Hayek, now headquartered in Downtown Beirut — matching the Google Maps 'Downtown Louis Vuitton Building' address. Site likely has stale template contact details that should be corrected on a future manual pass. | No Careers/Jobs/Join Us link found. | Only a personal profile (Hussein Hayek) surfaced; no distinct company page found. Personal profile intentionally excluded per rules."
pilot-0064,tsmmpanel,unverifiable_identity,"Google category ""Marketing agency"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found. [Reclassified during web verification: The only website evidence available belongs to an unrelated business (domain repurposed); no other identity evidence exists beyond the bare Google Maps listing itself, which alone is insufficient per the verification standard.]",Marketing agency,retail,retailer,Beirut,Marketing/advertising/graphic design,"Center Al Tayyar, floor 4 - Office number 56, Beirut, Lebanon",Beirut,LB,+961 78 915 038,https://www.google.com/maps/search/?api=1&query=tsmmpanel&query_place_id=ChIJd_F0ZAMXHxURBc-8fpKYCpU,ChIJd_F0ZAMXHxURBc-8fpKYCpU,5,54,https://www.tsmmpanel.com/,,incorrect_or_unrelated,https://www.tsmmpanel.com/,Google Maps-supplied domain now resolves to an unrelated Chinese anime-content site — almost certainly an expired/repurposed domain. No independent evidence of a real 'tsmmpanel' Beirut marketing agency was found. RELEVANCE STATUS REVISED to unverifiable_identity.,2026-09-05,unavailable_not_found,,unknown,,Not applicable.,,no_company_page_found,,low,Not searched — company identity itself is unconfirmed/likely spurious given the hijacked domain.,unknown,low,manual_only,no_official_source_found,web_verification_complete,Google Maps-supplied domain now resolves to an unrelated Chinese anime-content site — almost certainly an expired/repurposed domain. No independent evidence of a real 'tsmmpanel' Beirut marketing agency was found. RELEVANCE STATUS REVISED to unverifiable_identity. | Not applicable. | Not searched — company identity itself is unconfirmed/likely spurious given the hijacked domain.
pilot-0065,Azentio Software Private Limited Lebanon,eligible_employer,"Google category ""Software company"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"Le Bureau Building, Regus, Office No. 418, 4th Floor, Mathaf, Beirut, Lebanon",Beirut,LB,+961 1 697 748,https://www.google.com/maps/search/?api=1&query=Azentio%20Software%20Private%20Limited%20Lebanon&query_place_id=ChIJTwpSY8MXHxURS9uuGsLUHSA,ChIJTwpSY8MXHxURS9uuGsLUHSA,4.2,22,https://www.azentio.com/,https://www.azentio.com/,likely_official_needs_review,https://www.azentio.com/careers,"Direct fetch of homepage returned HTTP 403 (bot-blocked). Identity independently confirmed as the real, large multinational BFSI/ERP software vendor (2,500+ employees, 20+ offices) with an active Lebanon-based 'Talent Acquisition Manager' role referenced in search results, supporting a genuine Lebanon presence consistent with the Google Maps listing.",2026-09-05,public_company_careers_page,https://www.azentio.com/careers,unknown,https://www.azentio.com/careers,"Careers page confirmed to exist via search result title 'Careers at Azentio | BFSI & ERP Software Jobs'; page content itself not rendered due to the 403 block, so no ATS platform could be confirmed with certainty.",,no_company_page_found,,medium,"Azentio Software clearly has an active LinkedIn presence (employee profiles and company posts reference it), but the exact linkedin.com/company/ URL was not confirmed in search snippets during this pass.",unknown,low,suitable_public_html_subject_to_review,needs_manual_review,web_verification_complete,"Direct fetch of homepage returned HTTP 403 (bot-blocked). Identity independently confirmed as the real, large multinational BFSI/ERP software vendor (2,500+ employees, 20+ offices) with an active Lebanon-based 'Talent Acquisition Manager' role referenced in search results, supporting a genuine Lebanon presence consistent with the Google Maps listing. | Careers page confirmed to exist via search result title 'Careers at Azentio | BFSI & ERP Software Jobs'; page content itself not rendered due to the 403 block, so no ATS platform could be confirmed with certainty. | Azentio Software clearly has an active LinkedIn presence (employee profiles and company posts reference it), but the exact linkedin.com/company/ URL was not confirmed in search snippets during this pass."
pilot-0066,CME,eligible_employer,"Google category ""Software company"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"BDD 1227 Block A , Beirut Digital District, Beirut, Lebanon",Beirut,LB,+961 1 660 064,https://www.google.com/maps/search/?api=1&query=CME&query_place_id=ChIJn2noHAkXHxURfVm5GDd1L5I,ChIJn2noHAkXHxURfVm5GDd1L5I,4.6,44,http://www.gotocme.com/,https://www.gotocme.com/,verified_official,https://www.gotocme.com/,"Confirmed via direct fetch and search. Beirut Digital District HQ (Building 1227 Block A), IT services/software company, ~201-500 employees, founded 2005.",2026-09-05,public_company_careers_page,https://www.gotocme.com/careers/,none,https://www.gotocme.com/careers/,"Dedicated careers page confirmed in navigation, footer, and a homepage CTA ('Join a team that's shaping the future of tech'). No third-party ATS platform detected; own custom page. A related Beirut Digital District internship listing for 'CME Offshore' was found as corroborating evidence (careers.beirutdigitaldistrict.com), not used as the primary source.",https://www.linkedin.com/company/cmeoffshore-sal,verified_official_company_page,https://www.linkedin.com/company/cmeoffshore-sal,high,Matches Beirut Digital District HQ and IT-services description exactly.,unknown,medium,suitable_public_html_subject_to_review,verified,web_verification_complete,"Confirmed via direct fetch and search. Beirut Digital District HQ (Building 1227 Block A), IT services/software company, ~201-500 employees, founded 2005. | Dedicated careers page confirmed in navigation, footer, and a homepage CTA ('Join a team that's shaping the future of tech'). No third-party ATS platform detected; own custom page. A related Beirut Digital District internship listing for 'CME Offshore' was found as corroborating evidence (careers.beirutdigitaldistrict.com), not used as the primary source. | Matches Beirut Digital District HQ and IT-services description exactly."
pilot-0067,Creyasoft sarl,eligible_employer,"Google category ""Software company"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"Tekeyan Center, Nahr Ibrahim Street، Gemayze Beirut, Lebanon",Gemayze Beirut,LB,+961 1 565 225,https://www.google.com/maps/search/?api=1&query=Creyasoft%20sarl&query_place_id=ChIJ_aO-6PoWHxURRtoY4HsRmwg,ChIJ_aO-6PoWHxURRtoY4HsRmwg,4,1,http://creyasoft.com/,http://creyasoft.com/,verified_official,http://creyasoft.com/,"Confirmed via direct fetch and search: ~25 employees, Beirut, OpenKM electronic-document-management partnership matches the on-site description exactly.",2026-09-05,public_company_careers_page,https://creyasoft.com/careers/,none,https://creyasoft.com/careers/,Careers link present in main navigation and footer.,,no_company_page_found,,low,No confident linkedin.com/company/ URL found; an 'Expert Document Services' LinkedIn showcase page was referenced in search results but ownership by Creyasoft specifically was not confirmed.,unknown,medium,suitable_public_html_subject_to_review,verified,web_verification_complete,"Confirmed via direct fetch and search: ~25 employees, Beirut, OpenKM electronic-document-management partnership matches the on-site description exactly. | Careers link present in main navigation and footer. | No confident linkedin.com/company/ URL found; an 'Expert Document Services' LinkedIn showcase page was referenced in search results but ownership by Creyasoft specifically was not confirmed."
pilot-0068,Azkatech,eligible_employer,"Google category ""Software company"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"Victoria Tower Building, 4th Floor, Before Fiat Bridge, Pierre Gemayel, Corniche El Nahr, Beirut, Lebanon",Beirut,LB,+961 70 504 898,https://www.google.com/maps/search/?api=1&query=Azkatech&query_place_id=ChIJMZ9HeQ4XHxURZLUwC8WkjD0,ChIJMZ9HeQ4XHxURZLUwC8WkjD0,4.2,13,https://azka.tech/,https://azka.tech/,verified_official,https://azka.tech/,"Confirmed via direct fetch: 'first and biggest Official Odoo Gold Partner in Lebanon', Beirut HQ matches Google Maps address (Victoria Tower, Corniche El Nahr) and phone.",2026-09-05,public_company_careers_page,https://azka.tech/working-in-azkatech/,none,https://azka.tech/working-in-azkatech/,"Careers link present in main navigation and footer, pointing to the same page.",https://www.linkedin.com/company/azkatech,verified_official_company_page,https://www.linkedin.com/company/azkatech,high,"Strongly corroborated: official Odoo partner directory listing, and multiple real LinkedIn job postings for 'Azkatech S.A.L' in Lebanon (Business Development/Sales, ERP Implementer, Business Analyst) found via search — treated as corroborating evidence only, not the primary careers source.",unknown,medium,suitable_public_html_subject_to_review,verified,web_verification_complete,"Confirmed via direct fetch: 'first and biggest Official Odoo Gold Partner in Lebanon', Beirut HQ matches Google Maps address (Victoria Tower, Corniche El Nahr) and phone. | Careers link present in main navigation and footer, pointing to the same page. | Strongly corroborated: official Odoo partner directory listing, and multiple real LinkedIn job postings for 'Azkatech S.A.L' in Lebanon (Business Development/Sales, ERP Implementer, Business Analyst) found via search — treated as corroborating evidence only, not the primary careers source."
pilot-0069,Lebanon Store,eligible_employer,"Google category ""Computer store"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Computer store,information_technology,retailer,Lebanon country-wide,Software and IT services,"facing aseer alsawas building 3nd Floor Company Offices, Bshara Elkhoury, Main Street, Beirut, Lebanon",Beirut,LB,+961 78 856 689,https://www.google.com/maps/search/?api=1&query=Lebanon%20Store&query_place_id=ChIJoWQ6qlAXHxURNb5hqAeg8cI,ChIJoWQ6qlAXHxURNb5hqAeg8cI,4.8,566,https://lebanonstores.com/,https://lebanonstores.com/,verified_official,https://lebanonstores.com/,Confirmed via direct fetch: gaming/PC/electronics retail store explicitly branded for the Lebanon market.,2026-09-05,unavailable_not_found,,none,,No Careers/Jobs link found.,,no_company_page_found,,low,"Search surfaced other unrelated Lebanese computer/gaming retailers (PC and Parts, Ayoub Computers) but no confirmed page specifically for 'Lebanon Store'.",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch: gaming/PC/electronics retail store explicitly branded for the Lebanon market. | No Careers/Jobs link found. | Search surfaced other unrelated Lebanese computer/gaming retailers (PC and Parts, Ayoub Computers) but no confirmed page specifically for 'Lebanon Store'."
pilot-0070,Murex (Mar Elias bldg),duplicate_existing_registry_company,"Matches existing registry entry via domain: Murex (cc-murex, source: master-company-registry.csv/lebanon.csv)",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"VFXW+4CC, Beirut, Lebanon",Beirut,LB,+961 1 356 000,https://www.google.com/maps/search/?api=1&query=Murex%20(Mar%20Elias%20bldg)&query_place_id=ChIJOZEx594WHxURNdqq0HJssLo,ChIJOZEx594WHxURNdqq0HJssLo,4.7,124,http://www.murex.com/,,not_applicable,,,,not_applicable,,not_applicable,,,,not_applicable,,,,unknown,not_applicable,not_applicable,no_official_source_found,classification_complete_no_web_research_needed,
pilot-0071,LeadByTech - IT & Software Solutions,eligible_employer,"Google category ""Software company"" matches a legitimate employer sector; no duplicate, closure, or individual-practitioner signal found.",Software company,information_technology,private_company,Lebanon country-wide,Software and IT services,"VGR4+2PG, Damascus, Beirut, Lebanon",Beirut,LB,+961 3 998 750,https://www.google.com/maps/search/?api=1&query=LeadByTech%20-%20IT%20%26%20Software%20Solutions&query_place_id=ChIJd4Wtu9UXHxUReSmnbUqa6mI,ChIJd4Wtu9UXHxUReSmnbUqa6mI,4.7,15,https://leadbytech.com/,https://leadbytech.com/,verified_official,https://leadbytech.com/,"Confirmed via direct fetch: Beirut Studio address, phone +961 3 998 750 matches Google Maps exactly.",2026-09-05,unavailable_not_found,,none,,No Careers/Jobs link found.,,no_company_page_found,,low,"Search returned only similarly-named unrelated companies (Leadtech Group, LeadByte, Lead-Tech Solutions); no confirmed page for this exact company.",unknown,medium,manual_only,needs_manual_review,web_verification_complete,"Confirmed via direct fetch: Beirut Studio address, phone +961 3 998 750 matches Google Maps exactly. | No Careers/Jobs link found. | Search returned only similarly-named unrelated companies (Leadtech Group, LeadByte, Lead-Tech Solutions); no confirmed page for this exact company."
