canonical_name,normalized_domain,website,place_ids,regions,categories,address,city,phone,rating,reviews_count,google_maps_url,duplicate_count,flagged_for_review,source,scraped_at
ACUBE INFOTECH CO LLC,acubeinfotech.ae,https://www.acubeinfotech.ae/,ChIJF_NwC3hCXz4RpbOorGNA-w4,Dubai,Corporate office,jumeirah Terrace - Office 205 2nd December St - opp. UAE Flag - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,,+971 4 330 0251,4.5,49,https://www.google.com/maps/search/?api=1&query=ACUBE%20INFOTECH%20CO%20LLC&query_place_id=ChIJF_NwC3hCXz4RpbOorGNA-w4,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:12.990Z
ADC Architectural & Engineering Consultants,adcconsultant.com,http://www.adcconsultant.com/,ChIJAZ6YCOZCXz4RTOu76DCDO8A,Dubai,Architectural designer,Nassima Tower - 1002 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,,+971 4 386 8618,4.6,9,https://www.google.com/maps/search/?api=1&query=ADC%20Architectural%20%26%20Engineering%20Consultants&query_place_id=ChIJAZ6YCOZCXz4RTOu76DCDO8A,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:56.121Z
ADHQ Project,,,ChIJS1HWhJJpXj4Razra_e0ej_c,Abu Dhabi,Construction company,"E23, الإتحاد - Abu Dhabi - United Arab Emirates",,,5.0,1,https://www.google.com/maps/search/?api=1&query=ADHQ%20Project&query_place_id=ChIJS1HWhJJpXj4Razra_e0ej_c,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:05.792Z
ADMA Consulting and Accounting LLC,admauae.com,http://www.admauae.com/,ChIJw7iRhmRnXj4R8bHUCOr8aaI,Abu Dhabi,Accounting firm,Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates,,+971 2 628 0778,4.9,191,https://www.google.com/maps/search/?api=1&query=ADMA%20Consulting%20and%20Accounting%20LLC&query_place_id=ChIJw7iRhmRnXj4R8bHUCOr8aaI,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:35.966Z
ahad alfan of engineering consultancy عهد الفن للاستشارات الهندسية,ahdalfan.com,http://www.ahdalfan.com/,ChIJX8Z2hn9HXj4RM5GD4dy2EQk,Abu Dhabi,Engineering consultant,Mohamed Bin Zayed City - ME9 - Abu Dhabi - United Arab Emirates,,+971 54 441 8884,3.9,52,https://www.google.com/maps/search/?api=1&query=ahad%20alfan%20of%20engineering%20consultancy%20%D8%B9%D9%87%D8%AF%20%D8%A7%D9%84%D9%81%D9%86%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9&query_place_id=ChIJX8Z2hn9HXj4RM5GD4dy2EQk,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:39.177Z
AHMAD BIN DESMAL CONTRACTING CO. (L.L.C.),,,ChIJuZQXUwZDXz4Rb_nH3iCifDI,Dubai,Contractor,Dubai Dry Docks - Madinat Dubai Al Melaheyah - Al Mina - Dubai - United Arab Emirates,,+971 4 345 8883,3.1,8,https://www.google.com/maps/search/?api=1&query=AHMAD%20BIN%20DESMAL%20CONTRACTING%20CO.%20(L.L.C.)&query_place_id=ChIJuZQXUwZDXz4Rb_nH3iCifDI,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:56.016Z
AHMED SULTAN AL ALI(ASAA) Accounting & Bookkeeping Service in Dubai,asaaaccounts.com,http://asaaaccounts.com/,ChIJWagT181DXz4RTs2fl-FTNto,Dubai,Accounting firm,"Al Badoor, Building - 11, 2nd Floor - Baniyas Rd - Al Rigga - Deira - Dubai - United Arab Emirates",,+971 4 232 2726,4.8,16,https://www.google.com/maps/search/?api=1&query=AHMED%20SULTAN%20AL%20ALI(ASAA)%20Accounting%20%26%20Bookkeeping%20Service%20in%20Dubai&query_place_id=ChIJWagT181DXz4RTs2fl-FTNto,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:21:04.480Z
Aims General Contracting Company,aimsauh.ae,http://www.aimsauh.ae/,ChIJ1esU6npmXj4RqRJx1VbUJBY,Abu Dhabi,Construction company,Ahmed Al Fahim Tower - Office 301 - Sheikh Rashid Bin Saeed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,+971 2 622 2993,4.3,35,https://www.google.com/maps/search/?api=1&query=Aims%20General%20Contracting%20Company&query_place_id=ChIJ1esU6npmXj4RqRJx1VbUJBY,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.443Z
AIRBEST EXPRESS CARGO LLC. ®️ ABUDHABI,airbestcargo.com,https://airbestcargo.com/,ChIJgT6xdGJnXj4R0yYK3CXtIcI,Abu Dhabi,Logistics service,F9WC+WF2 - Sheikh Zayed Bin Sultan St - behind KM Trading - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,+971 52 341 2113,4.7,89,https://www.google.com/maps/search/?api=1&query=AIRBEST%20EXPRESS%20CARGO%20LLC.%20%C2%AE%EF%B8%8F%20ABUDHABI&query_place_id=ChIJgT6xdGJnXj4R0yYK3CXtIcI,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.241Z
AJA Expert Accounting,ajaexperts.com,https://www.ajaexperts.com/,ChIJ5WEgffJpXz4RO1Y6580NPEI,Dubai,Accounting firm,Business Center - 106 A1Mas - Mankhool - Dubai - United Arab Emirates,,+971 4 554 6058,5.0,16,https://www.google.com/maps/search/?api=1&query=AJA%20Expert%20Accounting&query_place_id=ChIJ5WEgffJpXz4RO1Y6580NPEI,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
Akfa Accounting and Tax Consultancy,akfaaccounting.com,https://akfaaccounting.com/,ChIJe-2bPeVHXj4RQKyjbF9B3JM,Abu Dhabi,Accounting firm,Hajjaj Bin Malik St - Mohamed Bin Zayed City - Z9 01 - Abu Dhabi - United Arab Emirates,,+971 52 390 7045,5.0,48,https://www.google.com/maps/search/?api=1&query=Akfa%20Accounting%20and%20Tax%20Consultancy&query_place_id=ChIJe-2bPeVHXj4RQKyjbF9B3JM,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:40.319Z
AKSG Building Contracting L.L.C,aksggroup.com,https://www.aksggroup.com/,ChIJzQKanVbGPWkRdvIJ25-xBhA,Dubai,Construction company,Office Land Building - 2nd Floor - Al Karama - Dubai - United Arab Emirates,,+971 50 349 3429,5.0,2,https://www.google.com/maps/search/?api=1&query=AKSG%20Building%20Contracting%20L.L.C&query_place_id=ChIJzQKanVbGPWkRdvIJ25-xBhA,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.704Z
Al Ahd General Contracting Co AGCM,agcmco.com,http://agcmco.com/,ChIJxZii5F9mXj4RZjeqIsVTdnM,Abu Dhabi,Construction company,Sheikh Khalifa Bin Zayed St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,,+971 50 254 8789,4.2,104,https://www.google.com/maps/search/?api=1&query=Al%20Ahd%20General%20Contracting%20Co%20AGCM&query_place_id=ChIJxZii5F9mXj4RZjeqIsVTdnM,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:31.442Z
AL Aman Medical Centre AL Karama,alamanmedicalcenter.com,http://alamanmedicalcenter.com/,ChIJpyOOMWZDXz4RAnldPsB42oQ,Dubai,Medical Center,Kanoo Group Building - 201 - next to ADCB Metro - Al Karama - Dubai - United Arab Emirates,,+971 4 321 5689,4.8,135,https://www.google.com/maps/search/?api=1&query=AL%20Aman%20Medical%20Centre%20AL%20Karama&query_place_id=ChIJpyOOMWZDXz4RAnldPsB42oQ,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:19.433Z
Al Amana Medical center LLC,,,ChIJPQ_KlP9CXz4RvxYzBG7aPUo,Dubai,Medical Center,"Villa # 183P,Al Wasl Road,Al Badaa - Dubai - United Arab Emirates",,+971 4 385 9389,5.0,1,https://www.google.com/maps/search/?api=1&query=Al%20Amana%20Medical%20center%20LLC&query_place_id=ChIJPQ_KlP9CXz4RvxYzBG7aPUo,1,,apify_google_maps_run-dubai-g4,2026-09-07T11:22:19.433Z
Al Bakht Curtains & Decor البخت للستائر والديكور,albakhtcurtains.ae,http://www.albakhtcurtains.ae/,ChIJhxcPX305Xj4RTPeNm69rH58,Abu Dhabi,Interior designer,Mohammad Bin Zayed City - beside Creative British School - Musaffah - ME10 - Abu Dhabi - United Arab Emirates,,+971 52 302 0717,4.9,148,https://www.google.com/maps/search/?api=1&query=Al%20Bakht%20Curtains%20%26%20Decor%20%D8%A7%D9%84%D8%A8%D8%AE%D8%AA%20%D9%84%D9%84%D8%B3%D8%AA%D8%A7%D8%A6%D8%B1%20%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%83%D9%88%D8%B1&query_place_id=ChIJhxcPX305Xj4RTPeNm69rH58,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:51.338Z
"AL DHABI Engineering, Environmental and Arbitration Consultancy",aldhabiae.com,https://aldhabiae.com/,ChIJXxi_XOlHXj4R8uyEuveZRf0,Abu Dhabi,Engineering consultant,13 Al Shu'ara St - Mohamed Bin Zayed City - ME9 - Abu Dhabi - United Arab Emirates,,+971 50 317 3701,5.0,1,https://www.google.com/maps/search/?api=1&query=AL%20DHABI%20Engineering%2C%20Environmental%20and%20Arbitration%20Consultancy&query_place_id=ChIJXxi_XOlHXj4R8uyEuveZRf0,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:39.176Z
Al Dhafra International Projects Group,dhafra.org,http://dhafra.org/,ChIJkyX7sJVmXj4ROcXLbqPWoAI,Abu Dhabi,Construction company,At Tufayl Bin Abdullah St - Al Zahiyah - E12 - Abu Dhabi - United Arab Emirates,,+971 2 673 2732,4.4,52,https://www.google.com/maps/search/?api=1&query=Al%20Dhafra%20International%20Projects%20Group&query_place_id=ChIJkyX7sJVmXj4ROcXLbqPWoAI,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:32.238Z
Al Diyar General Contracting Co LLC,aldiygen.ae,http://aldiygen.ae/,ChIJX1iz61tmXj4RVgjCLfAWBO4,Abu Dhabi,Construction company,Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates,,+971 2 674 3939,4.1,30,https://www.google.com/maps/search/?api=1&query=Al%20Diyar%20General%20Contracting%20Co%20LLC&query_place_id=ChIJX1iz61tmXj4RVgjCLfAWBO4,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:32.237Z
Al Ghaith & Co,,,ChIJI1r4IP1CXz4R1nAlTs8H2QQ,Dubai,Accounting firm,67PH+QX9 - Al Mankhool Rd - Al Jafiliya - Dubai - United Arab Emirates,,+971 4 398 8575,,,https://www.google.com/maps/search/?api=1&query=Al%20Ghaith%20%26%20Co&query_place_id=ChIJI1r4IP1CXz4R1nAlTs8H2QQ,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.869Z
Al Gurg Consultants,algurg.net,https://www.algurg.net/,ChIJ1yMqw9NCXz4RKn5gADaOOYM,Dubai,Engineering consultant,99 Building - 10th - Oud Metha Rd - Oud Metha - Dubai - United Arab Emirates,,+971 4 302 4999,4.4,92,https://www.google.com/maps/search/?api=1&query=Al%20Gurg%20Consultants&query_place_id=ChIJ1yMqw9NCXz4RKn5gADaOOYM,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:38.728Z
Al Hawraa Engineering Consultants,alhawraa-engg.com,http://www.alhawraa-engg.com/,ChIJk94bPrJDXz4Rqv_fkXiy4wM,Dubai,Building consultant,Latifa Tower - Trade Center First - Dubai - United Arab Emirates,,+971 4 332 8010,4.2,5,https://www.google.com/maps/search/?api=1&query=Al%20Hawraa%20Engineering%20Consultants&query_place_id=ChIJk94bPrJDXz4Rqv_fkXiy4wM,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:48.893Z
Al Hendawy Medical Centre - Abu Dhabi,alhendawymc.ae,http://www.alhendawymc.ae/,ChIJ6T0V8mlmXj4R6FOUJwpOsJI,Abu Dhabi,Medical Center,منطقة الدانة أ -شارع المرور، مدينة - 425 الطابق الرابع - مقابل مدينة زايد للذهب بناية صيدلية الهنداوى - Abu Dhabi - United Arab Emirates,,+971 2 621 3666,4.4,251,https://www.google.com/maps/search/?api=1&query=Al%20Hendawy%20Medical%20Centre%20-%20Abu%20Dhabi&query_place_id=ChIJ6T0V8mlmXj4R6FOUJwpOsJI,1,,apify_google_maps_run-abudhabi-g4,2026-09-07T11:24:07.113Z
Al Hilal Engineering Consultants Dubai,alhilalengineering.net,http://www.alhilalengineering.net/,ChIJsVnms9VpXz4RU6rTlI__bg0,Dubai,Engineering consultant,"Suite 1804, Office Tower, The H Hotel، Sheikh Zayed Road, Dubai - Dubai - United Arab Emirates",,+971 4 320 0025,4.4,49,https://www.google.com/maps/search/?api=1&query=Al%20Hilal%20Engineering%20Consultants%20Dubai&query_place_id=ChIJsVnms9VpXz4RU6rTlI__bg0,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:38.728Z
Al Hudaiba Contracting J#401,,,ChIJRdDMQwBDXz4RYAQQNKrs3n8,Dubai,Construction company,10 8A St - Al Bada' - Dubai - United Arab Emirates,,,,,https://www.google.com/maps/search/?api=1&query=Al%20Hudaiba%20Contracting%20J%23401&query_place_id=ChIJRdDMQwBDXz4RYAQQNKrs3n8,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:56.016Z
Al Hudaiba Contracting LLC,alhudaiba.com,http://alhudaiba.com/,ChIJ56-faFZDXz4Rkma4avgO-Wo,Dubai,Construction company,شارع الثاني من ديسمبر‎ - Jumeirah - Jumeira First - Dubai - United Arab Emirates,,+971 4 228 4828,4.5,23,https://www.google.com/maps/search/?api=1&query=Al%20Hudaiba%20Contracting%20LLC&query_place_id=ChIJ56-faFZDXz4Rkma4avgO-Wo,1,,apify_google_maps_run-dubai-g3,2026-09-07T11:20:54.701Z
Al Jabal Engineering Consultancy Establishment,protenders.com,https://www.protenders.com/companies/al-jabal-engineering-consultancy-establishment,ChIJQ1toZdRCXz4R678pYQs4xeI,Dubai,Engineering consultant,68V6+79P - Umm Hureir Road - Oud Metha - Dubai - United Arab Emirates,,+971 4 334 7176,5.0,3,https://www.google.com/maps/search/?api=1&query=Al%20Jabal%20Engineering%20Consultancy%20Establishment&query_place_id=ChIJQ1toZdRCXz4R678pYQs4xeI,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:38.729Z
Al Khawaja Engineering Consultants [KWEC],kwec.ae,https://kwec.ae/,ChIJNUO4mcxcXz4RkIFqB0V4_hU,Dubai,Engineering consultant,NASA Building - Offices 210 & 201 - Al Maktoum Rd - Dubai - United Arab Emirates,,+971 4 227 2416,4.3,80,https://www.google.com/maps/search/?api=1&query=Al%20Khawaja%20Engineering%20Consultants%20%5BKWEC%5D&query_place_id=ChIJNUO4mcxcXz4RkIFqB0V4_hU,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:26:01.109Z
Al Layiq Interior Design | Fit Out Abu Dhabi,allayiq.com,https://allayiq.com/,ChIJEeMrKmU5Xj4R3oMxcEuy4LE,Abu Dhabi,Interior designer,"Mazyad, mall offices tower - Mohammed bin zayed city Z9 - 01 - office number - 33 - 1 9 th floor - Abu Dhabi - United Arab Emirates",,+971 56 997 7370,5.0,2,https://www.google.com/maps/search/?api=1&query=Al%20Layiq%20Interior%20Design%20%7C%20Fit%20Out%20Abu%20Dhabi&query_place_id=ChIJEeMrKmU5Xj4R3oMxcEuy4LE,1,,apify_google_maps_run-abudhabi-g1,2026-09-07T11:26:49.178Z
AL MAASE AUDITING,almaase.com,https://www.almaase.com/,ChIJ0c_VVU1HXj4RihAOJ77YMEo,Abu Dhabi,Accounting firm,"New Global Tower , Building C21 , Office 1802, Near ADCB Headquarters, Opposite CBD Bank,Electra Street, Abu Dhabi, UAEpposite - Abu Dhabi - United Arab Emirates",,+971 2 626 8955,5.0,18,https://www.google.com/maps/search/?api=1&query=AL%20MAASE%20AUDITING&query_place_id=ChIJ0c_VVU1HXj4RihAOJ77YMEo,1,,apify_google_maps_run-abudhabi-g3,2026-09-07T11:21:35.966Z
al maher building paint LLC.,,,ChIJaaARDshDXz4RJm6o3Ohx7X8,Dubai,Architecture firm,D90 - Dubai - United Arab Emirates,,+971 56 180 2393,4.7,3,https://www.google.com/maps/search/?api=1&query=al%20maher%20building%20paint%20LLC.&query_place_id=ChIJaaARDshDXz4RJm6o3Ohx7X8,1,,apify_google_maps_run-dubai-g1,2026-09-07T11:25:47.623Z
