source,external_job_id,job_url,company_name,normalized_company_name,title,employment_type,published_at,expires_at,remote_region,location_restrictions,lebanon_eligibility,eligibility_evidence,role_family,source_record_fetched_at,reconciliation_status
himalayas,https://himalayas.app/companies/newrocket/jobs/servicenow-lead-engineer-sam-pro,https://himalayas.app/companies/newrocket/jobs/servicenow-lead-engineer-sam-pro,NewRocket,NewRocket,ServiceNow Lead Engineer - Sam Pro,Full Time,2026-09-04T12:03:19Z,2026-11-03T12:03:19Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/iovance-biotherapeutics/jobs/associate-director-digital-experience-ai-production,https://himalayas.app/companies/iovance-biotherapeutics/jobs/associate-director-digital-experience-ai-production,Iovance Biotherapeutics,Iovance Biotherapeutics,"Associate Director, Digital Experience & AI Production",Full Time,2026-09-04T11:39:00Z,2026-11-03T11:38:59Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/tabby/jobs/senior-data-engineer-3168858300,https://himalayas.app/companies/tabby/jobs/senior-data-engineer-3168858300,Tabby,Tabby,Senior Data Engineer,Full Time,2026-09-04T09:49:53Z,2026-11-03T09:49:53Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,already_present:cc-tabby
himalayas,https://himalayas.app/companies/micro1/jobs/senior-accountant-expert,https://himalayas.app/companies/micro1/jobs/senior-accountant-expert,micro1,micro1,Senior Accountant Expert,Contractor,2026-09-04T07:35:39Z,2026-11-03T07:35:38Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",finance_accounting,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/storyblok/jobs/engineering-manager-foundations-enablement,https://himalayas.app/companies/storyblok/jobs/engineering-manager-foundations-enablement,Storyblok,Storyblok,Engineering Manager - Foundations & Enablement,Full Time,2026-09-04T05:54:16Z,2026-11-03T05:54:15Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/deeter-analytics/jobs/special-projects,https://himalayas.app/companies/deeter-analytics/jobs/special-projects,Deeter Analytics ,Deeter Analytics,Special Projects,Full Time,2026-09-04T04:57:45Z,2026-11-03T04:57:44Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/tabby/jobs/data-engineer,https://himalayas.app/companies/tabby/jobs/data-engineer,Tabby,Tabby,Data Engineer,Full Time,2026-09-04T04:45:24Z,2026-11-03T04:45:23Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,already_present:cc-tabby
himalayas,https://himalayas.app/companies/micro1/jobs/design-frontend-specialist,https://himalayas.app/companies/micro1/jobs/design-frontend-specialist,micro1,micro1,Design & Frontend Specialist,Contractor,2026-09-04T04:45:10Z,2026-11-03T04:45:09Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/orderly-network/jobs/business-development-specialist,https://himalayas.app/companies/orderly-network/jobs/business-development-specialist,Orderly Network,Orderly Network,Business Development Specialist,Full Time,2026-09-04T04:44:38Z,2026-11-03T04:44:37Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/micro1/jobs/marketing-sales-strategy-specialist,https://himalayas.app/companies/micro1/jobs/marketing-sales-strategy-specialist,micro1,micro1,"Marketing, Sales & Strategy Specialist",Contractor,2026-09-04T04:44:36Z,2026-11-03T04:44:35Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/arena-club/jobs/social-media-admin-contract,https://himalayas.app/companies/arena-club/jobs/social-media-admin-contract,Arena Club,Arena Club,Social Media Admin (Contract),Contractor,2026-09-04T04:40:50Z,2026-11-03T04:40:49Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/verisma/jobs/technical-support-engineer-i,https://himalayas.app/companies/verisma/jobs/technical-support-engineer-i,Verisma,Verisma,Technical Support Engineer I,Full Time,2026-09-04T04:26:09Z,2026-11-03T04:26:08Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/spiralyze/jobs/b2b-cold-caller-and-appointment-setter-8729592486,https://himalayas.app/companies/spiralyze/jobs/b2b-cold-caller-and-appointment-setter-8729592486,Spiralyze,Spiralyze,B2B Cold Caller and Appointment Setter,Full Time,2026-09-04T00:56:32Z,2026-11-03T00:56:31Z,unspecified_by_api,"[""Lebanon""]",explicitly_hires_in_lebanon,locationRestrictions explicitly includes 'Lebanon': ['Lebanon'],sales_business_development,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/doppel/jobs/technical-enablement-manager,https://himalayas.app/companies/doppel/jobs/technical-enablement-manager,Doppel,Doppel,Technical Enablement Manager,Full Time,2026-09-04T00:52:42Z,2026-11-03T00:52:42Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/division50/jobs/social-media-specialist,https://himalayas.app/companies/division50/jobs/social-media-specialist,division50,division50,Social Media Specialist,Full Time,2026-09-04T00:50:10Z,2026-11-03T00:50:09Z,unspecified_by_api,"[""Lebanon""]",explicitly_hires_in_lebanon,locationRestrictions explicitly includes 'Lebanon': ['Lebanon'],marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/micro1/jobs/technical-writing-specialist,https://himalayas.app/companies/micro1/jobs/technical-writing-specialist,micro1,micro1,Technical Writing Specialist,Contractor,2026-09-03T23:13:40Z,2026-11-02T23:13:39Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/offshore-launch/jobs/executive-assistant,https://himalayas.app/companies/offshore-launch/jobs/executive-assistant,Offshore Launch,Offshore Launch,Executive Assistant,Full Time,2026-09-03T22:48:38Z,2026-11-02T22:48:37Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",administration_operations,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/shield-technology-partners/jobs/learning-development-lead,https://himalayas.app/companies/shield-technology-partners/jobs/learning-development-lead,Shield Technology Partners,Shield Technology Partners,Learning & Development Lead,Full Time,2026-09-03T22:37:35Z,2026-11-02T22:37:34Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/imnoo-ag/jobs/ai-machine-learning-engineer-3d-developer-remote-part-full-time,https://himalayas.app/companies/imnoo-ag/jobs/ai-machine-learning-engineer-3d-developer-remote-part-full-time,Imnoo AG,Imnoo AG,AI Machine Learning Engineer 3D Developer (remote part/full time),Full Time,2026-09-03T22:11:23Z,2026-11-02T22:11:22Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/evopla/jobs/event-manager,https://himalayas.app/companies/evopla/jobs/event-manager,Evopla,Evopla,Event Manager,Full Time,2026-09-03T21:59:47Z,2026-11-02T21:59:47Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/jobs-for-humanity/jobs/bilingual-service-coordinator-dispatcher-french-english-remote,https://himalayas.app/companies/jobs-for-humanity/jobs/bilingual-service-coordinator-dispatcher-french-english-remote,Jobs for Humanity,Jobs for Humanity,Bilingual Service Coordinator & Dispatcher (French/English) — Remote,Full Time,2026-09-03T21:43:44Z,2026-11-02T21:43:43Z,unspecified_by_api,"[""Lebanon""]",explicitly_hires_in_lebanon,locationRestrictions explicitly includes 'Lebanon': ['Lebanon'],administration_operations,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/spiralyze/jobs/sales-development-representative-4165829158,https://himalayas.app/companies/spiralyze/jobs/sales-development-representative-4165829158,Spiralyze,Spiralyze,Sales Development Representative,Full Time,2026-09-03T21:38:39Z,2026-11-02T21:38:38Z,unspecified_by_api,"[""Lebanon""]",explicitly_hires_in_lebanon,locationRestrictions explicitly includes 'Lebanon': ['Lebanon'],sales_business_development,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/stripe/jobs/integration-engineer-metronome-7293122002,https://himalayas.app/companies/stripe/jobs/integration-engineer-metronome-7293122002,Stripe,Stripe,"Integration Engineer, Metronome",Full Time,2026-09-03T21:27:15Z,2026-11-02T21:27:14Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/cxm/jobs/site-reliability-engineer-9703641752,https://himalayas.app/companies/cxm/jobs/site-reliability-engineer-9703641752,CXM,CXM,Site Reliability Engineer,Full Time,2026-09-03T20:53:59Z,2026-11-02T20:53:58Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",software_data_ai_it,2026-09-04T16:57:33Z,unverifiable
himalayas,https://himalayas.app/companies/entrada-ai/jobs/senior-ai-engineer,https://himalayas.app/companies/entrada-ai/jobs/senior-ai-engineer,Entrada AI,Entrada AI,Senior AI Engineer,Full Time,2026-09-04T15:09:20Z,2026-11-03T15:09:19Z,emea_remote,"[""Greece"", ""Poland"", ""Romania""]",emea_remote,"locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['greece', 'poland', 'romania']",software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/oneocean/jobs/enterprise-systems-manager-3237271375,https://himalayas.app/companies/oneocean/jobs/enterprise-systems-manager-3237271375,OneOcean,OneOcean,Enterprise Systems Manager,Full Time,2026-09-04T14:59:59Z,2026-11-03T14:59:58Z,emea_remote,"[""Greece""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['greece'],other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/ista-personnel-solutions/jobs/executive-administrative-assistant-us-operations-remote-est-hours,https://himalayas.app/companies/ista-personnel-solutions/jobs/executive-administrative-assistant-us-operations-remote-est-hours,ISTA Personnel Solutions,ISTA Personnel Solutions,Executive Administrative Assistant - US Operations | Remote | EST Hours,Full Time,2026-09-04T14:56:49Z,2026-11-03T14:56:48Z,emea_remote,"[""South Africa""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['south africa'],administration_operations,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/solventum/jobs/sales-representative-advanced-wound-care-and-npwt-devices-western-cape,https://himalayas.app/companies/solventum/jobs/sales-representative-advanced-wound-care-and-npwt-devices-western-cape,Solventum,Solventum,"Sales Representative, Advanced Wound Care and NPWT devices- Western Cape",Full Time,2026-09-04T14:55:04Z,2026-11-03T14:55:02Z,emea_remote,"[""South Africa""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['south africa'],sales_business_development,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/capslock/jobs/product-manager-9794605222,https://himalayas.app/companies/capslock/jobs/product-manager-9794605222,CapsLock,CapsLock,Product Manager,Full Time,2026-09-04T14:16:52Z,2026-11-03T14:16:51Z,emea_remote,"[""Greece""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['greece'],project_product_management,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/mercor/jobs/ai-safety-practitioner-fully-remote-upto-70-hr-3959783322,https://himalayas.app/companies/mercor/jobs/ai-safety-practitioner-fully-remote-upto-70-hr-3959783322,mercor,mercor,AI Safety Practitioner - Fully Remote | Upto $70/hr,Contractor,2026-09-04T13:50:29Z,2026-11-03T13:50:28Z,emea_remote,"[""Bulgaria""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['bulgaria'],software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/ista-personnel-solutions/jobs/operations-customer-onboarding-coordinator-est-hours-remote-9476816745,https://himalayas.app/companies/ista-personnel-solutions/jobs/operations-customer-onboarding-coordinator-est-hours-remote-9476816745,ISTA Personnel Solutions,ISTA Personnel Solutions,Operations & Customer Onboarding Coordinator | EST Hours | Remote,Full Time,2026-09-04T13:47:54Z,2026-11-03T13:47:52Z,emea_remote,"[""South Africa""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['south africa'],administration_operations,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/nogood/jobs/front-end-engineer-7911517990,https://himalayas.app/companies/nogood/jobs/front-end-engineer-7911517990,NoGood,NoGood,Front End Engineer,Full Time,2026-09-04T13:38:52Z,2026-11-03T13:38:52Z,mena_remote,"[""Egypt""]",mena_remote,locationRestrictions is a non-empty list confined to MENA countries not including Lebanon: ['egypt'],software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/the-really-great-teacher-company/jobs/online-esl-teacher-japanese-adult-students,https://himalayas.app/companies/the-really-great-teacher-company/jobs/online-esl-teacher-japanese-adult-students,The Really Great Teacher Company,The Really Great Teacher Company,Online ESL Teacher - Japanese Adult Students,Part Time,2026-09-04T13:35:29Z,2026-11-03T13:35:29Z,emea_remote,"[""South Africa""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['south africa'],other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/creditstar/jobs/senior-data-scientist,https://himalayas.app/companies/creditstar/jobs/senior-data-scientist,Creditstar,Creditstar,Senior Data Scientist,Full Time,2026-09-04T13:16:26Z,2026-11-03T13:16:25Z,emea_remote,"[""Estonia""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['estonia'],software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/guidehealth/jobs/registered-nurse-prn-bilingual-korean-english,https://himalayas.app/companies/guidehealth/jobs/registered-nurse-prn-bilingual-korean-english,Guidehealth,Guidehealth,Registered Nurse (PRN) - Bilingual (Korean - English),Part Time,2026-09-04T12:11:02Z,2026-11-03T12:11:01Z,unspecified_by_api,"[""United States""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['united states'],other_unclassified,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/seedify/jobs/sales-onboarding-lead-7583649281,https://himalayas.app/companies/seedify/jobs/sales-onboarding-lead-7583649281,Seedify,Seedify,Sales Onboarding Lead,Full Time,2026-09-04T12:10:38Z,2026-11-03T12:10:37Z,emea_remote,"[""Spain""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['spain'],marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/pavago/jobs/gohighlevel-marketing-operations-specialist-4860395156,https://himalayas.app/companies/pavago/jobs/gohighlevel-marketing-operations-specialist-4860395156,Pavago,Pavago,GoHighLevel Marketing Operations Specialist,Full Time,2026-09-04T12:10:21Z,2026-11-03T12:10:20Z,unspecified_by_api,"[""Colombia""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['colombia'],marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/crowdstrike/jobs/sr-partner-marketing-manager-north-europe-remote-gbr,https://himalayas.app/companies/crowdstrike/jobs/sr-partner-marketing-manager-north-europe-remote-gbr,Crowdstrike,Crowdstrike,"Sr. Partner Marketing Manager North Europe (Remote, GBR)",Full Time,2026-09-04T12:10:04Z,2026-11-03T12:10:03Z,emea_remote,"[""United Kingdom""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['united kingdom'],marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/mercor/jobs/medicinal-chemist-fully-remote-upto-90-hr-1927507397,https://himalayas.app/companies/mercor/jobs/medicinal-chemist-fully-remote-upto-90-hr-1927507397,mercor,mercor,Medicinal Chemist - Fully Remote | Upto $90/hr,Full Time,2026-09-04T12:10:03Z,2026-11-03T12:10:02Z,emea_remote,"[""France""]",emea_remote,locationRestrictions is a non-empty list confined to EMEA countries not including Lebanon: ['france'],hr_recruitment,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/cribl/jobs/solutions-engineer-japan,https://himalayas.app/companies/cribl/jobs/solutions-engineer-japan,Cribl,Cribl,"Solutions Engineer, Japan",Full Time,2026-09-04T12:09:10Z,2026-11-03T12:09:09Z,unspecified_by_api,"[""Japan""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['japan'],software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/make-a-wish-america/jobs/specialist-cruise-line-program,https://himalayas.app/companies/make-a-wish-america/jobs/specialist-cruise-line-program,Make-A-Wish America,Make-A-Wish America,"Specialist, Cruise Line Program",Full Time,2026-09-04T12:09:09Z,2026-11-03T12:09:08Z,unspecified_by_api,"[""United States""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['united states'],design,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/centurylink/jobs/senior-manager-marketing-operations-remote-us,https://himalayas.app/companies/centurylink/jobs/senior-manager-marketing-operations-remote-us,CenturyLink,CenturyLink,"Senior Manager Marketing Operations (Remote, US)",Full Time,2026-09-04T12:09:09Z,2026-11-03T12:09:08Z,unspecified_by_api,"[""United States""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['united states'],marketing_content,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/agile-defense/jobs/software-engineer-ii,https://himalayas.app/companies/agile-defense/jobs/software-engineer-ii,Agile Defense,Agile Defense,Software Engineer II,Full Time,2026-09-04T12:08:25Z,2026-11-03T12:08:24Z,unspecified_by_api,"[""United States""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['united states'],software_data_ai_it,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/mercor/jobs/cross-border-legal-expert-fully-remote-upto-120-hr,https://himalayas.app/companies/mercor/jobs/cross-border-legal-expert-fully-remote-upto-120-hr,mercor,mercor,Cross-Border Legal Expert - Fully Remote | Upto $120/hr,Contractor,2026-09-04T12:08:03Z,2026-11-03T12:08:03Z,unspecified_by_api,"[""United States""]",country_restricted,locationRestrictions is a non-empty list of specific countries not including Lebanon: ['united states'],hr_recruitment,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/the-va-group-llc/jobs/bookkeeper,https://himalayas.app/companies/the-va-group-llc/jobs/bookkeeper,"The VA Group, LLC",The VA Group,Bookkeeper,Part Time,2026-09-01T01:43:04Z,2026-10-31T01:43:03Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",finance_accounting,2026-09-04T16:57:33Z,new_candidate
himalayas,https://himalayas.app/companies/nightowl-consulting/jobs/bookkeeper-administrative-support,https://himalayas.app/companies/nightowl-consulting/jobs/bookkeeper-administrative-support,NightOwl Consulting,NightOwl Consulting,Bookkeeper / Administrative Support,Full Time,2026-08-19T20:32:28Z,2026-10-03T03:29:59Z,worldwide_remote,[],worldwide_remote,"locationRestrictions is an empty array; per Himalayas' own official API documentation, 'empty array means worldwide' eligibility (structured tier-4 evidence, not inferred from text).",finance_accounting,2026-09-04T16:57:33Z,new_candidate
