internal_row_id,canonical_name,proposed_canonical_company_id,proposed_source_record_id,source_evidence_used,website_verification_status,careers_source_status,linkedin_status,automation_eligibility,source_confidence,defaulted_unknown_fields,dedup_result_against_39_existing,mapping_correction_applied
uae-pilot-0156,Darji Accounting,cc-darji-accounting,sr-ae-darji-accounting,"Direct WebFetch of official domain (https://darjiaccounting.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0112,Bericht Audit & Advisory,cc-bericht-audit-advisory,sr-ae-bericht-audit-advisory,"Direct WebFetch of official domain (https://bericht.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",target_city recorded as dual-city per confirmed multi-office evidence on the company's own site.
uae-pilot-0137,Chawla Architectural & Consulting Engineers,cc-chawla-architectural-consulting-engineers,sr-ae-chawla-architectural-consulting-engineers,"Direct WebFetch of official domain (https://www.chawladxb.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0141,Civilco,cc-civilco,sr-ae-civilco,"Direct WebFetch of official domain (http://www.civilco.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0396,Silver Coast Construction & Boring,cc-silver-coast-construction-boring,sr-ae-silver-coast-construction-boring,"Direct WebFetch of official domain (http://www.silvercoast.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",target_city recorded as dual-city per confirmed multi-office evidence on the company's own site.
uae-pilot-0008,A&T Group Interiors,cc-at-group-interiors,sr-ae-at-group-interiors,"Direct WebFetch of official domain (https://www.atginteriors.com) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0314,Mwazinoon Engineering Consultancy,cc-mwazinoon-engineering-consultancy,sr-ae-mwazinoon-engineering-consultancy,"Direct WebFetch of official domain (http://www.mwazinoon.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0157,Datum Engineering Consultants,cc-datum-engineering-consultants,sr-ae-datum-engineering-consultants,"Direct WebFetch of official domain (http://www.datum.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0300,Mediclinic Al Mamora,cc-mediclinic-al-mamora,sr-ae-mediclinic-al-mamora,"Direct WebFetch of official domain (https://www.mediclinic.ae/en/al-mamora/home.html) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,confirmed_ats_Custom Mediclinic Middle East careers portal,not_found_or_not_usable,suitable_public_ats,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0257,International Knee & Joint Centre,cc-international-knee-joint-centre,sr-ae-international-knee-joint-centre,"Direct WebFetch of official domain (http://www.knee.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.",none
uae-pilot-0253,International Modern Hospital (IMH),cc-international-modern-hospital,sr-ae-international-modern-hospital,"Direct WebFetch of official domain (https://www.imh.ae) and its careers page/portal, 2026-09-07 (deep-verification pass 2, selected via deterministic triage scoring)",confirmed_official,dedicated_careers_page_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per the round-1 precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 10 round-1-staged rows by normalized domain or canonical ID - confirmed net-new.","Company name corrected from the Google Maps discovery label ""IMH Corporate Office"" to the entity's actual name ""International Modern Hospital (IMH)"", confirmed on its own official site."
uae-pilot-0379,Salma Rehabilitation Hospital,cc-salma-rehabilitation-hospital,sr-ae-salma-rehabilitation-hospital,"Direct WebFetch of official domain (https://salmahospital.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0042,Al Hendawy Medical Centre,cc-al-hendawy-medical-centre,sr-ae-al-hendawy-medical-centre,"Direct WebFetch of official domain (http://www.alhendawymc.ae/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0444,Wellness One Day Surgery Center,cc-wellness-one-day-surgery-center,sr-ae-wellness-one-day-surgery-center,"Direct WebFetch of official domain (https://www.wellnesssurgerycenter.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0014,ADICC,cc-adicc,sr-ae-adicc,"Direct WebFetch of official domain (http://adicc-uae.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0037,Al Dhafra International Projects Group,cc-al-dhafra-international-projects,sr-ae-al-dhafra-international-projects,"Direct WebFetch of official domain (http://dhafra.org/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0147,Construction General Contracting House,cc-construction-general-contracting-house,sr-ae-construction-general-contracting-house,"Direct WebFetch of official domain (https://www.cgchouse.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0335,Nurol,cc-nurol,sr-ae-nurol,"Direct WebFetch of official domain (https://www.nuroluae.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0198,Ethics Plus Public Accountants,cc-ethics-plus-public-accountants,sr-ae-ethics-plus-public-accountants,"Direct WebFetch of official domain (https://www.ethicsplusuae.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0376,Saadiyat Accounting & Bookkeeping,cc-saadiyat-accounting-bookkeeping,sr-ae-saadiyat-accounting-bookkeeping,"Direct WebFetch of official domain (https://www.saadiyataccounting.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0459,ZS Consultant,cc-zs-consultant,sr-ae-zs-consultant,"Direct WebFetch of official domain (https://www.zsconsultant.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0016,Acacia Medical Center,cc-acacia-medical-center,sr-ae-acacia-medical-center,"Direct WebFetch of official domain (https://acaciamedicalcenter.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0101,Astraco Construction,cc-astraco-construction,sr-ae-astraco-construction,"Direct WebFetch of official domain (https://www.astracoconstruction.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0104,Avanti Contracting,cc-avanti-contracting,sr-ae-avanti-contracting,"Direct WebFetch of official domain (http://www.avanti-uae.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0180,DSA,cc-dsa,sr-ae-dsa,"Direct WebFetch of official domain (http://www.dsa.design/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0345,Paradise Home Engineering Consultancy,cc-paradise-home-engineering,sr-ae-paradise-home-engineering,"Direct WebFetch of official domain (http://www.phengc.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0076,Al Turath Al Omrani Engineering Consultants,cc-al-turath-al-omrani-engineering,sr-ae-al-turath-al-omrani-engineering,"Direct WebFetch of official domain (http://www.turatheng.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0166,Designer East,cc-designer-east,sr-ae-designer-east,"Direct WebFetch of official domain (http://designereast.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0167,Dhafir Development & Contracting,cc-dhafir-development-contracting,sr-ae-dhafir-development-contracting,"Direct WebFetch of official domain (http://www.dhafirdc.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,not_found_or_not_usable,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",target_city recorded as dual/multi-city per confirmed multi-office evidence.
uae-pilot-0259,iTech Engineering Consultancy,cc-itech-engineering-consultancy,sr-ae-itech-engineering-consultancy,"Direct WebFetch of official domain (http://www.itechholding.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
uae-pilot-0218,German Fintax Consultancy,cc-german-fintax-consultancy,sr-ae-german-fintax-consultancy,"Direct WebFetch of official domain (https://www.germanfintaxconsultancy.com/) and its careers page/portal, 2026-09-07 (deep-verification pass 3, deterministic-triage batches 1-5 covering all 213 unreviewed candidates, plus round-1/round-2 revisits and no-website triage)",confirmed_official,dedicated_careers_page_or_equivalent_confirmed,company_page_self_referenced_used_as_supporting_evidence,suitable_public_html_subject_to_review,high,"early_career_relevance, internship_or_graduate_program_detected, current_open_jobs_detected - not assessed this pass, defaulted per precedent","No match against uae.csv (39 rows), master-company-registry.csv (288 rows), or the 22 previously-staged rows by normalized domain or canonical ID - confirmed net-new. Checked programmatically.",none
