internal_row_id,canonical_name,relevance_status,review_status_source,proposed_action,reason,matched_destination_row,proposed_destination_status,automation_eligibility,confidence_level,official_website_url,careers_page_url
uae-pilot-0011,ABACUS ENGINEERING CONSULTANCY,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.abacusarchitects.ae/,
uae-pilot-0012,Abdulla & Associate Engineering & Architectural Consultants Dubai,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://aaa-dubai.com/,
uae-pilot-0013,Abu Dhabi Construction Company LLC (ADCC),eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.adcc.ae/,
uae-pilot-0014,Abu Dhabi International Contracting &General Maintenance Company,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-adicc,verified,see staging/manifest,high,http://adicc-uae.com/,
uae-pilot-0015,Abu Talha,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0016,Acacia Medical Center,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-acacia-medical-center,verified,see staging/manifest,high,https://acaciamedicalcenter.com/,
uae-pilot-0017,"Accountax: Corporate Tax, Accounting & Taxation Services UAE",eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://accountaxuae.com/,
uae-pilot-0018,Accountspro Accounting Tax Consultancy L. L. C - S. P. C,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.accountspro.ae/,
uae-pilot-0019,Accounttax Bookkeepers UAE,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0020,ACUBE INFOTECH CO LLC,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://www.acubeinfotech.ae/,
uae-pilot-0021,ADC Architectural & Engineering Consultants,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.adcconsultant.com/,
uae-pilot-0022,ADHQ Project,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0023,ADMA Consulting and Accounting LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.admauae.com/,
uae-pilot-0024,ahad alfan of engineering consultancy عهد الفن للاستشارات الهندسية,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.ahdalfan.com/,
uae-pilot-0025,AHMAD BIN DESMAL CONTRACTING CO. (L.L.C.),eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0026,AHMED SULTAN AL ALI(ASAA) Accounting & Bookkeeping Service in Dubai,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://asaaaccounts.com/,
uae-pilot-0027,Aims General Contracting Company,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.aimsauh.ae/,
uae-pilot-0028,AIRBEST EXPRESS CARGO LLC. ®️ ABUDHABI,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://airbestcargo.com/,
uae-pilot-0029,AJA Expert Accounting,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.ajaexperts.com/,
uae-pilot-0030,Akfa Accounting and Tax Consultancy,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://akfaaccounting.com/,
uae-pilot-0031,AKSG Building Contracting L.L.C,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.aksggroup.com/,
uae-pilot-0032,Al Ahd General Contracting Co AGCM,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://agcmco.com/,
uae-pilot-0033,AL Aman Medical Centre AL Karama,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://alamanmedicalcenter.com/,
uae-pilot-0034,Al Amana Medical center LLC,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0035,Al Bakht Curtains & Decor البخت للستائر والديكور,eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://www.albakhtcurtains.ae/,
uae-pilot-0036,"AL DHABI Engineering, Environmental and Arbitration Consultancy",eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://aldhabiae.com/,
uae-pilot-0037,Al Dhafra International Projects Group,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-al-dhafra-international-projects,verified,see staging/manifest,high,http://dhafra.org/,
uae-pilot-0038,Al Diyar General Contracting Co LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://aldiygen.ae/,
uae-pilot-0039,Al Ghaith & Co,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0040,Al Gurg Consultants,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.algurg.net/,
uae-pilot-0041,Al Hawraa Engineering Consultants,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-al-hawraa-engineering-consultants,verified,see staging/manifest,high,http://www.alhawraa-engg.com/,
uae-pilot-0042,Al Hendawy Medical Centre - Abu Dhabi,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-al-hendawy-medical-centre,verified,see staging/manifest,high,http://www.alhendawymc.ae/,
uae-pilot-0043,Al Hilal Engineering Consultants Dubai,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.alhilalengineering.net/,
uae-pilot-0044,Al Hudaiba Contracting J#401,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0045,Al Hudaiba Contracting LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://alhudaiba.com/,
uae-pilot-0046,Al Jabal Engineering Consultancy Establishment,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.protenders.com/companies/al-jabal-engineering-consultancy-establishment,
uae-pilot-0047,Al Khawaja Engineering Consultants [KWEC],eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://kwec.ae/,
uae-pilot-0048,Al Layiq Interior Design | Fit Out Abu Dhabi,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://allayiq.com/,
uae-pilot-0049,AL MAASE AUDITING,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.almaase.com/,
uae-pilot-0050,al maher building paint LLC.,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0051,Al Manhal Development & Construction L.L.C,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://almanhalconstruction.com/,
uae-pilot-0052,Al Marona Accounting and Bookkeeping,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.almarona.com/,
uae-pilot-0053,Al Mejdaf,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://mejdaf.com/,
uae-pilot-0054,Al Moosa Clinics & Day Surgery Center (Since 1978) الموسى لجراحات اليوم الواحد,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://almoosaclinics.com/,
uae-pilot-0055,Al NISR Roads and Building Contracting - Branch of Abu Dhabi,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.nisr.ae/,
uae-pilot-0056,Al Rabiah Trading Co LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.alrabiahtrading.com/,
uae-pilot-0057,Al Sahel Cargo & Clearing LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.alsahalgroup.com/,
uae-pilot-0058,Al salam Technical Works,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,,
uae-pilot-0059,Al Saqr Accounting and Bookkeeping,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.alsaqr-uae.com/,
uae-pilot-0060,Al Shamikha Prestige Phones - Anker,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,,
uae-pilot-0061,Al taher interiors,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0062,AL TAJ CARGO - Dubai,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.altajcargo.com/,
uae-pilot-0063,Al Takdar,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,,
uae-pilot-0064,Al Turath Engineering Consultant LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.tec.ae/,
uae-pilot-0065,"Al Usood Cargo, Abu Dhabi",eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://alusood.com/,
uae-pilot-0066,Al Wasel Site Office,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0067,Alharam general contracting and design,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0068,AlHesabat Financial Consulting,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.alhesabat.ae/,
uae-pilot-0069,Align Engineering Consultants & Interior Design,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0070,Alliance Architectural Engineering Consultants,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.allianceaec.com/,
uae-pilot-0071,Almasar Engineering Consultants,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0072,Almed Retail General Trading LLC,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://almedretail.com/,
uae-pilot-0073,Almeraj Star Electronics Trading,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,,
uae-pilot-0074,ALNURR LOGISTICS SERVICE,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0075,Altimus Office Supplies & Stationery Abu Dhabi,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.altimus.ae/,
uae-pilot-0076,Alturath Alomrani Engineering consultants التراث العمراني للاستشارات الهندسية,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-al-turath-al-omrani-engineering,verified,see staging/manifest,high,http://www.turatheng.com/,
uae-pilot-0077,Am Audit,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-am-audit,verified,see staging/manifest,high,https://amaudit.ae/,
uae-pilot-0078,AM consult Architects and Engineering LLC,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0079,AMA Global Audit Tax Advisory,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-ama-global-audit-tax-advisory,verified,see staging/manifest,high,https://www.amaaudit.com/,
uae-pilot-0080,amazingparadiseuae,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0081,AMIT Care Services LLC | Al Meena,eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://www.amitcare.com/,
uae-pilot-0082,Amrita Medical Centre,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0083,AMZ Consultants,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.amzconsultants.ae/,
uae-pilot-0084,Anytime Dental,eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://www.anytimedental.ae/,
uae-pilot-0085,Apple Al Maryah Island,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://www.apple.com/ae/retail/almaryahisland?cid=aos-ae-seo-maps,
uae-pilot-0086,Arabian Construction Company,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://accgroup.com/,
uae-pilot-0087,Arabian Construction Company,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0088,Aramex Khalidiya Outlet,possible_duplicate_of_existing_registry,possible_duplicate_of_existing_registry,hold_duplicate_review,Held for duplicate/identity resolution - see duplicate-and-alias-review.csv.,,not_applicable,see staging/manifest,n/a,https://www.aramex.com/,
uae-pilot-0089,ARC Decore & Contracting,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://arcdecore.com/,
uae-pilot-0090,Arif & Bintoak Building,eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://www.artoak.com/,
uae-pilot-0091,Arkiplan Consulting Architects and Engineers,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.arkiplan-me.com/,
uae-pilot-0092,Arqamatrix,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0093,𝐀𝐫𝐭 𝐃𝐞𝐜𝐨 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐢𝐧𝐠 𝐂𝐨𝐧𝐬𝐮𝐥𝐭𝐚𝐧𝐭,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.artdecoeng.com/,
uae-pilot-0094,Art Line Interiors FitOut,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0095,ARTEC - Architectural & Engineering Consultants,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.artecint.com/,
uae-pilot-0096,Artificial Intelligence Technologies,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://ai-tech.ai/,
uae-pilot-0097,ASAS Engineering &Projects Management Consultancy,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.asasengg.ae/,
uae-pilot-0098,Asian Cargo,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://www.asiancargo.ae/,
uae-pilot-0099,Aspire Green Garden Desiging & Works LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.aspiregroupae.com/,
uae-pilot-0100,Assist Plus,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-assist-plus,verified,see staging/manifest,high,https://www.assistplus.ae/,
uae-pilot-0101,Astraco Construction LLC,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-astraco-construction,verified,see staging/manifest,high,https://www.astracoconstruction.com/,
uae-pilot-0102,Aswar Engineering And General Contracting Co. W.L.L.,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.aswar.com/,
uae-pilot-0103,Avant Garde Logistics LLC,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,http://www.avantgardelogistics.com/,
uae-pilot-0104,Avanti Contracting L.L.C.,eligible_employer,new_verified,promote_now,Directly WebFetch-confirmed official website + careers page/ATS/equivalent hiring channel.,cc-avanti-contracting,verified,see staging/manifest,high,http://www.avanti-uae.com/,
uae-pilot-0105,Awtad Engineering Consultancy,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0106,Azizi Engineering Office,eligible_employer_no_website,eligible_employer_no_website,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,,
uae-pilot-0107,Bahat Experience Centre,eligible_employer,eligible_employer,hold_manual_review,"Real, plausible candidate; evidence remains insufficient for verification (see manual-review-queue.csv for exact reason).",,needs_manual_review,see staging/manifest,n/a,https://bahat.ae/,
uae-pilot-0108,Barakat Vegetable & Fruits Company - LLC,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://www.barakatfresh.ae/,
uae-pilot-0109,"Barcode Gulf LLC | Dubai, UAE",irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,http://www.barcodegulf.com/?utm_source=GooglePlaces&utm_medium=GoogleMaps&utm_campaign=BarcodeGulf_UAE,
uae-pilot-0110,Bee Bee,irrelevant_small_retail_or_generic,irrelevant_small_retail_or_generic,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,,
uae-pilot-0111,Bella Tenda,eligible_employer,eligible_employer,exclude_rejected,Rejected - see rejected-candidates.csv for exact reason.,,not_applicable,see staging/manifest,n/a,https://www.bella-tenda.com/,
