internal_row_id,canonical_name,proposed_canonical_company_id,proposed_source_record_id,source_evidence_used,website_verification_status,careers_source_status,linkedin_status,automation_eligibility,source_confidence,defaulted_unknown_fields,dedup_result_against_65_existing,mapping_correction_applied
pilot-0099,SFAI - Choujaa Audit Firm,cc-sfai-choujaa,sr-lb-sfai-choujaa,http://choujaafirm.com/ | http://choujaafirm.com/,verified_official,email_or_application_form,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-sfai -> cc-sfai-choujaa (bare 'SFAI' is the international SFAI audit-network's own name, not this specific Lebanese affiliate; renamed to disambiguate). industry: banking_finance -> professional_services_consulting; company_type: private_company -> professional_services_firm (both values confirmed already used elsewhere in master-company-registry.csv/lebanon.csv). This is an audit/CPA firm, not a bank or financial institution -- original mapped_industry_guess was contradicted by the firm's own description."
pilot-0114,Serhal Nassar & Co,cc-serhal-nassar,sr-lb-serhal-nassar,https://serhalco.com/about-us/ | https://serhalco.com/about-us/,verified_official,public_company_careers_page,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-serhal-nassar-and-co -> cc-serhal-nassar (dropped mechanical 'and-co' artifact). industry: banking_finance -> professional_services_consulting; company_type: private_company -> professional_services_firm (both values confirmed already used elsewhere in master-company-registry.csv/lebanon.csv). This is an audit and consulting firm (est. 1967), not a bank or financial institution -- original mapped_industry_guess was contradicted by the firm's own description."
pilot-0122,BML Istisharat,cc-bml-istisharat,sr-lb-bml-istisharat,http://www.istisharat.com/ | http://www.istisharat.com/Career_in_Banking | https://lb.linkedin.com/company/bml-istisharat,verified_official,public_company_careers_page,verified_official_company_page,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'BML Istisharat - Ashrafieh' -> 'BML Istisharat' (dropped neighborhood qualifier; single-office company, no evidence of multiple BML Istisharat branches requiring per-location rows)."
pilot-0123,DOUMANI & Co. CPAs,cc-doumani,sr-lb-doumani,http://doumanico.com/ | http://doumanico.com/join-us,verified_official,public_company_careers_page,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-doumani-and-co-cpas -> cc-doumani (dropped mechanical 'and-co-cpas' artifact, flagged explicitly in the audit). industry: banking_finance -> professional_services_consulting; company_type: private_company -> professional_services_firm (both values confirmed already used elsewhere in master-company-registry.csv/lebanon.csv). This is an audit/tax/accounting firm, not a bank or financial institution -- original mapped_industry_guess was contradicted by the firm's own description."
pilot-0125,Multiframes,cc-multiframes,sr-lb-multiframes,https://www.multiframes.com/ | https://www.multiframes.com/careers | https://www.linkedin.com/company/multiframes/,verified_official,public_company_careers_page,verified_official_company_page,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)",
pilot-0147,Serab Residencia,cc-serab-residencia,sr-lb-serab-residencia,https://serabresidencia.com/ | https://serabresidencia.com/ | https://lb.linkedin.com/company/serab-residencia,verified_official,public_company_careers_page,verified_official_company_page,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)",
pilot-0156,Beverly Beach Hotel,cc-beverly-hotels,sr-lb-beverly-hotels,https://beverlychainhotels.com/ | https://beverlychainhotels.com/job-openings/,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'Beverly Beach Hotel' -> 'Beverly Hotels'; canonical_company_id/source_record_id: cc-beverly-beach-hotel -> cc-beverly-hotels. Row's own researcher_notes confirm Beverly Beach Hotel is one of three properties (with Elite Hotel & Spa, Duroy Hotel) under the Beverly Hotels chain, sharing a single chain-wide careers/job-openings page (beverlychainhotels.com) -- normalized to the chain-level employer per the one-row-per-employer-per-country rule, since evidence supports the parent chain as the actual hiring entity rather than the individual property."
pilot-0187,UNIC Factory,cc-unic-cooler,sr-lb-unic-cooler,https://lb.arabplaces.com/mount-lebanon/united-for-industry-contracting-sal-116933 | https://www.unic-cooler.com/employment.php | https://www.linkedin.com/company/unic-cooler,verified_official,careers_landing_page_no_current_listings,verified_official_company_page,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'UNIC Factory' -> 'UNIC Cooler'; canonical_company_id/source_record_id: cc-unic-factory -> cc-unic-cooler. 'UNIC Factory' was the Google Maps POI label for the plant; the confirmed employer brand/legal identity is 'UNIC Cooler' / 'United for Industry & Contracting S.A.L. (trading as UNIC-COOLER since 1997)', matching its own domain (unic-cooler.com) and LinkedIn page."
pilot-0206,PET FACTORY,cc-pet-factory,sr-lb-pet-factory,https://petfactory.me/ | https://petfactory.me/pages/contact,verified_official,email_or_application_form,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)",
pilot-0224,WAK Engineering S.A.R.L,cc-wak-engineering,sr-lb-wak-engineering,http://www.wak-engineering.com/ | http://www.wak-engineering.com/careers-wak2020.html,verified_official,email_or_application_form,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-wak-engineering-s-a-r-l -> cc-wak-engineering (dropped mechanical letter-split legal-suffix artifact, flagged explicitly in the audit)."
pilot-0251,Kfoury Engineering and Contracting (KEC),cc-kfoury-engineering,sr-lb-kfoury-engineering,http://www.kfouryengineering.com/ | https://www.kfouryengineering.com/?page_id=4562,verified_official,email_or_application_form,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-kfoury-engineering-and-contracting -> cc-kfoury-engineering (shortened; 'KEC' acronym-only was rejected as a high-collision-risk alternative)."
pilot-0253,Bardawil & Co.,cc-bardawil,sr-lb-bardawil,https://www.bardawilco.com/ | https://bardawilco.com/join-our-team-at-bardawil-co/,verified_official,email_or_application_form,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-bardawil-and-co -> cc-bardawil (dropped mechanical 'and-co' artifact)."
pilot-0260,General Construction Company - GCC Lebanon,cc-general-construction-company-lebanon,sr-lb-general-construction-company-lebanon,http://www.gccleb.com/ | http://www.gccleb.com/careers,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-general-construction-company -> cc-general-construction-company-lebanon (the bare descriptive name is highly generic/collision-prone; appended '-lebanon' matching the existing lebanon.csv precedent used for similarly generic names, e.g. cc-alfa-lebanon, cc-touch-lebanon, cc-carrefour-lebanon, cc-spinneys-lebanon)."
pilot-0271,Mattar Log Homes,cc-mattar-log-homes,sr-lb-mattar-log-homes,http://mattarhomes.com/ | http://mattarhomes.com/,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)",
pilot-0331,HHUMC Hammoud Hospital University Medical Center مستشفى حمود الجامعي,cc-hammoud-hospital-university-medical-center,sr-lb-hammoud-hospital-university-medical-center,http://hhumc.org.lb/en | http://hhumc.org.lb/en,verified_official,jobs_page_with_active_listings,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] canonical_company_id/source_record_id: cc-hhumc-hammoud-hospital-university-medical-center -> cc-hammoud-hospital-university-medical-center (dropped the redundant 'hhumc-' acronym prefix, since the same words are already spelled out in the same ID)."
pilot-0406,National American School - NAS,cc-national-american-school,sr-lb-national-american-school,http://www.naszahleh.school/ | http://www.naszahleh.school/,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_type=university is contradicted -- source confirms K-12 (Nursery-Grade 12), not a university. Originally left uncorrected pending a schema decision (no 'school'/K-12 value existed in the documented enum, and 'unknown' is not valid for company_type). | [2026-09-06 product-owner decision] company_type=school approved as a new documented enum value (see discovery-report.md); corrected in this row from university -> school."
pilot-0407,Antonine Sisters School - CSJ Ksara,cc-antonine-sisters-school,sr-lb-antonine-sisters-school,http://www.antonineszk.org/ | http://www.antonineszk.org/carriere.php,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_type=university is contradicted -- 'Collège' denotes a Catholic K-12/secondary school in this usage, not an English-sense university. Originally left uncorrected pending a schema decision (no 'school'/K-12 value existed in the documented enum, and 'unknown' is not valid for company_type). Identity note: 'CSJ Ksara' is this school's own distinct operating name/domain (antonineszk.org), not a branch tag on a larger single employer -- name kept as-is, not normalized. | [2026-09-06 product-owner decision] company_type=school approved as a new documented enum value (see discovery-report.md); corrected in this row from university -> school."
pilot-0420,Medair Zahle,cc-medair,sr-lb-medair,https://medair.org/ | https://medair.org/careers,verified_official,public_company_careers_page,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'Medair Zahle' -> 'Medair'; canonical_company_id/source_record_id: cc-medair-zahle -> cc-medair (dropped branch/city qualifier; this is a new country-level entry, per the one-row-per-employer-per-country rule, not an existing Lebanon record being re-branched)."
pilot-0421,Oxfam Lebanon - Zahle,cc-oxfam-lebanon,sr-lb-oxfam-lebanon,https://www.oxfam.org/ | https://www.oxfam.org/en/take-action/jobs,verified_official,public_company_careers_page,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","industry: information_technology -> ngo_humanitarian (mapped_industry_guess=information_technology contradicted the row's own google_category=""Non-profit organization"", categories=""NGOs and professional services"", and mapped_company_type_guess=""ngo"" -- corrected to ngo_humanitarian using the row's own internal evidence, matching sibling NGO rows in this batch.) | [2026-09-06 final human-review audit] company_name: 'Oxfam Lebanon - Zahle' -> 'Oxfam Lebanon' (dropped branch/city qualifier; canonical_company_id already omitted the city, corrected name to match)."
pilot-0422,Danish Refugee Council - Bekaa Office,cc-danish-refugee-council,sr-lb-danish-refugee-council,https://www.drc.ngo/ | https://www.drc.ngo/jobs/,verified_official,jobs_page_with_active_listings,no_company_page_found,suitable_public_html_subject_to_review,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'Danish Refugee Council - Bekaa Office' -> 'Danish Refugee Council' (dropped branch/office qualifier; canonical_company_id already omitted the branch, corrected name to match)."
pilot-0423,Salam LADC,cc-salam-ladc,sr-lb-salam-ladc,https://salamladc.org/ | https://salamladc.org/vacancies/,verified_official,careers_landing_page_no_current_listings,no_company_page_found,manual_only,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; ats_tenant_or_board_identifier; public_jobs_endpoint_or_feed; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)",
pilot-0424,We World Zahle office,cc-we-world,sr-lb-we-world,https://www.weworld.it/en/what-we-do/global-projects/libano | https://weworld.intervieweb.it/en/career,verified_official,public_ats,no_company_page_found,suitable_public_ats,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'We World Zahle office' -> 'WeWorld' (dropped branch/city qualifier and matched the org's own one-word brand per weworld.it); canonical_company_id/source_record_id: cc-we-world-zahle-office -> cc-we-world."
pilot-0429,Norwegian Refugee Council - Zahle office,cc-norwegian-refugee-council,sr-lb-norwegian-refugee-council,https://www.nrc.no/ | https://ekum.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/,verified_official,public_ats,no_company_page_found,suitable_public_ats,medium,legal_or_official_name; company_size_category; early_career_relevance; internship_or_graduate_program_detected; linkedin_company_url; linkedin_jobs_url,"no match found (independently checked: normalized name, website domain, careers-URL domain, LinkedIn slug)","[2026-09-06 final human-review audit] company_name: 'Norwegian Refugee Council - Zahle office' -> 'Norwegian Refugee Council' (dropped branch/office qualifier; canonical_company_id already omitted the branch, corrected name to match)."
